scenario,demand_k_m3,gross_observed_post_k_m3,committed_observed_post_k_m3,residual_supply_k_m3,allocated_residual_k_m3,unmet_k_m3,unmet_share,transport_k_m3_nm,baseline_equivalent_k_m3_nm,additional_k_m3_nm,mean_route_nm,mean_additional_nm,n_supply_nodes,n_cost_edges,coverage_note
observed_post_residual_after_commitments,21425.0,123359.91999999998,123359.91999999998,0.0,0.0,21425.0,1.0,0.0,0.0,0.0,,,0,0,residual_capacity_transport_solution; no_uncommitted_observed_supply; observed_post_voyages_reserved_for_recorded_destinations; unmet_replacement_capacity; no_usable_residual_route_cost_edges
