measure,portname,n_overlap_days,n_changed_rows,pct_changed_rows,mean_july,mean_august,mean_ratio_august_over_july,mean_difference_august_minus_july
n_cargo,Yucatan Channel,2750,1,0.03636363636363636,22.05309090909091,22.05090909090909,0.9999010651980346,-0.0021818181818176186
n_cargo,Bering Strait,2750,0,0.0,0.44181818181818183,0.44181818181818183,1.0,0.0
n_cargo,Tsugaru Strait,2750,0,0.0,33.71054545454545,33.71054545454545,1.0,0.0
n_container,Strait of Hormuz,2750,2283,83.01818181818182,14.054181818181819,11.898909090909092,0.846645450076328,-2.1552727272727275
n_container,Bohai Strait,2750,4,0.14545454545454545,21.292363636363635,21.288363636363638,0.9998121392219149,-0.003999999999997783
n_container,Korea Strait,2750,4,0.14545454545454545,56.50290909090909,56.490545454545455,0.9997811858440112,-0.012363636363637909
n_container,Malacca Strait,2750,3,0.1090909090909091,50.50036363636364,50.49454545454545,0.9998847893084477,-0.005818181818185053
n_container,Gibraltar Strait,2750,2,0.07272727272727272,31.984,31.981454545454547,0.999920414752831,-0.0025454545454550725
n_container,Bab el-Mandeb Strait,2750,1,0.03636363636363636,13.284363636363636,13.284,0.9999726267382022,-0.00036363636363567764
n_container,Cape of Good Hope,2750,1,0.03636363636363636,10.338909090909091,10.337454545454545,0.9998593134496342,-0.0014545454545462633
n_container,Dover Strait,2750,1,0.03636363636363636,34.376,34.37490909090909,0.9999682653859988,-0.0010909090909052566
n_container,Luzon Strait,2750,1,0.03636363636363636,6.849818181818182,6.849454545454545,0.9999469129903912,-0.0003636363636365658
n_container,Oresund Strait,2750,1,0.03636363636363636,5.804,5.803272727272727,0.9998746945680095,-0.0007272727272731316
n_container,Panama Canal,2750,1,0.03636363636363636,7.4603636363636365,7.459636363636363,0.9999025151101578,-0.0007272727272731316
n_container,Suez Canal,2750,1,0.03636363636363636,14.654909090909092,14.652363636363637,0.9998263070395276,-0.0025454545454550725
n_container,Taiwan Strait,2750,1,0.03636363636363636,85.8149090909091,85.8029090909091,0.9998601641588026,-0.012000000000000455
n_container,Windward Passage,2750,1,0.03636363636363636,7.4578181818181815,7.457454545454546,0.9999512409186212,-0.00036363636363567764
n_container,Yucatan Channel,2750,1,0.03636363636363636,9.229818181818182,9.228727272727273,0.999881806004255,-0.0010909090909088093
n_container,Balabac Strait,2750,0,0.0,0.9069090909090909,0.9069090909090909,1.0,0.0
n_container,Bering Strait,2750,0,0.0,0.06036363636363636,0.06036363636363636,1.0,0.0
n_container,Bosporus Strait,2750,0,0.0,8.360727272727273,8.360727272727273,1.0,0.0
n_container,Kerch Strait,2750,0,0.0,0.17745454545454545,0.17745454545454545,1.0,0.0
n_container,Lombok Strait,2750,0,0.0,0.19490909090909092,0.19490909090909092,1.0,0.0
n_container,Magellan Strait,2750,0,0.0,0.30254545454545456,0.30254545454545456,1.0,0.0
n_container,Makassar Strait,2750,0,0.0,1.9534545454545456,1.9534545454545456,1.0,0.0
n_container,Mindoro Strait,2750,0,0.0,1.6763636363636363,1.6763636363636363,1.0,0.0
n_container,Mona Passage,2750,0,0.0,3.383272727272727,3.383272727272727,1.0,0.0
n_container,Ombai Strait,2750,0,0.0,1.2956363636363637,1.2956363636363637,1.0,0.0
n_container,Sunda Strait,2750,0,0.0,3.1523636363636363,3.1523636363636363,1.0,0.0
n_container,Torres Strait,2750,0,0.0,1.4654545454545456,1.4654545454545456,1.0,0.0
n_container,Tsugaru Strait,2750,0,0.0,10.633090909090908,10.633090909090908,1.0,0.0
n_dry_bulk,Strait of Hormuz,2750,2532,92.07272727272728,14.656363636363636,11.785454545454545,0.8041185957077286,-2.870909090909091
n_dry_bulk,Malacca Strait,2750,3,0.1090909090909091,51.12472727272727,51.116727272727275,0.9998435199476504,-0.007999999999995566
n_dry_bulk,Bohai Strait,2750,2,0.07272727272727272,96.1650909090909,96.16218181818182,0.9999697489922633,-0.002909090909085421
n_dry_bulk,Kerch Strait,2750,2,0.07272727272727272,1.5087272727272727,1.5076363636363637,0.9992769342010124,-0.0010909090909090313
n_dry_bulk,Makassar Strait,2750,2,0.07272727272727272,42.474909090909094,42.47236363636364,0.9999400715716659,-0.0025454545454550725
n_dry_bulk,Sunda Strait,2750,2,0.07272727272727272,10.785454545454545,10.784727272727272,0.9999325691166554,-0.0007272727272731316
n_dry_bulk,Taiwan Strait,2750,2,0.07272727272727272,65.15963636363637,65.14472727272727,0.9997711913119666,-0.014909090909100087
n_dry_bulk,Bab el-Mandeb Strait,2750,1,0.03636363636363636,14.052727272727273,14.052,0.999948246862466,-0.0007272727272731316
n_dry_bulk,Balabac Strait,2750,1,0.03636363636363636,4.6356363636363636,4.635272727272727,0.9999215563225604,-0.0003636363636365658
n_dry_bulk,Cape of Good Hope,2750,1,0.03636363636363636,33.00181818181818,32.99709090909091,0.9998567572034599,-0.004727272727272691
n_dry_bulk,Dover Strait,2750,1,0.03636363636363636,22.580727272727273,22.58,0.999967792324911,-0.000727272727274908
n_dry_bulk,Gibraltar Strait,2750,1,0.03636363636363636,28.586181818181817,28.585818181818183,0.9999872792957819,-0.0003636363636339013
n_dry_bulk,Korea Strait,2750,1,0.03636363636363636,41.25454545454546,41.249818181818185,0.9998854120758043,-0.004727272727272691
n_dry_bulk,Lombok Strait,2750,1,0.03636363636363636,26.297090909090908,26.295636363636362,0.9999446879710164,-0.0014545454545462633
n_dry_bulk,Luzon Strait,2750,1,0.03636363636363636,32.48109090909091,32.47709090909091,0.9998768514268442,-0.003999999999997783
n_dry_bulk,Mindoro Strait,2750,1,0.03636363636363636,36.587272727272726,36.58618181818182,0.9999701833722607,-0.0010909090909052566
n_dry_bulk,Mona Passage,2750,1,0.03636363636363636,2.534181818181818,2.5334545454545454,0.9997130147797388,-0.0007272727272726875
n_dry_bulk,Ombai Strait,2750,1,0.03636363636363636,4.983272727272727,4.982909090909091,0.9999270286047871,-0.00036363636363567764
n_dry_bulk,Oresund Strait,2750,1,0.03636363636363636,6.130545454545454,6.130181818181819,0.9999406845008602,-0.00036363636363567764
n_dry_bulk,Suez Canal,2750,1,0.03636363636363636,14.053454545454546,14.052,0.9998964990814293,-0.0014545454545462633
n_dry_bulk,Torres Strait,2750,1,0.03636363636363636,4.326181818181818,4.325454545454545,0.9998318903925358,-0.0007272727272731316
n_dry_bulk,Yucatan Channel,2750,1,0.03636363636363636,7.968727272727273,7.9683636363636365,0.9999543670712786,-0.0003636363636365658
n_dry_bulk,Bering Strait,2750,0,0.0,0.13527272727272727,0.13527272727272727,1.0,0.0
n_dry_bulk,Bosporus Strait,2750,0,0.0,21.869454545454545,21.869454545454545,1.0,0.0
n_dry_bulk,Magellan Strait,2750,0,0.0,2.172727272727273,2.172727272727273,1.0,0.0
n_dry_bulk,Panama Canal,2750,0,0.0,6.544,6.544,1.0,0.0
n_dry_bulk,Tsugaru Strait,2750,0,0.0,13.398181818181818,13.398181818181818,1.0,0.0
n_dry_bulk,Windward Passage,2750,0,0.0,1.88,1.88,1.0,0.0
n_general_cargo,Strait of Hormuz,2750,1495,54.36363636363636,3.9574545454545453,3.128727272727273,0.7905908297344483,-0.8287272727272725
n_general_cargo,Korea Strait,2750,5,0.18181818181818182,56.40981818181818,56.40181818181818,0.9998581807164452,-0.008000000000002672
n_general_cargo,Bohai Strait,2750,2,0.07272727272727272,19.675272727272727,19.67381818181818,0.9999260724120723,-0.0014545454545462633
n_general_cargo,Kerch Strait,2750,2,0.07272727272727272,18.718545454545456,18.714909090909092,0.9998057347113217,-0.003636363636363882
n_general_cargo,Luzon Strait,2750,2,0.07272727272727272,4.558909090909091,4.557090909090909,0.9996011805057031,-0.001818181818181941
n_general_cargo,Balabac Strait,2750,1,0.03636363636363636,1.6018181818181818,1.6003636363636364,0.9990919409761635,-0.001454545454545375
n_general_cargo,Bosporus Strait,2750,1,0.03636363636363636,41.260363636363635,41.26,0.9999911867872314,-0.000363636363637454
n_general_cargo,Cape of Good Hope,2750,1,0.03636363636363636,2.9032727272727272,2.9025454545454545,0.999749498997996,-0.0007272727272726875
n_general_cargo,Dover Strait,2750,1,0.03636363636363636,40.73381818181818,40.73309090909091,0.9999821457265797,-0.0007272727272678026
n_general_cargo,Gibraltar Strait,2750,1,0.03636363636363636,22.550545454545453,22.55018181818182,0.9999838746089593,-0.0003636363636339013
n_general_cargo,Malacca Strait,2750,1,0.03636363636363636,14.921818181818182,14.918909090909091,0.9998050444742294,-0.00290909090909075
n_general_cargo,Mindoro Strait,2750,1,0.03636363636363636,3.0265454545454546,3.026181818181818,0.9998798510152589,-0.0003636363636365658
n_general_cargo,Ombai Strait,2750,1,0.03636363636363636,0.9483636363636364,0.9476363636363636,0.9992331288343558,-0.0007272727272727986
n_general_cargo,Oresund Strait,2750,1,0.03636363636363636,22.190545454545454,22.189818181818183,0.999967226009439,-0.0007272727272713553
n_general_cargo,Panama Canal,2750,1,0.03636363636363636,2.288727272727273,2.2883636363636364,0.9998411185255798,-0.0003636363636365658
n_general_cargo,Suez Canal,2750,1,0.03636363636363636,5.139272727272727,5.137818181818182,0.9997169744569447,-0.001454545454545375
n_general_cargo,Taiwan Strait,2750,1,0.03636363636363636,29.739272727272727,29.734909090909092,0.9998532702395364,-0.004363636363635237
n_general_cargo,Torres Strait,2750,1,0.03636363636363636,1.0385454545454544,1.038181818181818,0.9996498599439776,-0.0003636363636363438
n_general_cargo,Yucatan Channel,2750,1,0.03636363636363636,3.8861818181818184,3.885818181818182,0.9999064283709179,-0.0003636363636365658
n_general_cargo,Bab el-Mandeb Strait,2750,0,0.0,4.647636363636364,4.647636363636364,1.0,0.0
n_general_cargo,Bering Strait,2750,0,0.0,0.23781818181818182,0.23781818181818182,1.0,0.0
n_general_cargo,Lombok Strait,2750,0,0.0,1.5872727272727272,1.5872727272727272,1.0,0.0
n_general_cargo,Magellan Strait,2750,0,0.0,0.2927272727272727,0.2927272727272727,1.0,0.0
n_general_cargo,Makassar Strait,2750,0,0.0,2.2825454545454544,2.2825454545454544,1.0,0.0
n_general_cargo,Mona Passage,2750,0,0.0,1.5872727272727272,1.5872727272727272,1.0,0.0
n_general_cargo,Sunda Strait,2750,0,0.0,3.034181818181818,3.034181818181818,1.0,0.0
n_general_cargo,Tsugaru Strait,2750,0,0.0,7.665454545454545,7.665454545454545,1.0,0.0
n_general_cargo,Windward Passage,2750,0,0.0,2.613090909090909,2.613090909090909,1.0,0.0
n_roro,Strait of Hormuz,2750,675,24.545454545454547,2.172,1.8869090909090909,0.8687426753725096,-0.2850909090909093
n_roro,Bohai Strait,2750,2,0.07272727272727272,2.4392727272727273,2.437818181818182,0.9994036970781157,-0.001454545454545375
n_roro,Korea Strait,2750,1,0.03636363636363636,8.994545454545454,8.992,0.9997170002021428,-0.002545454545453296
n_roro,Luzon Strait,2750,1,0.03636363636363636,2.5210909090909093,2.52,0.9995672868887927,-0.0010909090909092534
n_roro,Magellan Strait,2750,1,0.03636363636363636,0.18436363636363637,0.184,0.9980276134122288,-0.00036363636363637153
n_roro,Malacca Strait,2750,1,0.03636363636363636,6.2672727272727276,6.266181818181818,0.9998259355961705,-0.0010909090909096975
n_roro,Mona Passage,2750,1,0.03636363636363636,0.6385454545454545,0.6381818181818182,0.9994305239179955,-0.0003636363636363438
n_roro,Oresund Strait,2750,1,0.03636363636363636,3.1476363636363636,3.146909090909091,0.9997689463955638,-0.0007272727272726875
n_roro,Taiwan Strait,2750,1,0.03636363636363636,6.342909090909091,6.341454545454545,0.999770681648799,-0.001454545454545375
n_roro,Yucatan Channel,2750,1,0.03636363636363636,0.9683636363636363,0.968,0.9996244836650394,-0.0003636363636363438
n_roro,Bab el-Mandeb Strait,2750,0,0.0,2.393818181818182,2.393818181818182,1.0,0.0
n_roro,Balabac Strait,2750,0,0.0,0.03890909090909091,0.03890909090909091,1.0,0.0
n_roro,Bering Strait,2750,0,0.0,0.008363636363636363,0.008363636363636363,1.0,0.0
n_roro,Bosporus Strait,2750,0,0.0,0.7029090909090909,0.7029090909090909,1.0,0.0
n_roro,Cape of Good Hope,2750,0,0.0,1.8789090909090909,1.8789090909090909,1.0,0.0
n_roro,Dover Strait,2750,0,0.0,11.212727272727273,11.212727272727273,1.0,0.0
n_roro,Gibraltar Strait,2750,0,0.0,5.163636363636364,5.163636363636364,1.0,0.0
n_roro,Kerch Strait,2750,0,0.0,0.20218181818181818,0.20218181818181818,1.0,0.0
n_roro,Lombok Strait,2750,0,0.0,0.2701818181818182,0.2701818181818182,1.0,0.0
n_roro,Makassar Strait,2750,0,0.0,0.13236363636363635,0.13236363636363635,1.0,0.0
n_roro,Mindoro Strait,2750,0,0.0,0.1,0.1,1.0,0.0
n_roro,Ombai Strait,2750,0,0.0,0.14036363636363636,0.14036363636363636,1.0,0.0
n_roro,Panama Canal,2750,0,0.0,2.137090909090909,2.137090909090909,1.0,0.0
n_roro,Suez Canal,2750,0,0.0,2.0312727272727273,2.0312727272727273,1.0,0.0
n_roro,Sunda Strait,2750,0,0.0,0.6694545454545454,0.6694545454545454,1.0,0.0
n_roro,Torres Strait,2750,0,0.0,0.25672727272727275,0.25672727272727275,1.0,0.0
n_roro,Tsugaru Strait,2750,0,0.0,2.013818181818182,2.013818181818182,1.0,0.0
n_roro,Windward Passage,2750,0,0.0,1.6832727272727273,1.6832727272727273,1.0,0.0
n_tanker,Strait of Hormuz,2750,2680,97.45454545454545,51.64654545454545,42.92436363636364,0.8311178077562171,-8.722181818181816
n_tanker,Malacca Strait,2750,3,0.1090909090909091,75.32181818181819,75.312,0.999869650228112,-0.009818181818189942
n_tanker,Bohai Strait,2750,2,0.07272727272727272,36.43709090909091,36.43418181818182,0.999920161274226,-0.0029090909090925265
n_tanker,Korea Strait,2750,2,0.07272727272727272,61.876363636363635,61.866181818181815,0.9998354489891866,-0.01018181818182029
n_tanker,Taiwan Strait,2750,2,0.07272727272727272,55.433454545454545,55.423272727272725,0.9998163235853635,-0.01018181818182029
n_tanker,Balabac Strait,2750,1,0.03636363636363636,3.509818181818182,3.5094545454545454,0.9998963945296311,-0.0003636363636365658
n_tanker,Bosporus Strait,2750,1,0.03636363636363636,23.268363636363638,23.268,0.999984372069763,-0.000363636363637454
n_tanker,Cape of Good Hope,2750,1,0.03636363636363636,13.29890909090909,13.296363636363637,0.999808596740676,-0.002545454545453296
n_tanker,Gibraltar Strait,2750,1,0.03636363636363636,43.11309090909091,43.11127272727273,0.9999578276161639,-0.0018181818181801646
n_tanker,Kerch Strait,2750,1,0.03636363636363636,6.74,6.7389090909090905,0.9998381440517938,-0.0010909090909096975
n_tanker,Lombok Strait,2750,1,0.03636363636363636,7.232,7.230545454545455,0.9997988736926791,-0.001454545454545375
n_tanker,Luzon Strait,2750,1,0.03636363636363636,24.395272727272726,24.39309090909091,0.9999105638946443,-0.0021818181818176186
n_tanker,Magellan Strait,2750,1,0.03636363636363636,0.9850909090909091,0.9847272727272727,0.9996308600959762,-0.0003636363636364548
n_tanker,Mindoro Strait,2750,1,0.03636363636363636,3.662181818181818,3.6618181818181816,0.9999007049945388,-0.0003636363636365658
n_tanker,Ombai Strait,2750,1,0.03636363636363636,3.6974545454545455,3.697090909090909,0.9999016522423289,-0.0003636363636365658
n_tanker,Panama Canal,2750,1,0.03636363636363636,12.482909090909091,12.48109090909091,0.9998543463062223,-0.001818181818181941
n_tanker,Suez Canal,2750,1,0.03636363636363636,17.537454545454544,17.536727272727273,0.9999585303143403,-0.0007272727272713553
n_tanker,Sunda Strait,2750,1,0.03636363636363636,11.249454545454546,11.248363636363637,0.9999030256012413,-0.0010909090909088093
n_tanker,Tsugaru Strait,2750,1,0.03636363636363636,12.226909090909091,12.226181818181818,0.9999405186771353,-0.0007272727272731316
n_tanker,Bab el-Mandeb Strait,2750,0,0.0,17.328363636363637,17.328363636363637,1.0,0.0
n_tanker,Bering Strait,2750,0,0.0,0.3312727272727273,0.3312727272727273,1.0,0.0
n_tanker,Dover Strait,2750,0,0.0,57.99090909090909,57.99090909090909,1.0,0.0
n_tanker,Makassar Strait,2750,0,0.0,5.204363636363636,5.204363636363636,1.0,0.0
n_tanker,Mona Passage,2750,0,0.0,2.4850909090909092,2.4850909090909092,1.0,0.0
n_tanker,Oresund Strait,2750,0,0.0,11.729818181818182,11.729818181818182,1.0,0.0
n_tanker,Torres Strait,2750,0,0.0,2.0294545454545454,2.0294545454545454,1.0,0.0
n_tanker,Windward Passage,2750,0,0.0,2.0727272727272728,2.0727272727272728,1.0,0.0
n_tanker,Yucatan Channel,2750,0,0.0,23.454545454545453,23.454545454545453,1.0,0.0
n_total,Strait of Hormuz,2750,2735,99.45454545454545,86.48654545454545,71.62436363636364,0.8281561398935411,-14.86218181818181
n_total,Korea Strait,2750,7,0.2545454545454546,225.0381818181818,225.00036363636363,0.9998319477098836,-0.03781818181818153
n_total,Malacca Strait,2750,7,0.2545454545454546,198.136,198.10836363636363,0.9998605182115499,-0.02763636363636124
n_total,Bohai Strait,2750,4,0.14545454545454545,176.0090909090909,175.99636363636364,0.9999276896854502,-0.012727272727261152
n_total,Kerch Strait,2750,3,0.1090909090909091,27.34690909090909,27.34109090909091,0.9997872453592894,-0.0058181818181815
n_total,Bab el-Mandeb Strait,2750,2,0.07272727272727272,51.70690909090909,51.70581818181818,0.9999789020633781,-0.001090909090912362
n_total,Bosporus Strait,2750,2,0.07272727272727272,95.46181818181819,95.46109090909091,0.9999923815328355,-0.000727272727274908
n_total,Gibraltar Strait,2750,2,0.07272727272727272,131.39745454545454,131.39236363636363,0.9999612556490647,-0.005090909090910145
n_total,Luzon Strait,2750,2,0.07272727272727272,70.80618181818181,70.79672727272727,0.9998664728811557,-0.009454545454545382
n_total,Makassar Strait,2750,2,0.07272727272727272,52.047636363636364,52.04509090909091,0.999951093753275,-0.0025454545454550725
n_total,Oresund Strait,2750,2,0.07272727272727272,49.002545454545455,49.0,0.9999480546465118,-0.0025454545454550725
n_total,Sunda Strait,2750,2,0.07272727272727272,28.89090909090909,28.88909090909091,0.9999370673379484,-0.0018181818181801646
n_total,Taiwan Strait,2750,2,0.07272727272727272,242.4901818181818,242.44727272727272,0.9998230481309084,-0.042909090909091674
n_total,Balabac Strait,2750,1,0.03636363636363636,10.693090909090909,10.690909090909091,0.9997959600081616,-0.0021818181818176186
n_total,Cape of Good Hope,2750,1,0.03636363636363636,61.42181818181818,61.41236363636364,0.9998460718725949,-0.009454545454545382
n_total,Dover Strait,2750,1,0.03636363636363636,166.8941818181818,166.89163636363637,0.999984748092967,-0.0025454545454408617
n_total,Lombok Strait,2750,1,0.03636363636363636,35.58145454545455,35.578545454545456,0.9999182413719098,-0.0029090909090925265
n_total,Magellan Strait,2750,1,0.03636363636363636,3.9374545454545453,3.9367272727272726,0.999815293683044,-0.0007272727272726875
n_total,Mindoro Strait,2750,1,0.03636363636363636,45.05236363636364,45.05054545454546,0.9999596429205612,-0.0018181818181801646
n_total,Mona Passage,2750,1,0.03636363636363636,10.628363636363636,10.627272727272727,0.9998973586971398,-0.0010909090909088093
n_total,Ombai Strait,2750,1,0.03636363636363636,11.065090909090909,11.063636363636364,0.9998685464523974,-0.001454545454544487
n_total,Panama Canal,2750,1,0.03636363636363636,30.913090909090908,30.91018181818182,0.999905894531296,-0.002909090909088974
n_total,Suez Canal,2750,1,0.03636363636363636,53.416363636363634,53.41018181818182,0.999884271077981,-0.006181818181815402
n_total,Torres Strait,2750,1,0.03636363636363636,9.116363636363637,9.115272727272727,0.9998803350618267,-0.0010909090909105856
n_total,Tsugaru Strait,2750,1,0.03636363636363636,45.93745454545454,45.936727272727275,0.9999841681970744,-0.0007272727272678026
n_total,Windward Passage,2750,1,0.03636363636363636,15.706909090909091,15.706545454545454,0.9999768486363846,-0.000363636363637454
n_total,Yucatan Channel,2750,1,0.03636363636363636,45.507636363636365,45.50545454545455,0.9999520559985936,-0.0021818181818176186
n_total,Bering Strait,2750,0,0.0,0.773090909090909,0.773090909090909,1.0,0.0
