measure,portname,n_overlap_days,n_changed_rows,pct_changed_rows,mean_july,mean_august,mean_ratio_august_over_july,mean_difference_august_minus_july
n_cargo,Kerch Strait,2750,3,0.1090909090909091,20.60690909090909,20.60218181818182,0.999770597681272,-0.004727272727272691
n_cargo,Bab el-Mandeb Strait,2750,2,0.07272727272727272,34.37854545454545,34.37745454545455,0.9999682677356915,-0.0010909090909052566
n_cargo,Gibraltar Strait,2750,2,0.07272727272727272,88.28436363636364,88.2810909090909,0.9999629297064856,-0.0032727272727299805
n_cargo,Luzon Strait,2750,2,0.07272727272727272,46.410909090909094,46.403636363636366,0.9998432970304787,-0.007272727272727764
n_cargo,Makassar Strait,2750,2,0.07272727272727272,46.843272727272726,46.84072727272727,0.9999456601898788,-0.0025454545454550725
n_cargo,Oresund Strait,2750,2,0.07272727272727272,37.27272727272727,37.27018181818182,0.9999317073170731,-0.0025454545454550725
n_cargo,Sunda Strait,2750,2,0.07272727272727272,17.641454545454547,17.640727272727272,0.9999587747866594,-0.000727272727274908
n_cargo,Taiwan Strait,2750,2,0.07272727272727272,187.05672727272727,187.024,0.9998250409209846,-0.032727272727271384
n_cargo,Balabac Strait,2750,1,0.03636363636363636,7.183272727272727,7.181454545454545,0.9997468867064898,-0.001818181818181941
n_cargo,Bosporus Strait,2750,1,0.03636363636363636,72.19345454545454,72.19309090909091,0.9999949630286302,-0.00036363636363034857
n_cargo,Cape of Good Hope,2750,1,0.03636363636363636,48.12290909090909,48.116,0.9998564282367877,-0.00690909090909031
n_cargo,Dover Strait,2750,1,0.03636363636363636,108.90327272727272,108.90072727272727,0.9999766264641851,-0.0025454545454550725
n_cargo,Lombok Strait,2750,1,0.03636363636363636,28.349454545454545,28.348,0.9999486922948654,-0.0014545454545462633
n_cargo,Magellan Strait,2750,1,0.03636363636363636,2.9523636363636365,2.952,0.9998768321221825,-0.0003636363636365658
n_cargo,Mindoro Strait,2750,1,0.03636363636363636,41.390181818181816,41.38872727272727,0.9999648577176845,-0.0014545454545427106
n_cargo,Mona Passage,2750,1,0.03636363636363636,8.143272727272727,8.142181818181818,0.9998660355452353,-0.0010909090909088093
n_cargo,Ombai Strait,2750,1,0.03636363636363636,7.367636363636364,7.366545454545455,0.9998519322836977,-0.0010909090909088093
n_cargo,Panama Canal,2750,1,0.03636363636363636,18.43018181818182,18.42909090909091,0.9999408085551369,-0.0010909090909088093
n_cargo,Suez Canal,2750,1,0.03636363636363636,35.87890909090909,35.87345454545454,0.999847973486576,-0.005454545454547599
n_cargo,Torres Strait,2750,1,0.03636363636363636,7.086909090909091,7.085818181818182,0.9998460670121606,-0.0010909090909096975
n_cargo,Windward Passage,2750,1,0.03636363636363636,13.634181818181819,13.633818181818182,0.9999733290659838,-0.000363636363637454
