date,y_true,posterior_median,lower_95,upper_95
2022-09-11,73.0,61.43124458814901,45.72386756953014,77.78772041560319
2022-09-12,69.0,61.451123174849826,46.116465174440364,77.19352139096529
2022-09-13,61.0,61.45587871785744,45.65570909664732,77.14061512779038
2022-09-14,54.0,61.57130647835936,45.99623925840269,78.00984930611203
2022-09-15,67.0,62.036899762359,45.15788558808578,77.91947274114406
2022-09-16,71.0,61.57201770604941,45.33737628305414,77.73851626090924
2022-09-17,59.0,61.33233468944785,44.86641356698694,77.2129020038123
2022-09-18,49.0,60.132853636194476,44.85794420912668,75.30034553211274
2022-09-19,44.0,59.983738456168005,43.8214930536716,75.36259687549358
2022-09-20,60.0,61.17763188403619,45.92341111832924,75.98185477868908
2022-09-21,72.0,61.797604563810665,45.46571619266184,77.59857292568216
2022-09-22,63.0,62.59590918951184,45.054395876706664,79.06063114504607
2022-09-23,66.0,63.040106044841245,46.46368957488826,78.69380103340514
2022-09-24,63.0,62.47434838056049,47.25331100851119,78.4232869845803
2022-09-25,73.0,61.50415219905012,46.416960487827104,77.1562585020166
2022-09-26,54.0,60.955819965140535,45.12098475947275,77.54277748487856
2022-09-27,58.0,60.71688922242413,44.83138677474803,77.73869417309812
2022-09-28,58.0,62.079064427676684,46.04466077801904,77.38759473970445
2022-09-29,70.0,62.26275040011708,45.89892437554368,80.26507865768592
2022-09-30,63.0,61.9987928888197,45.87817667396693,77.0784987199363
2022-10-01,65.0,61.32356650621914,44.9710299157463,78.04211720550651
2022-10-02,66.0,60.78128439786147,45.00593332645432,76.34287248417893
2022-10-03,52.0,59.69515239049387,42.982327176121935,75.63636843916521
2022-10-04,56.0,59.24480605929748,44.02134173458236,76.55121058709277
2022-10-05,65.0,60.50783274609167,43.476263447608055,76.38837562235943
2022-10-06,52.0,59.693984583458686,44.32828140067787,75.44827902046106
2022-10-07,59.0,60.66030708226739,43.82583385690058,76.11247204467202
2022-10-08,59.0,59.96901836289341,43.24216816186104,76.23241355021688
2022-10-09,57.0,58.93829735681231,43.731610324045235,75.69719208195524
2022-10-10,52.0,59.266829771542746,43.17148984897041,75.22973789601033
2022-10-11,57.0,59.41130724334229,43.47615579323861,76.69797419142199
2022-10-12,64.0,60.33636199957907,44.559172557009596,77.55805793589643
2022-10-13,68.0,60.887122021719165,45.67739907978788,76.97533493005724
2022-10-14,59.0,61.61261496667345,44.95441209860141,77.30309548489355
2022-10-15,60.0,61.25880956626125,44.539606311410466,77.15462276378832
2022-10-16,58.0,60.65722868750504,44.98106004459985,76.48804600196145
2022-10-17,63.0,60.6287203753884,44.69827527064716,75.5449294433353
2022-10-18,57.0,61.65085790572964,46.102148914615114,77.56696732286656
2022-10-19,69.0,62.10089400196449,46.529937946606076,77.58863528932335
2022-10-20,58.0,62.68713348387562,46.90913013746745,78.66159216116873
2022-10-21,59.0,62.82365141564497,46.76256748215648,78.14896348194874
2022-10-22,59.0,63.06890932290126,46.912005440003576,79.48358312414886
2022-10-23,72.0,62.96523366696714,44.77386778177417,79.35316873556629
2022-10-24,68.0,62.51485529170051,47.135000580467505,79.59356115442361
2022-10-25,62.0,62.880435504163145,47.068668061516746,78.53564273946631
2022-10-26,72.0,63.24041436061928,46.386366673541076,79.12376195303796
2022-10-27,65.0,63.081451124702575,46.62412924255937,79.75241406512328
2022-10-28,78.0,62.961710002724104,46.734968379853456,78.9992726613208
2022-10-29,61.0,61.55754911291228,45.58572478701983,77.19427790556185
2022-10-30,60.0,59.99611449727077,43.56636470094189,76.0794621675415
2022-10-31,46.0,58.57560531853541,43.32951951849839,74.36749154757281
2022-11-01,60.0,58.61799794412305,42.82233708166847,74.5833217237872
2022-11-02,61.0,58.5986828454552,42.10988867104606,74.0497280700759
2022-11-03,64.0,58.92929166054453,42.22758250663681,74.78919102844856
2022-11-04,44.0,58.79692796665812,43.223182504098396,73.35647252233166
2022-11-05,59.0,57.67258839113234,41.374976302252335,73.93366578627874
2022-11-06,51.0,56.232427475525,40.40482466682,72.80831761112702
2022-11-07,55.0,56.44294939929107,39.99162518096605,72.64765315408621
2022-11-08,67.0,56.427827783395145,39.87026899930838,72.11457492110989
2022-11-09,47.0,56.21643005578788,40.50707382882927,72.19614247651171
2022-11-10,57.0,56.59320624126768,41.375545453457654,72.7307122306552
2022-11-11,74.0,56.581527696403654,39.97378643603019,72.90959561685186
2022-11-12,46.0,56.131946446164555,39.714481768047534,72.35765493316433
2022-11-13,57.0,54.220320828006734,39.24049607076768,70.09072037952843
2022-11-14,44.0,54.59349831481528,38.09133224527865,69.74908768340035
2022-11-15,50.0,54.4448571602032,38.10708023153505,69.72303521835845
2022-11-16,51.0,54.81525860746396,38.905822472238256,70.90498483647835
2022-11-17,67.0,55.2281293564357,39.664823831898445,70.95752295061
2022-11-18,52.0,55.70083599005554,39.46700921844653,71.28226832243698
2022-11-19,54.0,54.8681364555092,38.33341244252936,70.29914306612302
2022-11-20,61.0,53.74963012858624,37.76675255014915,70.26773466172085
2022-11-21,44.0,53.625601429021145,36.82208704392692,69.38357966574445
2022-11-22,53.0,53.63061384964503,37.269254638072,69.41993186279852
2022-11-23,50.0,54.46473061529937,37.3032786263465,69.74331560677852
2022-11-24,52.0,54.75471722829002,39.771182764835324,71.02426401332153
2022-11-25,64.0,55.10648231541963,38.772734554460484,71.08246075291876
2022-11-26,45.0,54.24438353540664,38.523743939021735,70.34459620316773
2022-11-27,55.0,54.12953527400781,37.979761346965475,70.44203556473903
2022-11-28,57.0,54.18085167530389,38.09161773957606,69.59927987513535
2022-11-29,55.0,54.82826819717381,38.43396700806153,71.23081423908751
2022-11-30,58.0,55.43766897679867,38.97140957913623,71.80485782450044
2022-12-01,63.0,55.801044456532225,39.563645232411986,72.27482878201633
2022-12-02,59.0,55.61638438386662,39.79651677836304,72.19241868817967
2022-12-03,61.0,54.932752769311506,38.93725384281901,71.30651965277417
2022-12-04,48.0,53.78140836629878,37.74731995745746,69.82656065667868
2022-12-05,50.0,53.41531604719603,37.63397709571393,70.54887650937384
