model,target,train_start,train_end,post_start,post_end,n_post_days,validation_mase_mean,validation_rmse_mean,validation_mase_median,posterior_observation_sd_median,posterior_level_innovation_sd_median,prior_sensitivity_median_shortfall_min,prior_sensitivity_median_shortfall_max,prior_sensitivity_lower_endpoint_min,prior_sensitivity_upper_endpoint_max,pre_period_ppc_pointwise_95_coverage,pre_period_ppc_bayesian_p_sd,posterior_median_shortfall,posterior_mean_shortfall,lower_95,upper_95,posterior_probability_shortfall_positive,n_posterior_draws
bsts_local_level_weekly,hormuz_tanker_transits,2022-01-01,2026-02-27,2026-02-28,2026-07-07,130,0.8367360540848711,13.797099660180837,0.8056073523232249,11.08879190729074,2.8402171172507,6457.588751798718,6751.8902178474955,878.6157110003311,13836.188699773837,0.9710335747202107,0.6906666666666667,6437.92460347528,6489.100861011271,1754.634705878801,11709.630187115146,1.0,1500
