model,horizon_days,form,scope,held_out_unit,threshold,requested_episodes_per_year,achieved_episodes_per_year,attainable,n_calibration_units,n_candidate_thresholds,rate_curve_monotone,monotonicity_violations,max_upward_rate_step,literal_tie_rule_threshold,literal_tie_rule_rate,literal_tie_rule_exceedance_share,literal_tie_rule_degenerate,held_out_episodes,held_out_censored_episodes,held_out_exposure_years,held_out_episodes_per_year
global_ridge,1,raw_level,end_to_end_loco,lombok_strait,8.035648336979072,2.0,1.9938733681896532,True,26,36486,False,1028,0.03352762988801228,-73.95762948832716,0.5274339286423714,0.9999714750263856,True,0,0,3.912388774811773,0.0
global_ridge,1,raw_level,end_to_end_loco,luzon_strait,7.50726062264868,2.0,1.9970863747183782,True,26,36486,False,1018,0.03352762988801228,-73.6474355667754,0.5274339286423714,0.9999714750263856,True,23,0,3.912388774811773,5.878761371588523
global_ridge,1,raw_level,end_to_end_loco,magellan_strait,8.108462446205227,2.0,1.9938733681896532,True,26,36486,False,1020,0.03352762988801228,-73.77349112634286,0.5274339286423714,0.9999714750263856,True,0,0,3.912388774811773,0.0
global_ridge,1,raw_level,end_to_end_loco,makassar_strait,8.047225851543871,2.0,1.9938733681896532,True,26,36486,False,1011,0.03352762988801228,-73.91957729239394,0.5274339286423714,0.9999714750263856,True,0,0,3.912388774811773,0.0
global_ridge,1,raw_level,end_to_end_loco,malacca_strait,7.228780307434192,2.0,1.9970863747183785,True,26,36486,False,1016,0.03352762988801228,-73.56828889315756,0.5274339286423714,0.9999714750263856,True,30,2,3.912388774811773,7.667949615115465
global_ridge,1,raw_level,end_to_end_loco,mindoro_strait,8.0458291793733,2.0,1.9938733681896532,True,26,36486,False,1016,0.03352762988801228,-73.73312722060297,0.5274339286423714,0.9999714750263856,True,0,0,3.912388774811773,0.0
global_ridge,1,raw_level,end_to_end_loco,mona_passage,8.112763245125436,2.0,1.9938733681896532,True,26,36486,False,1015,0.03352762988801228,-73.83011861363869,0.5274339286423714,0.9999714750263856,True,0,0,3.912388774811773,0.0
global_ridge,1,raw_level,end_to_end_loco,ombai_strait,8.021552007021043,2.0,1.9938733681896532,True,26,36486,False,1021,0.03352762988801228,-73.85733468657867,0.5274339286423714,0.9999714750263856,True,0,0,3.912388774811773,0.0
global_ridge,1,raw_level,end_to_end_loco,oresund_strait,8.065790298739287,2.0,1.9938733681896532,True,26,36486,False,1015,0.03352762988801228,-73.86922704085114,0.5274339286423714,0.9999714750263856,True,0,0,3.912388774811773,0.0
global_ridge,1,raw_level,end_to_end_loco,panama_canal,8.05446686223626,2.0,1.9938733681896532,True,26,36486,False,1026,0.03352762988801228,-73.84872086375901,0.5250418419573033,0.9999716005907077,True,0,0,3.488021902806297,0.0
global_ridge,1,raw_level,end_to_end_loco,suez_canal,8.039296964677824,2.0,1.9938733681896532,True,26,36486,False,1023,0.03352762988801228,-73.74354617201021,0.5208372502052124,0.9999717641743845,True,0,0,2.9295003422313486,0.0
global_ridge,1,raw_level,end_to_end_loco,sunda_strait,8.06071662779242,2.0,1.9938733681896532,True,26,36486,False,1007,0.03352762988801228,-73.69252730189163,0.5274339286423714,0.9999714750263856,True,0,0,3.912388774811773,0.0
global_ridge,1,raw_level,end_to_end_loco,taiwan_strait,6.925118942094265,2.0,1.990554009302194,True,26,36486,False,1011,0.03352762988801228,-74.0874007019559,0.5274339286423714,1.0,True,38,1,3.912388774811773,9.712736179146257
global_ridge,1,raw_level,end_to_end_loco,torres_strait,8.038166859041539,2.0,1.9938733681896532,True,26,36486,False,1021,0.03352762988801228,-73.97886516393042,0.5274339286423714,0.9999714750263856,True,0,0,3.912388774811773,0.0
global_ridge,1,raw_level,end_to_end_loco,tsugaru_strait,7.707757405171577,2.0,1.997086374718378,True,26,36486,False,1022,0.03352762988801228,-74.07644233171797,0.5274339286423714,0.9999714750263856,True,17,0,3.912388774811773,4.34517144856543
global_ridge,1,raw_level,end_to_end_loco,windward_passage,8.052833278496603,2.0,1.9938733681896532,True,26,36486,False,1025,0.03352762988801228,-73.8627787074557,0.5274339286423714,0.9999714750263856,True,0,0,3.912388774811773,0.0
global_ridge,1,raw_level,end_to_end_loco,yucatan_channel,7.996412132821867,2.0,1.9938733681896534,True,26,36486,False,1013,0.03352762988801228,-73.93131649012199,0.5274339286423714,0.9999714750263856,True,4,0,3.912388774811773,1.0223932820153954
global_ridge,1,raw_level,operational,,7.91706510591402,2.0,1.9957590421096951,True,27,36486,False,1060,0.03228586581808646,-73.81238950035141,0.5268325476188649,0.9999725922271556,True,,,,
global_ridge,1,raw_level,threshold_loco,bab_el_mandeb_strait,8.093361439941521,2.0,1.9938733681896532,True,26,36486,False,1027,0.03352762988801228,-73.81238950035141,0.5340516267484099,0.9999717585924482,True,0,0,2.948665297741273,0.0
global_ridge,1,raw_level,threshold_loco,balabac_strait,8.093361439941521,2.0,1.9938733681896532,True,26,36486,False,1026,0.03352762988801228,-73.81238950035141,0.5274339286423713,0.9999714750263856,True,0,0,3.912388774811773,0.0
global_ridge,1,raw_level,threshold_loco,bering_strait,8.093361439941521,2.0,1.9938733681896532,True,26,36486,False,1046,0.03352762988801228,-73.81238950035141,0.5274339286423713,0.9999716537218664,True,0,0,3.912388774811773,0.0
global_ridge,1,raw_level,threshold_loco,bohai_strait,7.271616800727003,2.0,1.9970863747183782,True,26,36486,False,1012,0.03352762988801228,-73.81238950035141,0.5274339286423713,0.9999714750263856,True,27,0,3.912388774811773,6.9011546536039186
global_ridge,1,raw_level,threshold_loco,bosporus_strait,7.864644234285468,2.0,1.9938733681896532,True,26,36486,False,1014,0.03352762988801228,-73.81238950035141,0.5274339286423713,0.9999714750263856,True,11,0,3.912388774811773,2.811581525542337
global_ridge,1,raw_level,threshold_loco,cape_of_good_hope,8.093361439941521,2.0,1.9938733681896532,True,26,36486,False,1013,0.03352762988801228,-73.81238950035141,0.5274339286423713,0.9999714750263856,True,0,0,3.912388774811773,0.0
global_ridge,1,raw_level,threshold_loco,dover_strait,7.630603466594977,2.0,1.9970863747183782,True,26,36486,False,1022,0.03352762988801228,-73.81238950035141,0.5274339286423713,0.9999714750263856,True,17,1,3.912388774811773,4.34517144856543
global_ridge,1,raw_level,threshold_loco,gibraltar_strait,7.880593443688165,2.0,1.9938733681896532,True,26,36486,False,1024,0.03352762988801228,-73.81238950035141,0.5274339286423713,0.9999714750263856,True,10,0,3.912388774811773,2.5559832050384883
global_ridge,1,raw_level,threshold_loco,kerch_strait,7.933227309250757,2.0,1.9956330408569736,True,26,36486,False,1048,0.013129043853343347,-73.81238950035141,0.5135677080238864,0.999972273823717,True,2,0,1.1471594798083504,1.743436754176611
global_ridge,1,raw_level,threshold_loco,korea_strait,7.127477556495052,2.0,1.9905540093021943,True,26,36486,False,1014,0.03352762988801228,-73.81238950035141,0.5274339286423714,0.9999714750263856,True,35,2,3.912388774811773,8.94594121763471
global_ridge,1,raw_level,threshold_loco,lombok_strait,8.093361439941521,2.0,1.9938733681896532,True,26,36486,False,1023,0.03352762988801228,-73.81238950035141,0.5274339286423714,0.9999714750263856,True,0,0,3.912388774811773,0.0
global_ridge,1,raw_level,threshold_loco,luzon_strait,7.5180342356360725,2.0,1.997086374718378,True,26,36486,False,1009,0.03352762988801228,-73.81238950035141,0.5274339286423714,0.9999714750263856,True,23,0,3.912388774811773,5.878761371588523
global_ridge,1,raw_level,threshold_loco,magellan_strait,8.093361439941521,2.0,1.9938733681896532,True,26,36486,False,1021,0.03352762988801228,-73.81238950035141,0.5274339286423714,0.9999714750263856,True,0,0,3.912388774811773,0.0
global_ridge,1,raw_level,threshold_loco,makassar_strait,8.093361439941521,2.0,1.9938733681896532,True,26,36486,False,1023,0.03352762988801228,-73.81238950035141,0.5274339286423714,0.9999714750263856,True,0,0,3.912388774811773,0.0
global_ridge,1,raw_level,threshold_loco,malacca_strait,7.221771928568408,2.0,1.9970863747183782,True,26,36486,False,1022,0.03352762988801228,-73.81238950035141,0.5274339286423714,0.9999714750263856,True,30,2,3.912388774811773,7.667949615115465
global_ridge,1,raw_level,threshold_loco,mindoro_strait,8.093361439941521,2.0,1.9938733681896532,True,26,36486,False,1020,0.03352762988801228,-73.81238950035141,0.5274339286423714,0.9999714750263856,True,0,0,3.912388774811773,0.0
global_ridge,1,raw_level,threshold_loco,mona_passage,8.093361439941521,2.0,1.9938733681896532,True,26,36486,False,1015,0.03352762988801228,-73.81238950035141,0.5274339286423714,0.9999714750263856,True,0,0,3.912388774811773,0.0
global_ridge,1,raw_level,threshold_loco,ombai_strait,8.093361439941521,2.0,1.9938733681896532,True,26,36486,False,1021,0.03352762988801228,-73.81238950035141,0.5274339286423714,0.9999714750263856,True,0,0,3.912388774811773,0.0
global_ridge,1,raw_level,threshold_loco,oresund_strait,8.093361439941521,2.0,1.9938733681896532,True,26,36486,False,1020,0.03352762988801228,-73.81238950035141,0.5274339286423714,0.9999714750263856,True,0,0,3.912388774811773,0.0
global_ridge,1,raw_level,threshold_loco,panama_canal,8.093361439941521,2.0,1.9938733681896532,True,26,36486,False,1023,0.03352762988801228,-73.81238950035141,0.5250418419573033,0.9999716005907077,True,0,0,3.488021902806297,0.0
global_ridge,1,raw_level,threshold_loco,suez_canal,8.093361439941521,2.0,1.9938733681896532,True,26,36486,False,1028,0.03352762988801228,-73.81238950035141,0.5208372502052124,0.9999717641743845,True,0,0,2.9295003422313486,0.0
global_ridge,1,raw_level,threshold_loco,sunda_strait,8.093361439941521,2.0,1.9938733681896532,True,26,36486,False,1016,0.03352762988801228,-73.81238950035141,0.5274339286423714,0.9999714750263856,True,0,0,3.912388774811773,0.0
global_ridge,1,raw_level,threshold_loco,taiwan_strait,6.980143164584586,2.0,1.990554009302194,True,26,36486,False,1008,0.03352762988801228,-73.81238950035141,0.5274339286423714,1.0,True,39,1,3.912388774811773,9.968334499650105
global_ridge,1,raw_level,threshold_loco,torres_strait,8.093361439941521,2.0,1.9938733681896532,True,26,36486,False,1018,0.03352762988801228,-73.81238950035141,0.5274339286423714,0.9999714750263856,True,0,0,3.912388774811773,0.0
global_ridge,1,raw_level,threshold_loco,tsugaru_strait,7.654969745397381,2.0,1.997086374718378,True,26,36486,False,1011,0.03352762988801228,-73.81238950035141,0.5274339286423714,0.9999714750263856,True,17,0,3.912388774811773,4.34517144856543
global_ridge,1,raw_level,threshold_loco,windward_passage,8.093361439941521,2.0,1.9938733681896532,True,26,36486,False,1022,0.03352762988801228,-73.81238950035141,0.5274339286423714,0.9999714750263856,True,0,0,3.912388774811773,0.0
global_ridge,1,raw_level,threshold_loco,yucatan_channel,7.990577089127239,2.0,1.9938733681896534,True,26,36486,False,1014,0.03352762988801228,-73.81238950035141,0.5274339286423714,0.9999714750263856,True,4,0,3.912388774811773,1.0223932820153954
global_ridge,1,scale_invariant,end_to_end_loco,bab_el_mandeb_strait,1.503857551824324,2.0,1.9810984281663075,True,26,36486,False,1027,0.03352762988801228,-7.11696838852157,0.5340516267484099,0.9999717585924482,True,1,0,2.948665297741273,0.33913649025069637
global_ridge,1,scale_invariant,end_to_end_loco,balabac_strait,1.4730135611044322,2.0,1.990739037363822,True,26,36486,False,1019,0.03352762988801228,-7.118991842018614,0.5274339286423713,0.9999714750263856,True,15,0,3.912388774811773,3.8339748075577327
global_ridge,1,scale_invariant,end_to_end_loco,bering_strait,1.4970879837284072,2.0,1.9953381826723295,True,26,36486,False,1043,0.03352762988801228,-7.12581932385528,0.5274339286423713,0.9999716537218664,True,3,0,3.912388774811773,0.7667949615115465
global_ridge,1,scale_invariant,end_to_end_loco,bohai_strait,1.4972436406918967,2.0,1.9907390373638216,True,26,36486,False,1009,0.03352762988801228,-7.101469746370022,0.5274339286423713,0.9999714750263856,True,11,0,3.912388774811773,2.811581525542337
global_ridge,1,scale_invariant,end_to_end_loco,bosporus_strait,1.4918268274792408,2.0,1.990739037363822,True,26,36486,False,1026,0.03352762988801228,-7.115714151109689,0.5274339286423713,0.9999714750263856,True,14,0,3.912388774811773,3.5783764870538834
global_ridge,1,scale_invariant,end_to_end_loco,cape_of_good_hope,1.4944558763956515,2.0,1.9993736986560515,True,26,36486,False,1019,0.03352762988801228,-7.134992110551407,0.5274339286423713,0.9999714750263856,True,10,0,3.912388774811773,2.5559832050384883
global_ridge,1,scale_invariant,end_to_end_loco,dover_strait,1.5091444979174242,2.0,1.999373698656051,True,26,36486,False,1014,0.03352762988801228,-7.104680632081077,0.5274339286423713,0.9999714750263856,True,2,0,3.912388774811773,0.5111966410076977
global_ridge,1,scale_invariant,end_to_end_loco,gibraltar_strait,1.5101699557238781,2.0,1.999373698656051,True,26,36486,False,1026,0.03352762988801228,-7.113058325519984,0.5274339286423713,0.9999714750263856,True,2,0,3.912388774811773,0.5111966410076977
global_ridge,1,scale_invariant,end_to_end_loco,kerch_strait,1.489748421491337,2.0,1.9970978553396503,True,26,36486,False,1053,0.013129043853343347,-7.123029116540942,0.5135677080238864,0.999972273823717,True,3,0,1.1471594798083504,2.6151551312649164
global_ridge,1,scale_invariant,end_to_end_loco,korea_strait,1.4947355933902982,2.0,1.990739037363822,True,26,36486,False,1018,0.03352762988801228,-7.19122048316363,0.5274339286423714,0.9999714750263856,True,10,0,3.912388774811773,2.5559832050384883
global_ridge,1,scale_invariant,end_to_end_loco,lombok_strait,1.5010009491386824,2.0,1.9941421393297958,True,26,36486,False,1027,0.03352762988801228,-7.126248240381488,0.5274339286423714,0.9999714750263856,True,2,0,3.912388774811773,0.5111966410076977
global_ridge,1,scale_invariant,end_to_end_loco,luzon_strait,1.4814191253825821,2.0,1.990739037363822,True,26,36486,False,1017,0.03352762988801228,-7.096359249848279,0.5274339286423714,0.9999714750263856,True,15,0,3.912388774811773,3.8339748075577327
global_ridge,1,scale_invariant,end_to_end_loco,magellan_strait,1.5048979103071463,2.0,1.9953381826723298,True,26,36486,False,1019,0.03352762988801228,-7.108505437006693,0.5274339286423714,0.9999714750263856,True,0,0,3.912388774811773,0.0
global_ridge,1,scale_invariant,end_to_end_loco,makassar_strait,1.4737559251076966,2.0,1.990739037363822,True,26,36486,False,1010,0.03352762988801228,-7.122581689733667,0.5274339286423714,0.9999714750263856,True,12,1,3.912388774811773,3.067179846046186
global_ridge,1,scale_invariant,end_to_end_loco,malacca_strait,1.5078644774424212,2.0,1.975676773402803,True,26,36486,False,1015,0.03352762988801228,-7.088733006991343,0.5274339286423714,0.9999714750263856,True,2,0,3.912388774811773,0.5111966410076977
global_ridge,1,scale_invariant,end_to_end_loco,mindoro_strait,1.4827233149843697,2.0,1.990739037363822,True,26,36486,False,1015,0.03352762988801228,-7.1046161396584155,0.5274339286423714,0.9999714750263856,True,14,0,3.912388774811773,3.5783764870538834
global_ridge,1,scale_invariant,end_to_end_loco,mona_passage,1.4960476690326512,2.0,1.999373698656051,True,26,36486,False,1014,0.03352762988801228,-7.113961825137181,0.5274339286423714,0.9999714750263856,True,4,0,3.912388774811773,1.0223932820153954
global_ridge,1,scale_invariant,end_to_end_loco,ombai_strait,1.4829300107354102,2.0,1.990739037363822,True,26,36486,False,1021,0.03352762988801228,-7.1165842522382174,0.5274339286423714,0.9999714750263856,True,13,0,3.912388774811773,3.3227781665500347
global_ridge,1,scale_invariant,end_to_end_loco,oresund_strait,1.488201178250873,2.0,1.990739037363822,True,26,36486,False,1015,0.03352762988801228,-7.117730149818962,0.5274339286423714,0.9999714750263856,True,11,0,3.912388774811773,2.811581525542337
global_ridge,1,scale_invariant,end_to_end_loco,panama_canal,1.5011875098942977,2.0,1.9905540093021938,True,26,36486,False,1025,0.03352762988801228,-7.115754260253128,0.5250418419573033,0.9999716005907077,True,4,0,3.488021902806297,1.1467817896389325
global_ridge,1,scale_invariant,end_to_end_loco,suez_canal,1.5095810337070763,2.0,1.9960753594374718,True,26,36486,False,1023,0.03352762988801228,-7.10562006629379,0.5208372502052124,0.9999717641743845,True,1,0,2.9295003422313486,0.3413551401869159
global_ridge,1,scale_invariant,end_to_end_loco,sunda_strait,1.4939439201080924,2.0,1.999373698656051,True,26,36486,False,1007,0.03352762988801228,-7.100704101086087,0.5274339286423714,0.9999714750263856,True,5,0,3.912388774811773,1.2779916025192442
global_ridge,1,scale_invariant,end_to_end_loco,taiwan_strait,1.4792067200158003,2.0,1.990739037363822,True,26,36486,False,1009,0.03352762988801228,-7.138752452444153,0.5274339286423714,1.0,True,18,0,3.912388774811773,4.600769769069279
global_ridge,1,scale_invariant,end_to_end_loco,torres_strait,1.5006305973165726,2.0,1.9953381826723298,True,26,36486,False,1020,0.03352762988801228,-7.12829442137658,0.5274339286423714,0.9999714750263856,True,4,0,3.912388774811773,1.0223932820153954
global_ridge,1,scale_invariant,end_to_end_loco,tsugaru_strait,1.4682853301744492,2.0,1.991935080706356,True,26,36486,False,1021,0.03352762988801228,-7.137696549663523,0.5274339286423714,0.9999714750263856,True,22,1,3.912388774811773,5.623163051084674
global_ridge,1,scale_invariant,end_to_end_loco,windward_passage,1.5087982011351762,2.0,1.994142139329796,True,26,36486,False,1024,0.03352762988801228,-7.117108815349069,0.5274339286423714,0.9999714750263856,True,0,0,3.912388774811773,0.0
global_ridge,1,scale_invariant,end_to_end_loco,yucatan_channel,1.4934417322153304,2.0,1.9993736986560515,True,26,36486,False,1012,0.03352762988801228,-7.123712829789558,0.5274339286423714,0.9999714750263856,True,9,0,3.912388774811773,2.3003848845346395
global_ridge,1,scale_invariant,operational,,1.494110917098456,2.0,1.9915890521697879,True,27,36486,False,1059,0.03228586581808646,-7.112253521839184,0.5268325476188649,0.9999725922271556,True,,,,
global_ridge,1,scale_invariant,threshold_loco,bab_el_mandeb_strait,1.5068524303172433,2.0,1.9822944715088413,True,26,36486,False,1026,0.03352762988801228,-7.112253521839184,0.5340516267484099,0.9999717585924482,True,1,0,2.948665297741273,0.33913649025069637
global_ridge,1,scale_invariant,threshold_loco,balabac_strait,1.482245353497422,2.0,1.990739037363822,True,26,36486,False,1025,0.03352762988801228,-7.112253521839184,0.5274339286423713,0.9999714750263856,True,15,0,3.912388774811773,3.8339748075577327
global_ridge,1,scale_invariant,threshold_loco,bering_strait,1.5044090650344177,2.0,1.999373698656051,True,26,36486,False,1045,0.03352762988801228,-7.112253521839184,0.5274339286423713,0.9999716537218664,True,3,0,3.912388774811773,0.7667949615115465
global_ridge,1,scale_invariant,threshold_loco,bohai_strait,1.4932412864066413,2.0,1.9895429940212876,True,26,36486,False,1011,0.03352762988801228,-7.112253521839184,0.5274339286423713,0.9999714750263856,True,11,0,3.912388774811773,2.811581525542337
global_ridge,1,scale_invariant,threshold_loco,bosporus_strait,1.492153576723446,2.0,1.990739037363822,True,26,36486,False,1013,0.03352762988801228,-7.112253521839184,0.5274339286423713,0.9999714750263856,True,13,0,3.912388774811773,3.3227781665500347
global_ridge,1,scale_invariant,threshold_loco,cape_of_good_hope,1.4935440747991158,2.0,1.999373698656051,True,26,36486,False,1012,0.03352762988801228,-7.112253521839184,0.5274339286423713,0.9999714750263856,True,9,0,3.912388774811773,2.3003848845346395
global_ridge,1,scale_invariant,threshold_loco,dover_strait,1.5068524303172433,2.0,1.975676773402803,True,26,36486,False,1022,0.03352762988801228,-7.112253521839184,0.5274339286423713,0.9999714750263856,True,2,0,3.912388774811773,0.5111966410076977
global_ridge,1,scale_invariant,threshold_loco,gibraltar_strait,1.5068524303172433,2.0,1.975676773402803,True,26,36486,False,1023,0.03352762988801228,-7.112253521839184,0.5274339286423713,0.9999714750263856,True,2,0,3.912388774811773,0.5111966410076977
global_ridge,1,scale_invariant,threshold_loco,kerch_strait,1.4932412864066413,2.0,1.9970978553396501,True,26,36486,False,1047,0.013129043853343347,-7.112253521839184,0.5135677080238864,0.999972273823717,True,3,0,1.1471594798083504,2.6151551312649164
global_ridge,1,scale_invariant,threshold_loco,korea_strait,1.4932412864066413,2.0,1.999373698656051,True,26,36486,False,1013,0.03352762988801228,-7.112253521839184,0.5274339286423714,0.9999714750263856,True,10,0,3.912388774811773,2.5559832050384883
global_ridge,1,scale_invariant,threshold_loco,lombok_strait,1.5068524303172433,2.0,1.975676773402803,True,26,36486,False,1022,0.03352762988801228,-7.112253521839184,0.5274339286423714,0.9999714750263856,True,2,0,3.912388774811773,0.5111966410076977
global_ridge,1,scale_invariant,threshold_loco,luzon_strait,1.482245353497422,2.0,1.9907390373638216,True,26,36486,False,1008,0.03352762988801228,-7.112253521839184,0.5274339286423714,0.9999714750263856,True,15,0,3.912388774811773,3.8339748075577327
global_ridge,1,scale_invariant,threshold_loco,magellan_strait,1.5068524303172433,2.0,1.9953381826723298,True,26,36486,False,1020,0.03352762988801228,-7.112253521839184,0.5274339286423714,0.9999714750263856,True,0,0,3.912388774811773,0.0
global_ridge,1,scale_invariant,threshold_loco,makassar_strait,1.492153576723446,2.0,1.990739037363822,True,26,36486,False,1022,0.03352762988801228,-7.112253521839184,0.5274339286423714,0.9999714750263856,True,13,1,3.912388774811773,3.3227781665500347
global_ridge,1,scale_invariant,threshold_loco,malacca_strait,1.5068524303172433,2.0,1.975676773402803,True,26,36486,False,1021,0.03352762988801228,-7.112253521839184,0.5274339286423714,0.9999714750263856,True,2,0,3.912388774811773,0.5111966410076977
global_ridge,1,scale_invariant,threshold_loco,mindoro_strait,1.4837869972257196,2.0,1.9907390373638216,True,26,36486,False,1019,0.03352762988801228,-7.112253521839184,0.5274339286423714,0.9999714750263856,True,14,0,3.912388774811773,3.5783764870538834
global_ridge,1,scale_invariant,threshold_loco,mona_passage,1.5031408846941448,2.0,1.999373698656051,True,26,36486,False,1014,0.03352762988801228,-7.112253521839184,0.5274339286423714,0.9999714750263856,True,4,0,3.912388774811773,1.0223932820153954
global_ridge,1,scale_invariant,threshold_loco,ombai_strait,1.492153576723446,2.0,1.990739037363822,True,26,36486,False,1020,0.03352762988801228,-7.112253521839184,0.5274339286423714,0.9999714750263856,True,13,0,3.912388774811773,3.3227781665500347
global_ridge,1,scale_invariant,threshold_loco,oresund_strait,1.4932412864066413,2.0,1.989542994021288,True,26,36486,False,1019,0.03352762988801228,-7.112253521839184,0.5274339286423714,0.9999714750263856,True,11,0,3.912388774811773,2.811581525542337
global_ridge,1,scale_invariant,threshold_loco,panama_canal,1.5031408846941448,2.0,1.9945895252859152,True,26,36486,False,1022,0.03352762988801228,-7.112253521839184,0.5250418419573033,0.9999716005907077,True,4,0,3.488021902806297,1.1467817896389325
global_ridge,1,scale_invariant,threshold_loco,suez_canal,1.5068524303172433,2.0,1.982209138818987,True,26,36486,False,1027,0.03352762988801228,-7.112253521839184,0.5208372502052124,0.9999717641743845,True,1,0,2.9295003422313486,0.3413551401869159
global_ridge,1,scale_invariant,threshold_loco,sunda_strait,1.4990940031737767,2.0,1.999373698656051,True,26,36486,False,1015,0.03352762988801228,-7.112253521839184,0.5274339286423714,0.9999714750263856,True,5,0,3.912388774811773,1.2779916025192442
global_ridge,1,scale_invariant,threshold_loco,taiwan_strait,1.4809117742904676,2.0,1.990739037363822,True,26,36486,False,1007,0.03352762988801228,-7.112253521839184,0.5274339286423714,1.0,True,16,0,3.912388774811773,4.0895731280615815
global_ridge,1,scale_invariant,threshold_loco,torres_strait,1.5031408846941448,2.0,1.999373698656051,True,26,36486,False,1017,0.03352762988801228,-7.112253521839184,0.5274339286423714,0.9999714750263856,True,4,0,3.912388774811773,1.0223932820153954
global_ridge,1,scale_invariant,threshold_loco,tsugaru_strait,1.4731499407054855,2.0,1.9919350807063556,True,26,36486,False,1010,0.03352762988801228,-7.112253521839184,0.5274339286423714,0.9999714750263856,True,22,1,3.912388774811773,5.623163051084674
global_ridge,1,scale_invariant,threshold_loco,windward_passage,1.5068524303172433,2.0,1.9953381826723298,True,26,36486,False,1021,0.03352762988801228,-7.112253521839184,0.5274339286423714,0.9999714750263856,True,0,0,3.912388774811773,0.0
global_ridge,1,scale_invariant,threshold_loco,yucatan_channel,1.4935440747991158,2.0,1.9993736986560515,True,26,36486,False,1013,0.03352762988801228,-7.112253521839184,0.5274339286423714,0.9999714750263856,True,9,0,3.912388774811773,2.3003848845346395
global_ridge,7,raw_level,end_to_end_loco,bab_el_mandeb_strait,8.134315768660983,2.0,1.9938733681896532,True,26,36489,False,1061,0.03352762988801228,-72.30435890584701,0.5340516267484099,0.9999717609849769,True,1,0,2.948665297741273,0.33913649025069637
global_ridge,7,raw_level,end_to_end_loco,balabac_strait,8.177643626537304,2.0,1.997086374718378,True,26,36489,False,1056,0.03352762988801228,-72.38320389936837,0.5274339286423713,0.999971477467199,True,0,0,3.912388774811773,0.0
global_ridge,7,raw_level,end_to_end_loco,bering_strait,8.186360879610625,2.0,1.997086374718378,True,26,36489,False,1066,0.03352762988801228,-72.4713585462157,0.5274339286423713,0.9999716537218664,True,0,0,3.912388774811773,0.0
global_ridge,7,raw_level,end_to_end_loco,bohai_strait,7.446423699413149,2.0,1.9970863747183782,True,26,36489,False,1040,0.03352762988801228,-72.32945295031914,0.5274339286423713,0.999971477467199,True,28,0,3.912388774811773,7.156752974107767
