model,target,unit,counterfactual_scenario,counterfactual_sum,observed_sum,dark_rate,false_positive_rate,implied_true_total,true_reduction,reduction_attributable_to_observability
ar_lag1_7,hormuz_tanker_transits,transits,conformal_0.80_upper,9068.167352282268,529.0,0.7,0.05,1675.1666666666663,0.815269546580979,0.1263945207603827
ar_lag1_7,hormuz_tanker_transits,transits,conformal_0.80_upper,9068.167352282268,529.0,0.7,0.1,1586.9999999999998,0.8249922020240854,0.11667186531727636
ar_lag1_7,hormuz_tanker_transits,transits,conformal_0.80_upper,9068.167352282268,529.0,0.7,0.2,1410.6666666666665,0.8444375129102981,0.09722655443106365
ar_lag1_7,hormuz_tanker_transits,transits,conformal_0.80_upper,9068.167352282268,529.0,0.9,0.0,5290.000000000001,0.41664067341361766,0.5250233939277441
ar_lag1_7,hormuz_tanker_transits,transits,conformal_0.80_upper,9068.167352282268,529.0,0.9,0.05,5025.500000000001,0.44580863974293683,0.49585542759842494
ar_lag1_7,hormuz_tanker_transits,transits,conformal_0.80_upper,9068.167352282268,529.0,0.9,0.1,4761.000000000001,0.4749766060722559,0.4666874612691059
ar_lag1_7,hormuz_tanker_transits,transits,conformal_0.80_upper,9068.167352282268,529.0,0.9,0.2,4232.000000000002,0.5333125387308941,0.40835152861046764
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.0,0.0,27499733.0,0.9136601794613481,0.0
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.0,0.05,26124746.349999998,0.9179771704882808,-0.004316991026932615
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.0,0.1,24749759.7,0.9222941615152134,-0.00863398205386523
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.0,0.2,21999786.400000002,0.9309281435690786,-0.01726796410773046
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.05,0.0,28947087.368421055,0.9091159783803665,0.004544201080981636
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.05,0.05,27499733.0,0.9136601794613481,0.0
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.05,0.1,26052378.63157895,0.9182043805423299,-0.004544201080981747
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.05,0.2,23157669.894736845,0.9272927827042932,-0.013632603242945018
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.1,0.0,30555258.888888888,0.9040668660681647,0.009593313393183478
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.1,0.05,29027495.94444444,0.9088635227647565,0.0047966566965916835
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.1,0.1,27499733.0,0.9136601794613481,0.0
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.1,0.2,24444207.111111112,0.9232534928545317,-0.009593313393183589
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.2,0.0,34374666.25,0.8920752243266853,0.021584955134662853
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.2,0.05,32655932.937499996,0.897471463110351,0.016188716350997168
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.2,0.1,30937199.624999996,0.9028677018940168,0.010792477567331371
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.2,0.2,27499733.0,0.9136601794613481,0.0
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.3,0.0,39285332.85714286,0.8766573992304975,0.037002780230850685
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.3,0.05,37321066.21428572,0.8828245292689726,0.030835650192375552
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.3,0.1,35356799.571428575,0.8889916593074477,0.02466852015390042
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.3,0.2,31428266.28571429,0.9013259193843979,0.012334260076950265
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.4,0.0,45832888.333333336,0.856100299102247,0.05755988035910109
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.4,0.05,43541243.916666664,0.8632952841471346,0.05036489531421351
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.4,0.1,41249599.5,0.8704902691920223,0.04316991026932582
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.4,0.2,36666310.66666667,0.8848802392817976,0.028779940179550545
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.5,0.0,54999466.0,0.8273203589226964,0.08633982053865175
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.5,0.05,52249492.699999996,0.8359543409765616,0.07770583848478652
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.5,0.1,49499519.4,0.8445883230304267,0.0690718564309214
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.5,0.2,43999572.800000004,0.8618562871381571,0.05180389232319105
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.7,0.0,91665776.66666666,0.7122005982044941,0.20145958125685404
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.7,0.05,87082487.83333331,0.7265905682942694,0.18706961116707876
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.7,0.1,82499198.99999999,0.7409805383840447,0.1726796410773035
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.7,0.2,73332621.33333333,0.7697604785635952,0.14389970089775295
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.9,0.0,274997330.00000006,0.13660179461348188,0.7770583848478663
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.9,0.05,261247463.50000003,0.1797717048828078,0.7338884745785403
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.9,0.1,247497597.00000006,0.22294161515213362,0.6907185643092145
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,point_estimate,318505792.90571004,27499733.0,0.9,0.2,219997864.00000006,0.3092814356907855,0.6043787437705627
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.0,0.0,27499733.0,0.9053232397312616,0.0
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.0,0.05,26124746.349999998,0.9100570777446986,-0.004733838013436964
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.0,0.1,24749759.7,0.9147909157581354,-0.009467676026873817
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.0,0.2,21999786.400000002,0.9242585917850092,-0.018935352053747634
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.05,0.0,28947087.368421055,0.9003402523486964,0.004982987382565196
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.05,0.05,27499733.0,0.9053232397312616,0.0
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.05,0.1,26052378.63157895,0.9103062271138268,-0.004982987382565196
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.05,0.2,23157669.894736845,0.9202722018789571,-0.014948962147695477
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.1,0.0,30555258.888888888,0.8948035997014018,0.010519640029859834
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.1,0.05,29027495.94444444,0.9000634197163317,0.005259820014929861
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.1,0.1,27499733.0,0.9053232397312616,0.0
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.1,0.2,24444207.111111112,0.9158428797611214,-0.010519640029859834
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.2,0.0,34374666.25,0.881654049664077,0.023669190067184598
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.2,0.05,32655932.937499996,0.8875713471808732,0.01775189255038845
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.2,0.1,30937199.624999996,0.8934886446976693,0.011834595033592299
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.2,0.2,27499733.0,0.9053232397312616,0.0
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.3,0.0,39285332.85714286,0.8647474853303737,0.0405757544008879
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.3,0.05,37321066.21428572,0.871510111063855,0.0338131286674066
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.3,0.1,35356799.571428575,0.8782727367973363,0.027050502933925302
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.3,0.2,31428266.28571429,0.891797988264299,0.013525251466962596
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.4,0.0,45832888.333333336,0.8422053995521027,0.06311784017915889
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.4,0.05,43541243.916666664,0.8500951295744976,0.05522811015676399
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.4,0.1,41249599.5,0.8579848595968924,0.047338380134369196
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.4,0.2,36666310.66666667,0.8737643196416821,0.0315589200895795
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.5,0.0,54999466.0,0.8106464794625232,0.09467676026873839
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.5,0.05,52249492.699999996,0.8201141554893971,0.08520908424186446
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.5,0.1,49499519.4,0.8295818315162709,0.07574140821499076
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.5,0.2,43999572.800000004,0.8485171835700186,0.05680605616124301
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.7,0.0,91665776.66666666,0.6844107991042054,0.22091244062705617
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.7,0.05,87082487.83333331,0.7001902591489952,0.20513298058226637
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.7,0.1,82499198.99999999,0.7159697191937848,0.18935352053747678
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.7,0.2,73332621.33333333,0.7475286392833643,0.15779460044789728
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.9,0.0,274997330.00000006,0.053232397312615976,0.8520908424186456
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.9,0.05,261247463.50000003,0.10057077744698528,0.8047524622842763
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.9,0.1,247497597.00000006,0.14790915758135437,0.7574140821499072
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_lower,290459167.8247383,27499733.0,0.9,0.2,219997864.00000006,0.24258591785009276,0.6627373218811689
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.0,0.0,27499733.0,0.9202940417393332,0.0
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.0,0.05,26124746.349999998,0.9242793396523665,-0.00398529791303337
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.0,0.1,24749759.7,0.9282646375653998,-0.007970595826066629
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.0,0.2,21999786.400000002,0.9362352333914665,-0.01594119165213337
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.05,0.0,28947087.368421055,0.9160989913045612,0.004195050434771974
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.05,0.05,27499733.0,0.9202940417393332,0.0
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.05,0.1,26052378.63157895,0.9244890921741051,-0.004195050434771974
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.05,0.2,23157669.894736845,0.932879193043649,-0.012585151304315811
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.1,0.0,30555258.888888888,0.9114378241548146,0.0088562175845186
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.1,0.05,29027495.94444444,0.9158659329470739,0.0044281087922593
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.1,0.1,27499733.0,0.9202940417393332,0.0
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.1,0.2,24444207.111111112,0.9291502593238516,-0.008856217584518489
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.2,0.0,34374666.25,0.9003675521741664,0.01992648956516674
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.2,0.05,32655932.937499996,0.9053491745654582,0.014944867173874998
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.2,0.1,30937199.624999996,0.9103307969567498,0.00996324478258337
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.2,0.2,27499733.0,0.9202940417393332,0.0
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.3,0.0,39285332.85714286,0.8861343453419045,0.03415969639742866
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.3,0.05,37321066.21428572,0.8918276280748092,0.02846641366452396
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.3,0.1,35356799.571428575,0.897520910807714,0.022773130931619145
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.3,0.2,31428266.28571429,0.9089074762735235,0.011386565465809628
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.4,0.0,45832888.333333336,0.8671567362322219,0.053137305507111265
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.4,0.05,43541243.916666664,0.8737988994206108,0.046495142318722316
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.4,0.1,41249599.5,0.8804410626089997,0.03985297913033348
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.4,0.2,36666310.66666667,0.8937253889857775,0.026568652753555688
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.5,0.0,54999466.0,0.8405880834786663,0.07970595826066684
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.5,0.05,52249492.699999996,0.8485586793047329,0.07173536243460021
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.5,0.1,49499519.4,0.8565292751307997,0.06376476660853347
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.5,0.2,43999572.800000004,0.872470466782933,0.047823574956400106
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.7,0.0,91665776.66666666,0.7343134724644438,0.18598056927488937
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.7,0.05,87082487.83333331,0.7475977988412217,0.17269624289811147
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.7,0.1,82499198.99999999,0.7608821252179995,0.15941191652133369
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.7,0.2,73332621.33333333,0.787450777971555,0.1328432637677781
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.9,0.0,274997330.00000006,0.20294041739333124,0.7173536243460019
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.9,0.05,261247463.50000003,0.24279339652366472,0.6775006452156684
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.9,0.1,247497597.00000006,0.2826463756539981,0.6376476660853351
ar_lag1_7,hormuz_tanker_capacity,deadweight_tonnes,bootstrap_block_upper,345014771.7949276,27499733.0,0.9,0.2,219997864.00000006,0.3623523339146649,0.5579417078246682
