model,horizon_days,form,unit,episodes,censored_episodes,episode_days,eligible_days,exposure_years,episodes_per_year,mean_episode_days
global_ridge,30,raw_level,makassar_strait,0,0,0,1429,3.912388774811773,0.0,0.0
global_ridge,30,raw_level,malacca_strait,19,1,368,1429,3.912388774811773,4.856368089573128,19.36842105263158
global_ridge,30,raw_level,mindoro_strait,0,0,0,1429,3.912388774811773,0.0,0.0
global_ridge,30,raw_level,mona_passage,0,0,0,1429,3.912388774811773,0.0,0.0
global_ridge,30,raw_level,ombai_strait,0,0,0,1429,3.912388774811773,0.0,0.0
global_ridge,30,raw_level,oresund_strait,0,0,0,1429,3.912388774811773,0.0,0.0
global_ridge,30,raw_level,panama_canal,0,0,0,1274,3.488021902806297,0.0,0.0
global_ridge,30,raw_level,suez_canal,0,0,0,1070,2.9295003422313486,0.0,0.0
global_ridge,30,raw_level,sunda_strait,0,0,0,1429,3.912388774811773,0.0,0.0
global_ridge,30,raw_level,taiwan_strait,34,1,770,1429,3.912388774811773,8.69034289713086,22.647058823529413
global_ridge,30,raw_level,torres_strait,0,0,0,1429,3.912388774811773,0.0,0.0
global_ridge,30,raw_level,tsugaru_strait,19,1,159,1429,3.912388774811773,4.856368089573128,8.368421052631579
global_ridge,30,raw_level,windward_passage,0,0,0,1429,3.912388774811773,0.0,0.0
global_ridge,30,raw_level,yucatan_channel,7,0,43,1429,3.912388774811773,1.7891882435269417,6.142857142857143
global_ridge,30,scale_invariant,bab_el_mandeb_strait,1,0,2,1077,2.948665297741273,0.33913649025069637,2.0
global_ridge,30,scale_invariant,balabac_strait,14,0,81,1429,3.912388774811773,3.5783764870538834,5.785714285714286
global_ridge,30,scale_invariant,bering_strait,2,1,34,1429,3.912388774811773,0.5111966410076977,17.0
global_ridge,30,scale_invariant,bohai_strait,11,0,38,1429,3.912388774811773,2.811581525542337,3.4545454545454546
global_ridge,30,scale_invariant,bosporus_strait,13,0,74,1429,3.912388774811773,3.3227781665500347,5.6923076923076925
global_ridge,30,scale_invariant,cape_of_good_hope,10,0,54,1429,3.912388774811773,2.5559832050384883,5.4
global_ridge,30,scale_invariant,dover_strait,2,0,16,1429,3.912388774811773,0.5111966410076977,8.0
global_ridge,30,scale_invariant,gibraltar_strait,3,0,6,1429,3.912388774811773,0.7667949615115465,2.0
global_ridge,30,scale_invariant,kerch_strait,3,0,42,419,1.1471594798083504,2.6151551312649164,14.0
global_ridge,30,scale_invariant,korea_strait,13,0,87,1429,3.912388774811773,3.3227781665500347,6.6923076923076925
global_ridge,30,scale_invariant,lombok_strait,2,0,8,1429,3.912388774811773,0.5111966410076977,4.0
global_ridge,30,scale_invariant,luzon_strait,15,0,70,1429,3.912388774811773,3.8339748075577327,4.666666666666667
global_ridge,30,scale_invariant,magellan_strait,0,0,0,1429,3.912388774811773,0.0,0.0
global_ridge,30,scale_invariant,makassar_strait,14,1,107,1429,3.912388774811773,3.5783764870538834,7.642857142857143
global_ridge,30,scale_invariant,malacca_strait,4,0,26,1429,3.912388774811773,1.0223932820153954,6.5
global_ridge,30,scale_invariant,mindoro_strait,12,0,175,1429,3.912388774811773,3.067179846046186,14.583333333333334
global_ridge,30,scale_invariant,mona_passage,4,0,9,1429,3.912388774811773,1.0223932820153954,2.25
global_ridge,30,scale_invariant,ombai_strait,10,0,42,1429,3.912388774811773,2.5559832050384883,4.2
global_ridge,30,scale_invariant,oresund_strait,11,0,55,1429,3.912388774811773,2.811581525542337,5.0
global_ridge,30,scale_invariant,panama_canal,4,0,12,1274,3.488021902806297,1.1467817896389325,3.0
global_ridge,30,scale_invariant,suez_canal,0,0,0,1070,2.9295003422313486,0.0,0.0
global_ridge,30,scale_invariant,sunda_strait,4,0,37,1429,3.912388774811773,1.0223932820153954,9.25
global_ridge,30,scale_invariant,taiwan_strait,18,0,89,1429,3.912388774811773,4.600769769069279,4.944444444444445
global_ridge,30,scale_invariant,torres_strait,3,0,6,1429,3.912388774811773,0.7667949615115465,2.0
global_ridge,30,scale_invariant,tsugaru_strait,18,1,187,1429,3.912388774811773,4.600769769069279,10.38888888888889
global_ridge,30,scale_invariant,windward_passage,3,0,19,1429,3.912388774811773,0.7667949615115465,6.333333333333333
global_ridge,30,scale_invariant,yucatan_channel,9,0,47,1429,3.912388774811773,2.3003848845346395,5.222222222222222
seasonal_naive,1,raw_level,bab_el_mandeb_strait,1,0,2,1077,2.948665297741273,0.33913649025069637,2.0
seasonal_naive,1,raw_level,balabac_strait,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,1,raw_level,bering_strait,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,1,raw_level,bohai_strait,24,0,105,1429,3.912388774811773,6.134359692092372,4.375
seasonal_naive,1,raw_level,bosporus_strait,4,0,10,1429,3.912388774811773,1.0223932820153954,2.5
seasonal_naive,1,raw_level,cape_of_good_hope,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,1,raw_level,dover_strait,19,0,134,1429,3.912388774811773,4.856368089573128,7.052631578947368
seasonal_naive,1,raw_level,gibraltar_strait,17,1,64,1429,3.912388774811773,4.34517144856543,3.764705882352941
seasonal_naive,1,raw_level,kerch_strait,0,0,0,419,1.1471594798083504,0.0,0.0
seasonal_naive,1,raw_level,korea_strait,35,1,242,1429,3.912388774811773,8.94594121763471,6.914285714285715
seasonal_naive,1,raw_level,lombok_strait,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,1,raw_level,luzon_strait,18,0,50,1429,3.912388774811773,4.600769769069279,2.7777777777777777
seasonal_naive,1,raw_level,magellan_strait,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,1,raw_level,makassar_strait,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,1,raw_level,malacca_strait,26,1,147,1429,3.912388774811773,6.645556333100069,5.653846153846154
seasonal_naive,1,raw_level,mindoro_strait,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,1,raw_level,mona_passage,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,1,raw_level,ombai_strait,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,1,raw_level,oresund_strait,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,1,raw_level,panama_canal,0,0,0,1274,3.488021902806297,0.0,0.0
seasonal_naive,1,raw_level,suez_canal,0,0,0,1070,2.9295003422313486,0.0,0.0
seasonal_naive,1,raw_level,sunda_strait,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,1,raw_level,taiwan_strait,38,0,247,1429,3.912388774811773,9.712736179146257,6.5
seasonal_naive,1,raw_level,torres_strait,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,1,raw_level,tsugaru_strait,2,0,4,1429,3.912388774811773,0.5111966410076977,2.0
seasonal_naive,1,raw_level,windward_passage,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,1,raw_level,yucatan_channel,1,0,2,1429,3.912388774811773,0.25559832050384884,2.0
seasonal_naive,1,scale_invariant,bab_el_mandeb_strait,7,0,21,1077,2.948665297741273,2.3739554317548746,3.0
seasonal_naive,1,scale_invariant,balabac_strait,9,0,39,1429,3.912388774811773,2.3003848845346395,4.333333333333333
seasonal_naive,1,scale_invariant,bering_strait,4,0,25,1429,3.912388774811773,1.0223932820153954,6.25
seasonal_naive,1,scale_invariant,bohai_strait,9,0,24,1429,3.912388774811773,2.3003848845346395,2.6666666666666665
seasonal_naive,1,scale_invariant,bosporus_strait,11,0,37,1429,3.912388774811773,2.811581525542337,3.3636363636363638
seasonal_naive,1,scale_invariant,cape_of_good_hope,8,0,16,1429,3.912388774811773,2.0447865640307907,2.0
seasonal_naive,1,scale_invariant,dover_strait,7,0,42,1429,3.912388774811773,1.7891882435269417,6.0
seasonal_naive,1,scale_invariant,gibraltar_strait,6,1,20,1429,3.912388774811773,1.533589923023093,3.3333333333333335
seasonal_naive,1,scale_invariant,kerch_strait,2,0,12,419,1.1471594798083504,1.743436754176611,6.0
seasonal_naive,1,scale_invariant,korea_strait,8,0,21,1429,3.912388774811773,2.0447865640307907,2.625
seasonal_naive,1,scale_invariant,lombok_strait,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,1,scale_invariant,luzon_strait,16,0,45,1429,3.912388774811773,4.0895731280615815,2.8125
seasonal_naive,1,scale_invariant,magellan_strait,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,1,scale_invariant,makassar_strait,15,0,75,1429,3.912388774811773,3.8339748075577327,5.0
seasonal_naive,1,scale_invariant,malacca_strait,4,0,9,1429,3.912388774811773,1.0223932820153954,2.25
seasonal_naive,1,scale_invariant,mindoro_strait,15,1,54,1429,3.912388774811773,3.8339748075577327,3.6
seasonal_naive,1,scale_invariant,mona_passage,4,0,19,1429,3.912388774811773,1.0223932820153954,4.75
seasonal_naive,1,scale_invariant,ombai_strait,6,0,33,1429,3.912388774811773,1.533589923023093,5.5
seasonal_naive,1,scale_invariant,oresund_strait,10,0,20,1429,3.912388774811773,2.5559832050384883,2.0
seasonal_naive,1,scale_invariant,panama_canal,4,0,10,1274,3.488021902806297,1.1467817896389325,2.5
seasonal_naive,1,scale_invariant,suez_canal,2,0,7,1070,2.9295003422313486,0.6827102803738317,3.5
seasonal_naive,1,scale_invariant,sunda_strait,6,0,12,1429,3.912388774811773,1.533589923023093,2.0
seasonal_naive,1,scale_invariant,taiwan_strait,9,0,30,1429,3.912388774811773,2.3003848845346395,3.3333333333333335
seasonal_naive,1,scale_invariant,torres_strait,2,0,4,1429,3.912388774811773,0.5111966410076977,2.0
seasonal_naive,1,scale_invariant,tsugaru_strait,10,0,30,1429,3.912388774811773,2.5559832050384883,3.0
seasonal_naive,1,scale_invariant,windward_passage,2,0,4,1429,3.912388774811773,0.5111966410076977,2.0
seasonal_naive,1,scale_invariant,yucatan_channel,6,0,18,1429,3.912388774811773,1.533589923023093,3.0
seasonal_naive,7,raw_level,bab_el_mandeb_strait,1,0,2,1077,2.948665297741273,0.33913649025069637,2.0
seasonal_naive,7,raw_level,balabac_strait,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,7,raw_level,bering_strait,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,7,raw_level,bohai_strait,24,0,105,1429,3.912388774811773,6.134359692092372,4.375
seasonal_naive,7,raw_level,bosporus_strait,4,0,10,1429,3.912388774811773,1.0223932820153954,2.5
seasonal_naive,7,raw_level,cape_of_good_hope,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,7,raw_level,dover_strait,19,0,134,1429,3.912388774811773,4.856368089573128,7.052631578947368
seasonal_naive,7,raw_level,gibraltar_strait,17,1,64,1429,3.912388774811773,4.34517144856543,3.764705882352941
seasonal_naive,7,raw_level,kerch_strait,0,0,0,419,1.1471594798083504,0.0,0.0
seasonal_naive,7,raw_level,korea_strait,35,1,242,1429,3.912388774811773,8.94594121763471,6.914285714285715
seasonal_naive,7,raw_level,lombok_strait,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,7,raw_level,luzon_strait,18,0,50,1429,3.912388774811773,4.600769769069279,2.7777777777777777
seasonal_naive,7,raw_level,magellan_strait,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,7,raw_level,makassar_strait,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,7,raw_level,malacca_strait,26,1,147,1429,3.912388774811773,6.645556333100069,5.653846153846154
seasonal_naive,7,raw_level,mindoro_strait,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,7,raw_level,mona_passage,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,7,raw_level,ombai_strait,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,7,raw_level,oresund_strait,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,7,raw_level,panama_canal,0,0,0,1274,3.488021902806297,0.0,0.0
seasonal_naive,7,raw_level,suez_canal,0,0,0,1070,2.9295003422313486,0.0,0.0
seasonal_naive,7,raw_level,sunda_strait,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,7,raw_level,taiwan_strait,38,0,247,1429,3.912388774811773,9.712736179146257,6.5
seasonal_naive,7,raw_level,torres_strait,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,7,raw_level,tsugaru_strait,2,0,4,1429,3.912388774811773,0.5111966410076977,2.0
seasonal_naive,7,raw_level,windward_passage,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,7,raw_level,yucatan_channel,1,0,2,1429,3.912388774811773,0.25559832050384884,2.0
seasonal_naive,7,scale_invariant,bab_el_mandeb_strait,7,0,21,1077,2.948665297741273,2.3739554317548746,3.0
seasonal_naive,7,scale_invariant,balabac_strait,9,0,39,1429,3.912388774811773,2.3003848845346395,4.333333333333333
seasonal_naive,7,scale_invariant,bering_strait,4,0,25,1429,3.912388774811773,1.0223932820153954,6.25
seasonal_naive,7,scale_invariant,bohai_strait,9,0,24,1429,3.912388774811773,2.3003848845346395,2.6666666666666665
seasonal_naive,7,scale_invariant,bosporus_strait,11,0,37,1429,3.912388774811773,2.811581525542337,3.3636363636363638
seasonal_naive,7,scale_invariant,cape_of_good_hope,8,0,16,1429,3.912388774811773,2.0447865640307907,2.0
seasonal_naive,7,scale_invariant,dover_strait,7,0,42,1429,3.912388774811773,1.7891882435269417,6.0
seasonal_naive,7,scale_invariant,gibraltar_strait,7,1,22,1429,3.912388774811773,1.7891882435269417,3.142857142857143
seasonal_naive,7,scale_invariant,kerch_strait,2,0,12,419,1.1471594798083504,1.743436754176611,6.0
seasonal_naive,7,scale_invariant,korea_strait,8,0,21,1429,3.912388774811773,2.0447865640307907,2.625
seasonal_naive,7,scale_invariant,lombok_strait,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,7,scale_invariant,luzon_strait,16,0,45,1429,3.912388774811773,4.0895731280615815,2.8125
seasonal_naive,7,scale_invariant,magellan_strait,0,0,0,1429,3.912388774811773,0.0,0.0
seasonal_naive,7,scale_invariant,makassar_strait,15,0,75,1429,3.912388774811773,3.8339748075577327,5.0
seasonal_naive,7,scale_invariant,malacca_strait,4,0,9,1429,3.912388774811773,1.0223932820153954,2.25
seasonal_naive,7,scale_invariant,mindoro_strait,15,1,54,1429,3.912388774811773,3.8339748075577327,3.6
seasonal_naive,7,scale_invariant,mona_passage,4,0,19,1429,3.912388774811773,1.0223932820153954,4.75
seasonal_naive,7,scale_invariant,ombai_strait,6,0,33,1429,3.912388774811773,1.533589923023093,5.5
seasonal_naive,7,scale_invariant,oresund_strait,10,0,20,1429,3.912388774811773,2.5559832050384883,2.0
seasonal_naive,7,scale_invariant,panama_canal,4,0,10,1274,3.488021902806297,1.1467817896389325,2.5
seasonal_naive,7,scale_invariant,suez_canal,2,0,7,1070,2.9295003422313486,0.6827102803738317,3.5
seasonal_naive,7,scale_invariant,sunda_strait,6,0,12,1429,3.912388774811773,1.533589923023093,2.0
seasonal_naive,7,scale_invariant,taiwan_strait,9,0,30,1429,3.912388774811773,2.3003848845346395,3.3333333333333335
seasonal_naive,7,scale_invariant,torres_strait,2,0,4,1429,3.912388774811773,0.5111966410076977,2.0
