date,fold,step,y_true,y_pred,sigma,lower,upper,model
2024-05-01,fold_17,7,3014141.0,2899485.3185001495,638278.8483133425,1648481.7637122937,4150488.8732880047,ar_lag1_7
2024-05-02,fold_17,8,1647080.0,2935107.8549129865,542980.9808652413,1870884.6881268811,3999331.0216990914,ar_lag1_7
2024-05-03,fold_17,9,2644486.0,2982026.2233715146,750015.2533312833,1512023.3389865141,4452029.107756514,ar_lag1_7
2024-05-04,fold_17,10,3363388.0,2948941.8153629676,617661.2758855583,1738347.9599822147,4159535.6707437197,ar_lag1_7
2024-05-05,fold_17,11,4118037.0,2881184.5442328257,897725.7154356224,1121674.4739835523,4640694.614482098,ar_lag1_7
2024-05-06,fold_17,12,3349321.0,2817976.775920772,661243.3418443123,1521963.6408890125,4113989.910952531,ar_lag1_7
2024-05-07,fold_17,13,3459178.0,2815584.698515465,654844.4227765072,1532113.21439659,4099056.182634339,ar_lag1_7
2024-05-08,fold_17,14,1279838.0,2871107.8908561193,649120.9417610627,1598854.2233937143,4143361.5583185237,ar_lag1_7
2024-05-09,fold_17,15,2960929.0,2941618.118072518,727931.6034787159,1514898.3920457433,4368337.8440992925,ar_lag1_7
2024-05-10,fold_17,16,3834260.0,2978081.484336911,611748.7970216259,1779075.87458882,4177087.094085001,ar_lag1_7
2024-05-11,fold_17,17,3110870.0,2949812.164638225,485379.1670835293,1998486.478308458,3901137.850967991,ar_lag1_7
2024-05-12,fold_17,18,1681753.0,2879390.30141728,482050.06871584145,1934589.5279891724,3824191.074845387,ar_lag1_7
2024-05-13,fold_17,19,5360275.0,2819135.5962864435,661234.3471154439,1523140.0905993166,4115131.1019735695,ar_lag1_7
2024-05-14,fold_17,20,2779790.0,2814926.4040540317,730006.980799078,1384139.0132250157,4245713.794883046,ar_lag1_7
2024-05-15,fold_17,21,2336359.0,2869650.3224472012,694814.5567157428,1507838.8153501824,4231461.829544219,ar_lag1_7
2024-05-16,fold_17,22,2019082.0,2942058.5782060446,619213.6351075941,1728422.154659033,4155695.0017530555,ar_lag1_7
2024-05-17,fold_17,23,2617575.0,2977843.790502346,711415.5768846028,1583494.8817677386,4372192.699236953,ar_lag1_7
2024-05-18,fold_17,24,2339019.0,2949873.873614478,349356.86021202465,2265147.0098469155,3634600.7373820404,ar_lag1_7
2024-05-19,fold_17,25,3296621.0,2879291.3289560927,863728.579534259,1186414.4206510049,4572168.23726118,ar_lag1_7
2024-05-20,fold_17,26,2880732.0,2819203.4162802044,630084.3805004903,1584260.7232780117,4054146.1092823967,ar_lag1_7
2024-05-21,fold_17,27,3500004.0,2814887.1126944623,709188.4009962146,1424903.3884883316,4204870.836900592,ar_lag1_7
2024-05-22,fold_17,28,2751426.0,2869575.81768335,534261.9813758829,1822441.5758776101,3916710.059489089,ar_lag1_7
2024-05-23,fold_17,29,3247726.0,2942086.7883772836,771045.9182513958,1430864.5581779329,4453309.018576633,ar_lag1_7
2024-05-24,fold_17,30,3529554.0,2977829.357936167,412130.7867665325,2170067.8589536063,3785590.856918727,ar_lag1_7
2024-05-25,fold_18,1,2834301.0,2885351.601538782,734718.2608081698,1445330.2715708625,4325372.931506701,ar_lag1_7
2024-05-26,fold_18,2,1738206.0,2914001.95697977,498945.5911996935,1936086.5679833258,3891917.345976214,ar_lag1_7
2024-05-27,fold_18,3,4068847.0,2832627.238706815,515452.3268807505,1822359.2422731766,3842895.2351404526,ar_lag1_7
2024-05-28,fold_18,4,3395085.0,2850810.280091498,890970.8091610696,1104539.5828592917,4597080.9773237035,ar_lag1_7
2024-05-29,fold_18,5,2592058.0,2855260.183950065,794348.5137003926,1298365.7059243736,4412154.661975755,ar_lag1_7
