project_id,terminal_name,terminal_lat,terminal_lon,destination_project_id,destination_terminal_name,destination_terminal_lat,destination_terminal_lon,route_engine,route_engine_version,route_units,route_restrictions,modeled_route_nm,modeled_terminal_to_terminal_nm,great_circle_nm,route_to_geodesic_ratio,origin_snap_nm,destination_snap_nm,route_passages,route_status,distance_accepted,distance_accepted_expanded,route_error
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000130314,Samcheok LNG Terminal,37.1683,129.3502,searoute,1.6.0,naut,"[""northwest""]",9610.083885749465,9655.474509364612,6112.759203999896,1.5795607494315387,3.790493978977456,41.60012963617073,"[""panama""]",accepted_expanded_endpoint_snap,False,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000130321,Map Ta Phut LNG Terminal 1,12.651686,101.159533,searoute,1.6.0,naut,"[""northwest""]",12193.334233857406,12204.227469980226,8110.637797725778,1.5047185898749282,3.790493978977456,7.102742143842542,"[""panama""]",accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000130426,Zeebrugge LNG Terminal,51.353,3.22241,searoute,1.6.0,naut,"[""northwest""]",4941.5312127996585,4956.3714706128785,4249.840557463373,1.1662488047719175,3.790493978977456,11.049763834242558,[],accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000130427,Dahej LNG Terminal,21.6746,72.536,searoute,1.6.0,naut,"[""northwest""]",9748.11074691586,9770.149194690657,7597.231244064652,1.286014454584833,3.790493978977456,18.247953795819747,"[""suez"",""gibraltar"",""babalmandab""]",accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000130446,Dunkirk LNG Terminal,51.03361,2.19653,searoute,1.6.0,naut,"[""northwest""]",4887.140613106258,4896.330530873712,4222.42403257374,1.1596018052903128,3.790493978977456,5.399423788476259,[],accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000130456,Montoir LNG Terminal,47.30296,-2.14278,searoute,1.6.0,naut,"[""northwest""]",4777.244464857913,4782.432709817313,4152.917562668756,1.1515838293558653,3.790493978977456,1.397750980421332,[],accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000130458,Wilhelmshaven FSRU,53.6416299,8.1113678,searoute,1.6.0,naut,"[""northwest""]",5142.2185015789055,5155.617883806935,4351.10262841252,1.1848991678892986,3.790493978977456,9.60888824905183,[],accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000130460,Brunsbüttel FSRU,53.887255,9.171014,searoute,1.6.0,naut,"[""northwest""]",5152.2510477835895,5158.12718315894,4377.6519563223765,1.1782862673012118,3.790493978977456,2.0856413963726963,[],accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000130462,Revithoussa LNG Terminal,37.96,23.4023,searoute,1.6.0,naut,"[""northwest""]",6141.398337079368,6145.6756438604425,5401.02057703571,1.1378730290328627,3.790493978977456,0.4868128020970409,"[""gibraltar""]",accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000130467,Futtsu LNG Terminal,35.3451724,139.8213313,searoute,1.6.0,naut,"[""northwest""]",9309.806575528082,9320.129846942651,5865.437978306574,1.5889912878481225,3.790493978977456,6.532777435592581,"[""panama""]",accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000130474,Toscana FSRU,43.644444,9.988889,searoute,1.6.0,naut,"[""northwest""]",5599.44030867483,5605.94258761792,4707.264754199271,1.1909129569601866,3.790493978977456,2.711784964113018,"[""gibraltar""]",accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000130481,Himeji Joint LNG Terminal,34.816667,134.683333,searoute,1.6.0,naut,"[""northwest""]",9623.642321177727,9631.88336714653,6059.8340249649145,1.589463230752809,3.790493978977456,4.4505519898275105,"[""panama""]",accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000130488,Klaipeda FSRU,55.66451,21.13762,searoute,1.6.0,naut,"[""northwest""]",5541.010760760394,5548.910106935646,4672.259670076538,1.1876287917971706,3.790493978977456,4.108852196273891,[],accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000130492,Gate LNG Terminal,51.971111,4.068889,searoute,1.6.0,naut,"[""northwest""]",4983.158173175902,4987.940924131242,4263.071951919393,1.1700344212781788,3.790493978977456,0.992256976362545,[],accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000130498,Świnoujście Polskie LNG Terminal,53.909167,14.294722,searoute,1.6.0,naut,"[""northwest""]",5353.338578304898,5358.832110609315,4534.421733469455,1.1818115794247204,3.790493978977456,1.703038325439718,[],accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000130500,Sines LNG Terminal,37.9419,-8.8435,searoute,1.6.0,naut,"[""northwest""]",4553.257713059392,4560.814312803341,4087.754377947956,1.1157261153966056,3.790493978977456,3.7661057649715177,[],accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000130503,Negishi LNG Terminal,35.40423,139.6285,searoute,1.6.0,naut,"[""northwest""]",9319.073756496808,9326.479944998226,5869.492028507765,1.5889756557637493,3.790493978977456,3.6156945224408528,"[""panama""]",accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000130526,Cartagena LNG Terminal (Spain),37.57457,-0.9595,searoute,1.6.0,naut,"[""northwest""]",4954.41943167485,4965.2315076554205,4439.035644864902,1.1185383278909293,3.790493978977456,7.021582001592477,"[""gibraltar""]",accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000130532,Huelva LNG Terminal,37.17355,-6.911,searoute,1.6.0,naut,"[""northwest""]",4662.596263124567,4672.38935590831,4190.365283550041,1.1150315162858315,3.790493978977456,6.002598804765706,[],accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000130557,South Hook LNG Terminal,51.7152,-5.07627,searoute,1.6.0,naut,"[""northwest""]",4683.259801728382,4689.533676595412,3953.5515131093634,1.1861572211834461,3.790493978977456,2.483380888052329,[],accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000130560,Quintero LNG Terminal,-32.783333,-71.533333,searoute,1.6.0,naut,"[""northwest""]",4167.260753414823,4197.9355654765195,3970.209511641465,1.0573586993752635,3.790493978977456,26.884318082718615,"[""panama""]",accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000130566,Andrés LNG Terminal,18.406993,-69.628234,searoute,1.6.0,naut,"[""northwest""]",1644.7510359901503,1661.8784162057605,1469.5056383308897,1.1309098603346455,3.790493978977456,13.336886236632658,[],accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000130575,Costa Norte LNG Terminal,9.3389775,-79.90797,searoute,1.6.0,naut,"[""northwest""]",1484.504662460233,1496.1606324644924,1453.105350868619,1.0296298417524485,3.790493978977456,7.865476025281794,"[""panama""]",accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000130591,Aqaba Jordan FSRU,29.3752527,34.9635687,searoute,1.6.0,naut,"[""northwest""]",7076.616333147882,7085.9328854028045,6173.964422303586,1.147711972522017,3.790493978977456,5.526058275944736,"[""suez"",""gibraltar""]",accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000130662,Ennore LNG Terminal,13.259407,80.337425,searoute,1.6.0,naut,"[""northwest""]",10751.316014129266,10772.603895284929,8182.221242512858,1.3165867282240016,3.790493978977456,17.497387176685724,"[""suez"",""gibraltar"",""babalmandab""]",accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000130685,Ain Sokhna FSRU,29.64863,32.355923,searoute,1.6.0,naut,"[""northwest""]",6733.504376829987,6750.395712612845,6066.07173309139,1.112811718956167,3.790493978977456,13.100841803879991,"[""suez"",""gibraltar""]",accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000130926,New Fortress Barcarena FSRU,-1.539174,-48.754139,searoute,1.6.0,naut,"[""northwest""]",3346.4703318958823,3353.496012364793,3177.412953019639,1.0554171151023395,3.790493978977456,3.235186489933206,[],accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000131064,Inkoo FSRU,60.013697,23.91506,searoute,1.6.0,naut,"[""northwest""]",5726.680293296175,5749.431220476459,4586.17819907647,1.2536432233780703,3.790493978977456,18.96043320130656,[],accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000131096,Piombino FSRU,42.932151,10.54641,searoute,1.6.0,naut,"[""northwest""]",5603.528274694804,5607.960067003714,4750.14270623731,1.180587703110482,3.790493978977456,0.6412983299322667,"[""gibraltar""]",accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000131131,Ulsan LNG Terminal,35.501837,129.396566,searoute,1.6.0,naut,"[""northwest""]",9672.132047881572,9678.34355107289,6191.348084660367,1.5632045588022865,3.790493978977456,2.4210092123404268,"[""panama""]",accepted_modeled_shortest_sea_route,True,True,
T100000130214,Cameron LNG Terminal,30.035379,-93.3383732,T100000131141,Mukran FSRU,54.478384,13.598351,searoute,1.6.0,naut,"[""northwest""]",5331.899139575216,5349.5999675032945,4495.783008380194,1.1899150731989456,3.790493978977456,13.910333949100195,[],accepted_modeled_shortest_sea_route,True,True,
T100000130216,Corpus Christi LNG Terminal,27.9135423,-97.2865629,T100000130272,Summit FSRU,21.562987,91.821147,searoute,1.6.0,naut,"[""northwest""]",11520.241367116427,11544.625423953548,7790.068609462239,1.481967104876435,6.613030973890874,17.771025863230413,"[""suez"",""gibraltar"",""babalmandab""]",accepted_modeled_shortest_sea_route,True,True,
T100000130216,Corpus Christi LNG Terminal,27.9135423,-97.2865629,T100000130312,Incheon LNG Terminal,37.35124,126.602,searoute,1.6.0,naut,"[""northwest""]",10151.451606763438,10172.314941137916,6174.546700790581,1.6474593899881698,6.613030973890874,14.250303400587317,"[""panama""]",accepted_modeled_shortest_sea_route,True,True,
T100000130216,Corpus Christi LNG Terminal,27.9135423,-97.2865629,T100000130314,Samcheok LNG Terminal,37.1683,129.3502,searoute,1.6.0,naut,"[""northwest""]",9676.790890469034,9725.004051079095,6098.631157562402,1.5946207927364047,6.613030973890874,41.60012963617073,"[""panama""]",accepted_expanded_endpoint_snap,False,True,
T100000130216,Corpus Christi LNG Terminal,27.9135423,-97.2865629,T100000130317,Taichung LNG Terminal,24.25304,120.49586,searoute,1.6.0,naut,"[""northwest""]",10549.392633480993,10560.871783835368,6988.016688618456,1.511283137179123,6.613030973890874,4.866119380483603,"[""panama""]",accepted_modeled_shortest_sea_route,True,True,
T100000130216,Corpus Christi LNG Terminal,27.9135423,-97.2865629,T100000130320,Yung-An LNG Terminal,22.80928,120.2054,searoute,1.6.0,naut,"[""northwest""]",10656.72460766952,10670.122174516293,7066.666358184658,1.509923015136846,6.613030973890874,6.784535872883026,"[""panama""]",accepted_modeled_shortest_sea_route,True,True,
T100000130216,Corpus Christi LNG Terminal,27.9135423,-97.2865629,T100000130321,Map Ta Phut LNG Terminal 1,12.651686,101.159533,searoute,1.6.0,naut,"[""northwest""]",12260.041238576976,12273.75701169471,8145.8905047876515,1.5067422038733462,6.613030973890874,7.102742143842542,"[""panama""]",accepted_modeled_shortest_sea_route,True,True,
T100000130216,Corpus Christi LNG Terminal,27.9135423,-97.2865629,T100000130427,Dahej LNG Terminal,21.6746,72.536,searoute,1.6.0,naut,"[""northwest""]",9875.40977681481,9900.270761584521,7772.023254996534,1.2738344233877277,6.613030973890874,18.247953795819747,"[""suez"",""gibraltar"",""babalmandab""]",accepted_modeled_shortest_sea_route,True,True,
T100000130216,Corpus Christi LNG Terminal,27.9135423,-97.2865629,T100000130446,Dunkirk LNG Terminal,51.03361,2.19653,searoute,1.6.0,naut,"[""northwest""]",5014.439643005209,5026.452097767577,4454.467644403095,1.1284069161627346,6.613030973890874,5.399423788476259,[],accepted_modeled_shortest_sea_route,True,True,
T100000130216,Corpus Christi LNG Terminal,27.9135423,-97.2865629,T100000130448,Fos Cavaou LNG Terminal,43.41963,4.90102,searoute,1.6.0,naut,"[""northwest""]",5540.5058076249825,5549.669180393037,4759.0980022448975,1.1661178605221456,6.613030973890874,2.5503417941633293,"[""gibraltar""]",accepted_modeled_shortest_sea_route,True,True,
T100000130216,Corpus Christi LNG Terminal,27.9135423,-97.2865629,T100000130456,Montoir LNG Terminal,47.30296,-2.14278,searoute,1.6.0,naut,"[""northwest""]",4904.543494756865,4912.554276711177,4390.279444970806,1.11896163747359,6.613030973890874,1.397750980421332,[],accepted_modeled_shortest_sea_route,True,True,
T100000130216,Corpus Christi LNG Terminal,27.9135423,-97.2865629,T100000130458,Wilhelmshaven FSRU,53.6416299,8.1113678,searoute,1.6.0,naut,"[""northwest""]",5269.517531477856,5285.739450700799,4577.300237729448,1.1547722841363735,6.613030973890874,9.60888824905183,[],accepted_modeled_shortest_sea_route,True,True,
T100000130216,Corpus Christi LNG Terminal,27.9135423,-97.2865629,T100000130466,Adriatic LNG Terminal,45.091667,12.586111,searoute,1.6.0,naut,"[""northwest""]",6512.577821998113,6526.149540799721,4991.599046472909,1.3074266342388083,6.613030973890874,6.95868782771672,"[""gibraltar""]",accepted_modeled_shortest_sea_route,True,True,
T100000130216,Corpus Christi LNG Terminal,27.9135423,-97.2865629,T100000130474,Toscana FSRU,43.644444,9.988889,searoute,1.6.0,naut,"[""northwest""]",5726.73933857378,5736.064154511783,4944.034214848589,1.160199121859728,6.613030973890874,2.711784964113018,"[""gibraltar""]",accepted_modeled_shortest_sea_route,True,True,
T100000130216,Corpus Christi LNG Terminal,27.9135423,-97.2865629,T100000130492,Gate LNG Terminal,51.971111,4.068889,searoute,1.6.0,naut,"[""northwest""]",5110.457203074854,5118.062491025107,4493.245875569756,1.139056849493268,6.613030973890874,0.992256976362545,[],accepted_modeled_shortest_sea_route,True,True,
T100000130216,Corpus Christi LNG Terminal,27.9135423,-97.2865629,T100000130498,Świnoujście Polskie LNG Terminal,53.909167,14.294722,searoute,1.6.0,naut,"[""northwest""]",5480.637608203848,5488.953677503178,4757.124955552,1.1538384483882576,6.613030973890874,1.703038325439718,[],accepted_modeled_shortest_sea_route,True,True,
T100000130216,Corpus Christi LNG Terminal,27.9135423,-97.2865629,T100000130500,Sines LNG Terminal,37.9419,-8.8435,searoute,1.6.0,naut,"[""northwest""]",4680.556742958341,4690.935879697203,4331.018801508044,1.0831021740343951,6.613030973890874,3.7661057649715177,[],accepted_modeled_shortest_sea_route,True,True,
T100000130216,Corpus Christi LNG Terminal,27.9135423,-97.2865629,T100000130522,Barcelona LNG Terminal,41.3394,2.1583,searoute,1.6.0,naut,"[""northwest""]",5377.167243796844,5386.606396794837,4709.756899774919,1.1437121939462025,6.613030973890874,2.8261220241024443,"[""gibraltar""]",accepted_modeled_shortest_sea_route,True,True,
T100000130216,Corpus Christi LNG Terminal,27.9135423,-97.2865629,T100000130524,Bilbao LNG Terminal,43.3612,-3.09473,searoute,1.6.0,naut,"[""northwest""]",4988.812945860313,4998.47732876649,4447.202773868363,1.1239598423839365,6.613030973890874,3.0513519322856024,[],accepted_modeled_shortest_sea_route,True,True,
