period,destination_unit,destination_unit_type,unit_of_measure,measurement_basis,portfolio_js_distance,portfolio_js_zscore,portfolio_js_robust_zscore,pre_empirical_tail_p,pre_empirical_percentile,post_treatment,pre_calibration_months,coverage_note,admissibility_note
2017-08,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.4933454294289268,14.820036333320617,13.14745589581723,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2017-09,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.47421182622373903,14.025224660565978,12.453686755848619,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2017-10,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.5189362319425256,15.883080671328647,14.075357915137472,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2017-11,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.5196991584403949,15.9147727096477,14.103021019394939,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2017-12,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.5060311553392304,15.347002578138609,13.607430165184466,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2018-01,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.5016932161159716,15.16680417570642,13.450139960517717,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2018-02,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.5656777450580912,17.824727512650874,15.770167774381614,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2018-03,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.5466481836135136,17.03423774439588,15.080171105390125,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2018-04,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.5477913275263986,17.081724049816543,15.121620588835434,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2018-05,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.5564281379415916,17.44049796499333,15.434784422618495,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2018-06,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.5461207833321934,17.012329487215457,15.061047993257668,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2018-07,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.5687856691009823,17.95383096905865,15.882858612965519,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2018-08,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.5315027275119761,16.405094076598317,14.531008987763107,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2018-09,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.5255000378902652,16.155741786384347,14.313356265915933,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2018-10,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.4368002554482039,12.471144499625904,11.097173139282107,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2018-11,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.5257782644323981,16.167299343054978,14.323444537674366,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2018-12,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.4517993078528108,13.094206544113572,11.64102677602246,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
2019-01,EU27,aggregate_comparator,MIO_M3,volume_mio_m3,0.8037428057947466,27.713972477092966,24.402216357842548,0.07692307692307693,1.0,False,12,descriptive_anomaly_ok; aggregate_comparator,origin-split Eurostat aggregate comparator; EU27 is not a single importer
