date,target,unit,corridor,portname,basin_group,value,is_pre_cutoff,eligible_for_admission
2024-09-21,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1263683.0,True,True
2024-09-22,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1373506.0,True,True
2024-09-23,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1866384.0,True,True
2024-09-24,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1554834.0,True,True
2024-09-25,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,875565.0,True,True
2024-09-26,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1640630.0,True,True
2024-09-27,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1346746.0,True,True
2024-09-28,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,773322.0,True,True
2024-09-29,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,988300.0,True,True
2024-09-30,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1000515.0,True,True
2024-10-01,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1865338.0,True,True
2024-10-02,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1231320.0,True,True
2024-10-03,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,2534788.0,True,True
2024-10-04,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1348219.0,True,True
2024-10-05,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1289065.0,True,True
2024-10-06,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1138097.0,True,True
2024-10-07,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,871097.0,True,True
2024-10-08,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1779996.0,True,True
2024-10-09,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1803103.0,True,True
2024-10-10,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1317149.0,True,True
2024-10-11,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1363460.0,True,True
2024-10-12,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1064421.0,True,True
2024-10-13,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1511793.0,True,True
2024-10-14,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1619812.0,True,True
2024-10-15,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,666289.0,True,True
2024-10-16,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1899285.0,True,True
2024-10-17,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1617267.0,True,True
2024-10-18,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,822749.0,True,True
2024-10-19,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,857686.0,True,True
2024-10-20,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1376401.0,True,True
2024-10-21,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,756093.0,True,True
2024-10-22,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1081955.0,True,True
2024-10-23,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1401232.0,True,True
2024-10-24,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1050214.0,True,True
2024-10-25,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1823636.0,True,True
2024-10-26,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1950921.0,True,True
2024-10-27,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,814606.0,True,True
2024-10-28,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,997544.0,True,True
2024-10-29,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1237548.0,True,True
2024-10-30,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1087132.0,True,True
2024-10-31,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1546188.0,True,True
2024-11-01,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1023633.0,True,True
2024-11-02,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,786688.0,True,True
2024-11-03,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,811488.0,True,True
2024-11-04,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,959569.0,True,True
2024-11-05,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1419882.0,True,True
2024-11-06,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,988715.0,True,True
2024-11-07,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,139841.0,True,True
2024-11-08,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,906218.0,True,True
2024-11-09,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1449901.0,True,True
2024-11-10,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,882041.0,True,True
2024-11-11,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,821791.0,True,True
2024-11-12,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,948440.0,True,True
2024-11-13,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1241887.0,True,True
2024-11-14,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,925942.0,True,True
2024-11-15,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,421108.0,True,True
2024-11-16,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1104198.0,True,True
2024-11-17,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1466082.0,True,True
2024-11-18,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1387947.0,True,True
2024-11-19,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,751059.0,True,True
2024-11-20,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1171173.0,True,True
2024-11-21,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,839006.0,True,True
2024-11-22,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1439044.0,True,True
2024-11-23,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1716054.0,True,True
2024-11-24,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1525851.0,True,True
2024-11-25,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,434476.0,True,True
2024-11-26,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1040117.0,True,True
2024-11-27,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,243248.0,True,True
2024-11-28,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1067731.0,True,True
2024-11-29,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,705286.0,True,True
2024-11-30,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,951755.0,True,True
2024-12-01,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,797815.0,True,True
2024-12-02,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1254352.0,True,True
2024-12-03,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1515543.0,True,True
2024-12-04,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,2059282.0,True,True
2024-12-05,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1582630.0,True,True
2024-12-06,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,678163.0,True,True
2024-12-07,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1231396.0,True,True
2024-12-08,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1003231.0,True,True
2024-12-09,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,588185.0,True,True
2024-12-10,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1068846.0,True,True
2024-12-11,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,946284.0,True,True
2024-12-12,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1015885.0,True,True
2024-12-13,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1295592.0,True,True
2024-12-14,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,704921.0,True,True
2024-12-15,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,558785.0,True,True
2024-12-16,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,897718.0,True,True
2024-12-17,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1268739.0,True,True
2024-12-18,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1626504.0,True,True
2024-12-19,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1064333.0,True,True
2024-12-20,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1092324.0,True,True
2024-12-21,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1192855.0,True,True
2024-12-22,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1996365.0,True,True
2024-12-23,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1179540.0,True,True
2024-12-24,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1280119.0,True,True
2024-12-25,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,700587.0,True,True
2024-12-26,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1315906.0,True,True
2024-12-27,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1189609.0,True,True
2024-12-28,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,768485.0,True,True
2024-12-29,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,329220.0,True,True
2024-12-30,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,426859.0,True,True
2024-12-31,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,980395.0,True,True
2025-01-01,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1211920.0,True,True
2025-01-02,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,194275.0,True,True
2025-01-03,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1462206.0,True,True
2025-01-04,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1354492.0,True,True
2025-01-05,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,974360.0,True,True
2025-01-06,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,755845.0,True,True
2025-01-07,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1729938.0,True,True
2025-01-08,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,781471.0,True,True
2025-01-09,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,453882.0,True,True
2025-01-10,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1296796.0,True,True
2025-01-11,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1148969.0,True,True
2025-01-12,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,641834.0,True,True
2025-01-13,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,781998.0,True,True
2025-01-14,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1784761.0,True,True
2025-01-15,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1116823.0,True,True
2025-01-16,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,800507.0,True,True
2025-01-17,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,643495.0,True,True
2025-01-18,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,777303.0,True,True
2025-01-19,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,592235.0,True,True
2025-01-20,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1488524.0,True,True
2025-01-21,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,2253903.0,True,True
2025-01-22,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,775486.0,True,True
2025-01-23,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1516288.0,True,True
2025-01-24,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,439461.0,True,True
2025-01-25,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1536480.0,True,True
2025-01-26,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,985362.0,True,True
2025-01-27,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,507899.0,True,True
2025-01-28,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,557275.0,True,True
2025-01-29,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1383253.0,True,True
2025-01-30,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1199530.0,True,True
2025-01-31,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,312202.0,True,True
2025-02-01,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,875486.0,True,True
2025-02-02,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1228290.0,True,True
2025-02-03,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,953255.0,True,True
2025-02-04,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,991659.0,True,True
2025-02-05,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,825292.0,True,True
2025-02-06,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1259723.0,True,True
2025-02-07,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,858783.0,True,True
2025-02-08,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1181264.0,True,True
2025-02-09,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,608941.0,True,True
2025-02-10,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,940590.0,True,True
2025-02-11,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1693785.0,True,True
2025-02-12,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,504211.0,True,True
2025-02-13,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,913613.0,True,True
2025-02-14,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1277432.0,True,True
2025-02-15,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,995563.0,True,True
2025-02-16,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,957626.0,True,True
2025-02-17,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,593079.0,True,True
2025-02-18,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1049812.0,True,True
2025-02-19,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1557467.0,True,True
2025-02-20,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1091873.0,True,True
2025-02-21,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,789120.0,True,True
2025-02-22,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1585994.0,True,True
2025-02-23,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,742829.0,True,True
2025-02-24,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1932762.0,True,True
2025-02-25,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1213913.0,True,True
2025-02-26,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,716179.0,True,True
2025-02-27,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,478414.0,True,True
2025-02-28,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,827720.0,True,True
2025-03-01,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1618525.0,True,True
2025-03-02,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1489560.0,True,True
2025-03-03,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,950578.0,True,True
2025-03-04,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1153008.0,True,True
2025-03-05,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,884352.0,True,True
2025-03-06,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1200680.0,True,True
2025-03-07,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,750077.0,True,True
2025-03-08,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,769192.0,True,True
2025-03-09,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1695426.0,True,True
2025-03-10,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1476610.0,True,True
2025-03-11,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1025366.0,True,True
2025-03-12,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,728588.0,True,True
2025-03-13,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1024646.0,True,True
2025-03-14,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,350102.0,True,True
2025-03-15,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1348535.0,True,True
2025-03-16,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1846524.0,True,True
2025-03-17,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1112449.0,True,True
2025-03-18,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,555516.0,True,True
2025-03-19,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,806896.0,True,True
2025-03-20,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1425143.0,True,True
2025-03-21,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1155809.0,True,True
2025-03-22,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1101058.0,True,True
2025-03-23,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1024351.0,True,True
2025-03-24,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1022841.0,True,True
2025-03-25,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,869105.0,True,True
2025-03-26,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,2087275.0,True,True
2025-03-27,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1518878.0,True,True
2025-03-28,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,997785.0,True,True
2025-03-29,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1477125.0,True,True
2025-03-30,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,781590.0,True,True
2025-03-31,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,264143.0,True,True
2025-04-01,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1720487.0,True,True
2025-04-02,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1185264.0,True,True
2025-04-03,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1731454.0,True,True
2025-04-04,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,859604.0,True,True
2025-04-05,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1238391.0,True,True
2025-04-06,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,726018.0,True,True
2025-04-07,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1729274.0,True,True
2025-04-08,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1838139.0,True,True
2025-04-09,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1435453.0,True,True
2025-04-10,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1263940.0,True,True
2025-04-11,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,2284341.0,True,True
2025-04-12,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1319127.0,True,True
2025-04-13,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,902523.0,True,True
2025-04-14,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,611192.0,True,True
2025-04-15,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1571680.0,True,True
2025-04-16,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,1046385.0,True,True
2025-04-17,capacity_tanker,daily_tanker_deadweight_capacity,cape_of_good_hope,Cape of Good Hope,southern_africa,982390.0,True,True
