onset_label,guard_days,pseudo_onset,recovered_fraction
register_onset,90,2021-10-26,-2.6128330655641383
register_onset,90,2021-10-27,-1.9247907045502515
register_onset,90,2021-10-29,-4.6161898661576855
register_onset,90,2021-10-30,-2.7367368959020704
register_onset,90,2021-11-04,-1.0868979858504113
register_onset,90,2021-11-05,-0.10211859221030953
register_onset,90,2021-11-06,-0.0058178276809951815
register_onset,90,2021-11-07,0.1584838176711707
register_onset,90,2021-11-08,-0.06560545851313168
register_onset,90,2021-11-09,-0.33899605312966435
register_onset,90,2021-11-10,-1.1545424663848456
register_onset,90,2021-11-11,-1.4095329339531697
register_onset,90,2021-11-12,0.06858998137649706
register_onset,90,2021-11-13,1.1836631713603145
register_onset,90,2021-11-14,0.5435740639943737
register_onset,90,2021-11-15,0.6724615841793921
register_onset,90,2021-11-16,0.4479684567342031
register_onset,90,2021-11-17,1.202993112474343
register_onset,90,2021-11-18,0.9021320351189436
register_onset,90,2021-11-19,1.7094498814523778
register_onset,90,2021-11-20,1.1623604097158822
register_onset,90,2021-11-21,1.3922475898831475
register_onset,90,2021-11-22,1.4960550601013676
register_onset,90,2021-11-23,1.8959095833774962
register_onset,90,2021-11-24,2.2755914501942374
register_onset,90,2021-11-25,1.3871376941874123
register_onset,90,2021-11-26,2.0371567440843257
register_onset,90,2021-11-27,2.704352073712196
register_onset,90,2021-11-28,1.7247301041363488
register_onset,90,2021-11-29,1.378106354728044
register_onset,90,2021-11-30,1.1988823972883595
register_onset,90,2021-12-01,0.7649120674926764
register_onset,90,2021-12-02,1.0814006034793173
register_onset,90,2021-12-03,1.013362070321434
register_onset,90,2021-12-04,1.575434956126909
register_onset,90,2021-12-05,0.1389234505216996
register_onset,90,2021-12-06,1.7995281005341155
register_onset,90,2021-12-07,1.820718042400812
register_onset,90,2021-12-08,3.002751297086452
register_onset,90,2021-12-10,4.225484020820273
register_onset,90,2021-12-15,-4.606994006528741
register_onset,90,2022-01-08,-7.152217104191234
register_onset,90,2022-01-13,-29.545087340510726
register_onset,90,2022-01-14,-4.159800804251428
register_onset,90,2022-01-15,-4.9327613601285725
register_onset,90,2022-01-16,-3.017006091387436
register_onset,90,2022-01-19,-12.923712763843504
register_onset,90,2022-01-20,-3.0354848887563
register_onset,90,2022-01-21,-1.487670469750624
register_onset,90,2022-01-22,-1.6895218444078168
register_onset,90,2022-01-23,-1.4906558058660884
register_onset,90,2022-01-24,-1.3429672398696997
register_onset,90,2022-01-25,-2.7458446753623114
register_onset,90,2022-01-26,-2.3003669913520755
register_onset,90,2022-07-19,-12.66516433160162
register_onset,90,2022-07-24,-23.490796577529938
register_onset,90,2022-08-05,0.7349909243662702
register_onset,90,2022-08-06,0.29367815932397423
register_onset,90,2022-08-07,0.025253717230567966
register_onset,90,2022-08-08,-0.7636477966794643
register_onset,90,2022-09-11,-1.012544948337618
register_onset,90,2022-09-12,-0.33941678567552896
register_onset,90,2022-09-13,-0.26267397443344226
register_onset,90,2022-09-14,-0.24603705278087207
register_onset,90,2022-09-15,-1.3528578175271935
register_onset,90,2022-09-17,-0.5991740705023427
register_onset,90,2022-09-18,-0.3047446509012239
register_onset,90,2022-09-19,-0.4002747588869908
register_onset,90,2022-09-20,-0.9489812629212108
register_onset,90,2022-09-21,-1.7042117005239867
register_onset,90,2022-09-22,-1.8672977668100912
register_onset,90,2022-09-23,-1.3464675683955545
register_onset,90,2022-09-24,-2.182507007862046
register_onset,90,2022-09-25,-1.774919820693758
register_onset,90,2022-09-26,-1.4662935575694342
register_onset,90,2022-09-27,-2.238118148439526
register_onset,90,2022-09-28,-3.3112485206230198
register_onset,90,2022-09-29,-3.53580904474716
register_onset,90,2022-09-30,-1.8080462025080823
register_onset,90,2022-10-01,-5.483535336902384
register_onset,90,2022-10-02,-1.863671029539129
register_onset,90,2022-10-03,-2.041981347828672
register_onset,90,2022-10-04,-1.099350404363333
register_onset,90,2022-10-05,-1.4360412090271926
register_onset,90,2022-10-06,-3.2314350120716555
register_onset,90,2022-10-07,-1.4481549214501168
register_onset,90,2022-10-08,-0.6789060611896245
register_onset,90,2022-10-09,-1.4253884987112206
register_onset,90,2022-11-12,1.668109859875169
register_onset,90,2022-11-13,-0.4543194457145194
register_onset,90,2022-11-14,-0.4189809474091631
register_onset,90,2022-12-31,-11.477702890677717
register_onset,90,2023-01-01,-2.469706127359734
register_onset,90,2023-01-02,-1.441626543388158
register_onset,90,2023-01-03,-0.9452995584232824
register_onset,90,2023-01-04,-0.4719817932148938
register_onset,90,2023-01-05,-0.321334022030605
register_onset,90,2023-01-06,-0.18857952994730226
register_onset,90,2023-01-07,-0.2804573485867418
register_onset,90,2023-01-08,-0.4992687247072574
register_onset,90,2023-01-09,-0.6359682015322302
register_onset,90,2023-01-10,-0.5736010822567812
register_onset,90,2023-01-11,-1.172845041122858
register_onset,90,2023-01-12,-1.058033232541727
register_onset,90,2023-01-13,-0.7364919290739762
register_onset,90,2023-01-14,-1.3666486823721393
register_onset,90,2023-01-15,-3.338435739613837
register_onset,90,2023-01-16,-0.39566725316900103
register_onset,90,2023-01-17,-0.42220753853506365
register_onset,90,2023-01-18,-0.5555279347697627
register_onset,90,2023-01-19,-0.5327708265963684
register_onset,90,2023-01-20,-0.07799552565301253
register_onset,90,2023-01-21,-0.2184661081511154
register_onset,90,2023-01-22,0.1938794317083789
register_onset,90,2023-01-23,0.46382679609152494
register_onset,90,2023-01-24,0.5981287404792112
register_onset,90,2023-01-25,-0.00638074568845207
register_onset,90,2023-01-26,0.7291399587808964
register_onset,90,2023-04-08,9.334847254526094
register_onset,90,2023-04-09,9.787911158392095
register_onset,90,2023-04-20,1.5178876533500922
register_onset,90,2023-04-21,2.43372084454205
register_onset,90,2023-04-22,3.77428579089475
register_onset,90,2023-04-27,-0.3345523769313062
register_onset,90,2023-04-28,-0.12681580463671194
register_onset,90,2023-04-29,-0.19014547376543237
register_onset,90,2023-05-02,-0.80001183589375
register_onset,90,2023-05-03,1.100275391896849
register_onset,90,2023-05-04,4.588537747746896
register_onset,90,2023-05-05,0.5655049936570926
register_onset,90,2023-05-06,-0.09205862698236446
register_onset,90,2023-05-07,0.16498228868455134
register_onset,90,2023-05-08,0.18351173306499496
register_onset,90,2023-05-09,0.3088359804706273
register_onset,90,2023-05-10,-0.10027186961110153
register_onset,90,2023-05-11,0.03159320594034859
