design_id,design_sha256,admission_protocol_sha256,vintage,source_variable,source_path,source_sha256,vintage_reporting_role,model,point_definition,unit,train_start,train_end,scoring_start,scoring_end,n_scored_days,observed_sum,counterfactual_point_sum,cumulative_common_point_shortfall,mean_daily_common_point_shortfall,model_native_statistic,model_native_joint_cumulative_shortfall,mean_daily_model_native_shortfall,nominal_pointwise_coverage,runtime_environment,runtime_python,runtime_package,runtime_package_version,runtime_lockfile_sha256,runtime_model_revision,runtime_seed,runtime_device
portwatch_two_vintage_four_specification_matrix_v1,297908c214a0afab30a377854585cb1788922334c3bba976f8e2a1141c6ed73e,bb050aa041e8fc1c8391b908baeab529aaf2e9944d5f35b07af661349176adce,pinned_primary,portwatch_chokepoints_snapshot,data/raw/portwatch/Daily_Chokepoints_Data.csv,66f3a54afb042103f3e0afc9670568cb7be245394ec04eba55ebd158593f579d,pinned_primary_reference,chronos2,daily_q0.5,transits_per_day,2022-01-01,2026-02-27,2026-02-28,2026-07-07,130,529.0,7143.888416290283,6614.888416290283,50.88375704838679,same_as_common_daily_point,6614.888416290283,50.88375704838679,0.95,.venv-bench,3.11.15,chronos-forecasting,2.3.0,b4ac5fc4205fc6117409a4e99b220a05dc4afa00d54a0b31bd5740caa06a0683,29ec3766d36d6f73f0696f85560a422f50e8498c,20260612,cpu
portwatch_two_vintage_four_specification_matrix_v1,297908c214a0afab30a377854585cb1788922334c3bba976f8e2a1141c6ed73e,bb050aa041e8fc1c8391b908baeab529aaf2e9944d5f35b07af661349176adce,vintage_20260809,portwatch_chokepoints_vintage_20260809_snapshot,data/raw/portwatch/vintages/Daily_Chokepoints_Data__vintage_2026-08-09.csv,0bc806a4c384723debff08053d6fcbb915a03ee9fdf7b23c73d76d9bcb885bcb,sensitivity_only,chronos2,daily_q0.5,transits_per_day,2022-01-01,2026-02-27,2026-02-28,2026-07-07,130,401.0,5883.9742431640625,5482.9742431640625,42.17672494741586,same_as_common_daily_point,5482.9742431640625,42.17672494741586,0.95,.venv-bench,3.11.15,chronos-forecasting,2.3.0,b4ac5fc4205fc6117409a4e99b220a05dc4afa00d54a0b31bd5740caa06a0683,29ec3766d36d6f73f0696f85560a422f50e8498c,20260612,cpu
