port_id,port_name,port_country,port_lat,port_lon,visit_count,project_id,terminal_name,terminal_role,country,terminal_lat,terminal_lon,capacity_mtpa,source,distance_km,country_match,match_status
3e4f5d07,,QAT,25.90164054817191,51.64820506753252,1,T100000130594,QatarEnergy LNG (N),liquefaction,Qatar,25.908412,51.557708,40.8,https://www.gem.wiki/Qatargas_1_Ras_Laffan_LNG_Terminal,9.082960037610606,True,provisional_spatial_match
357b06b1,,KOR,37.039606724137926,126.68388333332932,2,T100000130313,Pyeongtaek LNG Terminal,regasification,South Korea,37.0057,126.7841,41.0,https://www.gem.wiki/Pyeongtaek_LNG_Terminal,9.662898535975117,True,provisional_spatial_match
3e4f5da7,,QAT,25.898635258319,51.65546922717318,61,T100000130594,QatarEnergy LNG (N),liquefaction,Qatar,25.908412,51.557708,40.8,https://www.gem.wiki/Qatargas_1_Ras_Laffan_LNG_Terminal,9.838643285214921,True,provisional_spatial_match
3554e631,HIMEJI,JPN,34.72950026388965,134.65638395919024,1,T100000130481,Himeji Joint LNG Terminal,regasification,Japan,34.816667,134.683333,8.1,https://www.gem.wiki/Himeji_Joint_LNG_Terminal,10.000164833107986,True,provisional_spatial_match
3102562f,,THA,12.560658709662937,101.21551668675887,1,T100000130321,Map Ta Phut LNG Terminal 1,regasification,Thailand,12.651686,101.159533,11.5,https://www.gem.wiki/Map_Ta_Phut_LNG_Terminal_1,11.804928094018015,True,provisional_spatial_match
39572865,,IND,22.635549659193092,69.70728909889912,1,T100000130455,Mundra LNG Terminal,regasification,India,22.7374322,69.6668651,5.0,https://www.gem.wiki/Mundra_LNG_Terminal,12.064044721848019,True,provisional_spatial_match
31d9f7c3,SINGAPORE,SGP,1.1656702671646106,103.75577370393869,1,T100000130309,Singapore LNG Terminal,regasification,Singapore,1.23616,103.67135,11.0,https://www.gem.wiki/Singapore_LNG_Terminal,12.227919880019018,True,provisional_spatial_match
3956d70b,,IND,22.634586599100196,69.61933672066003,1,T100000130455,Mundra LNG Terminal,regasification,India,22.7374322,69.6668651,5.0,https://www.gem.wiki/Mundra_LNG_Terminal,12.432043392904006,True,provisional_spatial_match
47aaf105,SWINOUJSCIE,POL,54.05934870383819,14.272233358485868,5,T100000130498,Świnoujście Polskie LNG Terminal,regasification,Poland,53.909167,14.294722,6.1,https://www.gem.wiki/%c5%9awinouj%c5%9bcie_Polskie_LNG_Terminal,16.764051968291884,True,provisional_spatial_match
31dbcda1,TELOK RAMUNIA,MYS,1.3448113631552503,104.33492656076292,1,T100000130291,Pengerang Johor LNG Terminal,regasification,Malaysia,1.341382,104.182089,3.5,https://www.gem.wiki/Pengerang_Johor_LNG_Terminal,16.99437098408443,True,provisional_spatial_match
358d557b,CAOFEIDIAN,CHN,38.8455826774484,118.70994758191652,2,T100000130811,Tangshan LNG Terminal (Xintian),regasification,China,38.938745,118.541145,12.0,https://www.gem.wiki/Xintian_Tangshan_LNG_Terminal,17.909269141897255,True,provisional_spatial_match
31dbcdb1,TELOK RAMUNIA,MYS,1.3548012732290318,104.3467129010105,8,T100000130291,Pengerang Johor LNG Terminal,regasification,Malaysia,1.341382,104.182089,3.5,https://www.gem.wiki/Pengerang_Johor_LNG_Terminal,18.361008270475732,True,provisional_spatial_match
3e4f66bd,,QAT,25.91022329970469,51.7555869768356,6,T100000130594,QatarEnergy LNG (N),liquefaction,Qatar,25.908412,51.557708,40.8,https://www.gem.wiki/Qatargas_1_Ras_Laffan_LNG_Terminal,19.79255389120743,True,provisional_spatial_match
3e4f66bb,,QAT,25.907051682094888,51.75609722364277,1,T100000130594,QatarEnergy LNG (N),liquefaction,Qatar,25.908412,51.557708,40.8,https://www.gem.wiki/Qatargas_1_Ras_Laffan_LNG_Terminal,19.843406440997825,True,provisional_spatial_match
31dbcc3f,TELOK RAMUNIA,MYS,1.3773734346717297,104.3585073636732,8,T100000130291,Pengerang Johor LNG Terminal,regasification,Malaysia,1.341382,104.182089,3.5,https://www.gem.wiki/Pengerang_Johor_LNG_Terminal,20.01548991160597,True,provisional_spatial_match
3e4f641d,,QAT,25.910276567453547,51.771810043458565,1,T100000130594,QatarEnergy LNG (N),liquefaction,Qatar,25.908412,51.557708,40.8,https://www.gem.wiki/Qatargas_1_Ras_Laffan_LNG_Terminal,21.41513197209581,True,provisional_spatial_match
3e4f63fd,,QAT,25.891563705556948,51.77196137521592,1,T100000130594,QatarEnergy LNG (N),liquefaction,Qatar,25.908412,51.557708,40.8,https://www.gem.wiki/Qatargas_1_Ras_Laffan_LNG_Terminal,21.51269401840253,True,provisional_spatial_match
3e4f641b,,QAT,25.91093465193724,51.77512731136069,5,T100000130594,QatarEnergy LNG (N),liquefaction,Qatar,25.908412,51.557708,40.8,https://www.gem.wiki/Qatargas_1_Ras_Laffan_LNG_Terminal,21.74766424890463,True,provisional_spatial_match
3e4f63f9,,QAT,25.8953935824847,51.77531492396975,1,T100000130594,QatarEnergy LNG (N),liquefaction,Qatar,25.908412,51.557708,40.8,https://www.gem.wiki/Qatargas_1_Ras_Laffan_LNG_Terminal,21.814137060543985,True,provisional_spatial_match
3e4f63db,,QAT,25.872609364375403,51.776020135455184,2,T100000130594,QatarEnergy LNG (N),liquefaction,Qatar,25.908412,51.557708,40.8,https://www.gem.wiki/Qatargas_1_Ras_Laffan_LNG_Terminal,22.198597293163054,True,provisional_spatial_match
3e4f61fb,,QAT,25.822756229970132,51.75956269244133,1,T100000130594,QatarEnergy LNG (N),liquefaction,Qatar,25.908412,51.557708,40.8,https://www.gem.wiki/Qatargas_1_Ras_Laffan_LNG_Terminal,22.329812836586346,True,provisional_spatial_match
3e4f6473,,QAT,25.911193171749392,51.79153556723651,5,T100000130594,QatarEnergy LNG (N),liquefaction,Qatar,25.908412,51.557708,40.8,https://www.gem.wiki/Qatargas_1_Ras_Laffan_LNG_Terminal,23.38899540992435,True,provisional_spatial_match
35ed74e9,TIANJIN,CHN,38.74187091665295,117.98670937918126,1,T100000130411,Tianjin LNG Terminal (Sinopec),regasification,China,38.749154,117.714895,11.65,https://www.gem.wiki/Tianjin_LNG_Terminal_(Sinopec),23.5869046866388,True,provisional_spatial_match
3e4f6477,,QAT,25.90782477584961,51.79574681349773,3,T100000130594,QatarEnergy LNG (N),liquefaction,Qatar,25.908412,51.557708,40.8,https://www.gem.wiki/Qatargas_1_Ras_Laffan_LNG_Terminal,23.808580386361403,True,provisional_spatial_match
3e4f63b1,,QAT,25.872999243052217,51.795643064211184,1,T100000130594,QatarEnergy LNG (N),liquefaction,Qatar,25.908412,51.557708,40.8,https://www.gem.wiki/Qatargas_1_Ras_Laffan_LNG_Terminal,24.125152833632626,True,provisional_spatial_match
3e4f63a9,,QAT,25.8764967513243,51.807458335145974,5,T100000130594,QatarEnergy LNG (N),liquefaction,Qatar,25.908412,51.557708,40.8,https://www.gem.wiki/Qatargas_1_Ras_Laffan_LNG_Terminal,25.233977578702657,True,provisional_spatial_match
3e4f6301,,QAT,25.87293731390477,51.81157682906681,21,T100000130594,QatarEnergy LNG (N),liquefaction,Qatar,25.908412,51.557708,40.8,https://www.gem.wiki/Qatargas_1_Ras_Laffan_LNG_Terminal,25.700076964735164,True,provisional_spatial_match
