model,target,mae_mean,mae_median,mae_std,rmse_mean,rmse_median,rmse_std,mase_mean,mase_median,mase_std,smape_mean,smape_median,smape_std
seasonal_naive_7d,hormuz_tanker_capacity,719798.6541353384,718366.4285714286,243383.59556871426,864939.1878290053,870026.3352612907,273771.8798571521,0.9146280997132025,0.9106866214023595,0.3097406141975043,27.56841474351775,27.09200965868422,9.434156398605744
seasonal_naive_7d,hormuz_tanker_transits,9.334586466165414,9.071428571428571,3.3374764992596258,11.04413813150557,10.65886113058229,3.6761704935925463,1.018385972290683,0.9738754581511138,0.36594227753638525,16.804061380732225,15.399035425239408,6.048010421043726
