terminal_pair,support_status,pre_sequences,post_sequences,pre_share,post_share,pre_mean_burden,post_mean_burden,terminal_radius_km,cohort
T100000130221 -> T100000130466,post_only_entry,0,1,0.0,0.0013774104683195593,,936399013.3996776,30,all_retained
T100000130221 -> T100000130474,post_only_entry,0,1,0.0,0.0013774104683195593,,796169245.3021783,30,all_retained
T100000130224 -> T100000130291,post_only_entry,0,1,0.0,0.0013774104683195593,,2123183277.1176016,30,all_retained
T100000130224 -> T100000130313,post_only_entry,0,1,0.0,0.0013774104683195593,,1620334497.0717082,30,all_retained
T100000130224 -> T100000130427,post_only_entry,0,1,0.0,0.0013774104683195593,,1711065883.3418229,30,all_retained
T100000130224 -> T100000130458,post_only_entry,0,3,0.0,0.004132231404958678,,918575796.5727454,30,all_retained
T100000130224 -> T100000130463,post_only_entry,0,1,0.0,0.0013774104683195593,,1645886859.1313214,30,all_retained
T100000130224 -> T100000130466,post_only_entry,0,2,0.0,0.0027548209366391185,,1098453407.4531136,30,all_retained
T100000130224 -> T100000130474,post_only_entry,0,2,0.0,0.0027548209366391185,,984793082.1013196,30,all_retained
T100000130224 -> T100000130533,post_only_entry,0,1,0.0,0.0013774104683195593,,1651952850.1661763,30,all_retained
T100000130224 -> T100000130534,post_only_entry,0,1,0.0,0.0013774104683195593,,814048550.8174236,30,all_retained
T100000130224 -> T100000130536,post_only_entry,0,1,0.0,0.0013774104683195593,,903664221.55799,30,all_retained
T100000130224 -> T100000130684,post_only_entry,0,1,0.0,0.0013774104683195593,,192328348.7151442,30,all_retained
T100000130240 -> T100000130320,post_only_entry,0,1,0.0,0.0013774104683195593,,1843288677.6670911,30,all_retained
T100000130240 -> T100000130392,post_only_entry,0,1,0.0,0.0013774104683195593,,1765620989.13882,30,all_retained
T100000130240 -> T100000130427,post_only_entry,0,1,0.0,0.0013774104683195593,,1698791519.4357507,30,all_retained
T100000130240 -> T100000130430,post_only_entry,0,1,0.0,0.0013774104683195593,,1019403580.163913,30,all_retained
T100000130240 -> T100000130439,post_only_entry,0,1,0.0,0.0013774104683195593,,1691786531.7713163,30,all_retained
T100000130240 -> T100000130458,post_only_entry,0,4,0.0,0.005509641873278237,,895090775.5908263,30,all_retained
T100000130240 -> T100000130460,post_only_entry,0,1,0.0,0.0013774104683195593,,896299689.429232,30,all_retained
T100000130240 -> T100000130462,post_only_entry,0,1,0.0,0.0013774104683195593,,1068133121.5912932,30,all_retained
T100000130240 -> T100000130466,post_only_entry,0,3,0.0,0.004132231404958678,,1124472523.8814852,30,all_retained
T100000130240 -> T100000130533,post_only_entry,0,1,0.0,0.0013774104683195593,,1693035246.8140955,30,all_retained
T100000130242 -> T100000130309,post_only_entry,0,1,0.0,0.0013774104683195593,,1785097065.1200922,30,all_retained
T100000130242 -> T100000130312,post_only_entry,0,1,0.0,0.0013774104683195593,,1737234204.7224553,30,all_retained
T100000130242 -> T100000130317,post_only_entry,0,1,0.0,0.0013774104683195593,,1804843095.351812,30,all_retained
T100000130242 -> T100000130427,post_only_entry,0,1,0.0,0.0013774104683195593,,1667903124.460486,30,all_retained
T100000130242 -> T100000130528,post_only_entry,0,1,0.0,0.0013774104683195593,,796670496.3057932,30,all_retained
T100000130242 -> T100000130532,post_only_entry,0,1,0.0,0.0013774104683195593,,778200178.3312811,30,all_retained
T100000130242 -> T100000130566,post_only_entry,0,1,0.0,0.0013774104683195593,,266759291.0521664,30,all_retained
T100000130242 -> T100000130685,post_only_entry,0,6,0.0,0.008264462809917356,,1140496249.5813973,30,all_retained
T100000130242 -> T100000131096,post_only_entry,0,1,0.0,0.0013774104683195593,,943682216.2429582,30,all_retained
T100000130243 -> T100000130543,post_only_entry,0,2,0.0,0.0027548209366391185,,200735219.93398303,30,all_retained
T100000130245 -> T100000130272,post_only_entry,0,3,0.0,0.004132231404958678,,1190606492.9151895,30,all_retained
T100000130245 -> T100000130431,post_only_entry,0,2,0.0,0.0027548209366391185,,1174538876.8034735,30,all_retained
T100000130245 -> T100000130447,post_only_entry,0,1,0.0,0.0013774104683195593,,1105373951.285257,30,all_retained
T100000130245 -> T100000130460,post_only_entry,0,1,0.0,0.0013774104683195593,,817553140.043692,30,all_retained
T100000130247 -> T100000130321,post_only_entry,0,1,0.0,0.0013774104683195593,,1549932374.3282125,30,all_retained
T100000130247 -> T100000130427,post_only_entry,0,1,0.0,0.0013774104683195593,,1093971666.519066,30,all_retained
T100000130249 -> T100000130448,post_only_entry,0,1,0.0,0.0013774104683195593,,269946769.9085342,30,all_retained
T100000130252 -> T100000130309,post_only_entry,0,1,0.0,0.0013774104683195593,,1411179739.6656811,30,all_retained
T100000130252 -> T100000130384,post_only_entry,0,1,0.0,0.0013774104683195593,,1463682891.7457151,30,all_retained
T100000130252 -> T100000130685,post_only_entry,0,1,0.0,0.0013774104683195593,,964436516.8209662,30,all_retained
T100000130259 -> T100000130272,post_only_entry,0,2,0.0,0.0027548209366391185,,1351985019.0130496,30,all_retained
T100000130259 -> T100000130317,post_only_entry,0,2,0.0,0.0027548209366391185,,1707858525.9122636,30,all_retained
T100000130259 -> T100000130386,post_only_entry,0,1,0.0,0.0013774104683195593,,1618867588.9566123,30,all_retained
T100000130259 -> T100000130392,post_only_entry,0,1,0.0,0.0013774104683195593,,1648038089.8300395,30,all_retained
T100000130259 -> T100000130411,post_only_entry,0,1,0.0,0.0013774104683195593,,1877706534.889638,30,all_retained
T100000130259 -> T100000130423,post_only_entry,0,1,0.0,0.0013774104683195593,,1420849040.845018,30,all_retained
T100000130259 -> T100000130439,post_only_entry,0,3,0.0,0.004132231404958678,,1113125165.1770747,30,all_retained
T100000130259 -> T100000130447,post_only_entry,0,1,0.0,0.0013774104683195593,,1023447979.7912096,30,all_retained
T100000130259 -> T100000130469,post_only_entry,0,1,0.0,0.0013774104683195593,,1964930797.7693632,30,all_retained
T100000130259 -> T100000130474,post_only_entry,0,1,0.0,0.0013774104683195593,,739244230.9707243,30,all_retained
T100000130259 -> T100000130481,post_only_entry,0,1,0.0,0.0013774104683195593,,1874210439.146551,30,all_retained
T100000130259 -> T100000131096,post_only_entry,0,1,0.0,0.0013774104683195593,,633998148.5683948,30,all_retained
T100000130273 -> T100000130291,post_only_entry,0,1,0.0,0.0013774104683195593,,116623771.5022338,30,all_retained
T100000130273 -> T100000130312,post_only_entry,0,2,0.0,0.0027548209366391185,,329095040.19808626,30,all_retained
T100000130273 -> T100000130386,post_only_entry,0,1,0.0,0.0013774104683195593,,176860615.48321256,30,all_retained
T100000130273 -> T100000130423,post_only_entry,0,1,0.0,0.0013774104683195593,,184845439.23418432,30,all_retained
T100000130273 -> T100000130517,post_only_entry,0,2,0.0,0.0027548209366391185,,367434588.7353198,30,all_retained
T100000130273 -> T100000130521,post_only_entry,0,1,0.0,0.0013774104683195593,,423033859.53823835,30,all_retained
T100000130273 -> T100000130527,post_only_entry,0,1,0.0,0.0013774104683195593,,404196646.7975121,30,all_retained
T100000130273 -> T100000130958,post_only_entry,0,1,0.0,0.0013774104683195593,,233078260.978843,30,all_retained
T100000130278 -> T100000130312,post_only_entry,0,1,0.0,0.0013774104683195593,,427236550.3844154,30,all_retained
T100000130292 -> T100000130323,post_only_entry,0,1,0.0,0.0013774104683195593,,149982644.2107823,30,all_retained
T100000130292 -> T100000130384,post_only_entry,0,1,0.0,0.0013774104683195593,,226478987.447499,30,all_retained
T100000130292 -> T100000130405,post_only_entry,0,1,0.0,0.0013774104683195593,,277683791.4200948,30,all_retained
T100000130292 -> T100000130503,post_only_entry,0,1,0.0,0.0013774104683195593,,435998281.02761185,30,all_retained
T100000130292 -> T100000130517,post_only_entry,0,1,0.0,0.0013774104683195593,,364861905.62727386,30,all_retained
T100000130292 -> T100000130710,post_only_entry,0,1,0.0,0.0013774104683195593,,328613176.16407406,30,all_retained
T100000130294 -> T100000130311,post_only_entry,0,1,0.0,0.0013774104683195593,,339451569.4989256,30,all_retained
T100000130294 -> T100000130411,post_only_entry,0,1,0.0,0.0013774104683195593,,404411036.1168224,30,all_retained
T100000130294 -> T100000130423,post_only_entry,0,1,0.0,0.0013774104683195593,,221747524.56746665,30,all_retained
T100000130294 -> T100000130489,post_only_entry,0,1,0.0,0.0013774104683195593,,467741940.3293002,30,all_retained
T100000130294 -> T100000130533,post_only_entry,0,1,0.0,0.0013774104683195593,,373097069.5426825,30,all_retained
T100000130294 -> T100000130968,post_only_entry,0,2,0.0,0.0027548209366391185,,139836518.57871157,30,all_retained
T100000130304 -> T100000130384,post_only_entry,0,1,0.0,0.0013774104683195593,,497832350.0283677,30,all_retained
T100000130304 -> T100000130475,post_only_entry,0,1,0.0,0.0013774104683195593,,565980988.4566811,30,all_retained
T100000130304 -> T100000130477,post_only_entry,0,1,0.0,0.0013774104683195593,,707451030.5521601,30,all_retained
T100000130333 -> T100000130323,post_only_entry,0,1,0.0,0.0013774104683195593,,692829872.7481025,30,all_retained
T100000130333 -> T100000130384,post_only_entry,0,3,0.0,0.004132231404958678,,650389723.3521194,30,all_retained
T100000130333 -> T100000130395,post_only_entry,0,2,0.0,0.0027548209366391185,,642213148.9528801,30,all_retained
T100000130333 -> T100000130409,post_only_entry,0,2,0.0,0.0027548209366391185,,790890661.1637334,30,all_retained
T100000130334 -> T100000130272,post_only_entry,0,3,0.0,0.004132231404958678,,586623083.0002971,30,all_retained
T100000130334 -> T100000130313,post_only_entry,0,1,0.0,0.0013774104683195593,,666697335.4784193,30,all_retained
T100000130334 -> T100000130314,post_only_entry,0,1,0.0,0.0013774104683195593,,644514307.2104794,30,all_retained
T100000130334 -> T100000130323,post_only_entry,0,1,0.0,0.0013774104683195593,,390835349.3837733,30,all_retained
T100000130334 -> T100000130481,post_only_entry,0,1,0.0,0.0013774104683195593,,686128555.1526462,30,all_retained
T100000130334 -> T100000130517,post_only_entry,0,2,0.0,0.0027548209366391185,,610677746.2905132,30,all_retained
T100000130334 -> T100000130527,post_only_entry,0,1,0.0,0.0013774104683195593,,658759906.9536926,30,all_retained
T100000130337 -> T100000130317,post_only_entry,0,5,0.0,0.006887052341597796,,468851996.64434147,30,all_retained
T100000130337 -> T100000131131,post_only_entry,0,1,0.0,0.0013774104683195593,,640068791.902979,30,all_retained
T100000130344 -> T100000130291,post_only_entry,0,1,0.0,0.0013774104683195593,,331620760.84995407,30,all_retained
T100000130344 -> T100000130321,post_only_entry,0,4,0.0,0.005509641873278237,,433538788.6652658,30,all_retained
T100000130344 -> T100000130475,post_only_entry,0,1,0.0,0.0013774104683195593,,563003102.4981254,30,all_retained
T100000130344 -> T100000130525,post_only_entry,0,1,0.0,0.0013774104683195593,,647304539.8808256,30,all_retained
T100000130344 -> T100000131131,post_only_entry,0,1,0.0,0.0013774104683195593,,562452901.7985158,30,all_retained
T100000130358 -> T100000130310,post_only_entry,0,1,0.0,0.0013774104683195593,,860941099.1848103,30,all_retained
T100000130358 -> T100000130312,post_only_entry,0,1,0.0,0.0013774104683195593,,869821527.1903011,30,all_retained
T100000130358 -> T100000130313,post_only_entry,0,5,0.0,0.006887052341597796,,866892736.1988862,30,all_retained
T100000130358 -> T100000130320,post_only_entry,0,3,0.0,0.004132231404958678,,963769027.834906,30,all_retained
T100000130358 -> T100000130392,post_only_entry,0,2,0.0,0.0027548209366391185,,877257172.6194026,30,all_retained
T100000130358 -> T100000130416,post_only_entry,0,1,0.0,0.0013774104683195593,,890985103.722987,30,all_retained
T100000130358 -> T100000130419,post_only_entry,0,1,0.0,0.0013774104683195593,,955721265.510021,30,all_retained
T100000130358 -> T100000130423,post_only_entry,0,1,0.0,0.0013774104683195593,,1014437780.8828144,30,all_retained
T100000130358 -> T100000130463,post_only_entry,0,1,0.0,0.0013774104683195593,,760365063.4967704,30,all_retained
T100000130358 -> T100000130467,post_only_entry,0,1,0.0,0.0013774104683195593,,733639461.0586463,30,all_retained
T100000130358 -> T100000130469,post_only_entry,0,1,0.0,0.0013774104683195593,,678932276.134599,30,all_retained
T100000130358 -> T100000130489,post_only_entry,0,1,0.0,0.0013774104683195593,,734972032.7826855,30,all_retained
T100000130358 -> T100000130517,post_only_entry,0,2,0.0,0.0027548209366391185,,785007213.590678,30,all_retained
T100000130358 -> T100000130811,post_only_entry,0,1,0.0,0.0013774104683195593,,915240785.949836,30,all_retained
T100000130358 -> T100000131131,post_only_entry,0,1,0.0,0.0013774104683195593,,795968645.5773072,30,all_retained
T100000130494 -> T100000130426,post_only_entry,0,1,0.0,0.0013774104683195593,,200709681.31412792,30,all_retained
T100000130494 -> T100000130427,post_only_entry,0,1,0.0,0.0013774104683195593,,1139057924.576449,30,all_retained
T100000130494 -> T100000130488,post_only_entry,0,3,0.0,0.004132231404958678,,257001280.11212897,30,all_retained
T100000130494 -> T100000130557,post_only_entry,0,1,0.0,0.0013774104683195593,,241279526.22661805,30,all_retained
T100000130512 -> T100000130404,post_only_entry,0,1,0.0,0.0013774104683195593,,220345459.42653605,30,all_retained
T100000130512 -> T100000130411,post_only_entry,0,1,0.0,0.0013774104683195593,,246690195.65898952,30,all_retained
T100000130512 -> T100000130421,post_only_entry,0,1,0.0,0.0013774104683195593,,217809782.35636687,30,all_retained
T100000130512 -> T100000130521,post_only_entry,0,1,0.0,0.0013774104683195593,,104640520.44568025,30,all_retained
T100000130512 -> T100000130701,post_only_entry,0,1,0.0,0.0013774104683195593,,177630706.98176634,30,all_retained
T100000130512 -> T100000130713,post_only_entry,0,1,0.0,0.0013774104683195593,,173210590.03479984,30,all_retained
T100000130512 -> T100000130958,post_only_entry,0,1,0.0,0.0013774104683195593,,240223365.46858263,30,all_retained
T100000130576 -> T100000130321,post_only_entry,0,1,0.0,0.0013774104683195593,,2005670517.5993156,30,all_retained
T100000130576 -> T100000130384,post_only_entry,0,1,0.0,0.0013774104683195593,,1768934726.1222148,30,all_retained
T100000130576 -> T100000130423,post_only_entry,0,1,0.0,0.0013774104683195593,,1784635851.014947,30,all_retained
T100000130576 -> T100000130560,post_only_entry,0,1,0.0,0.0013774104683195593,,219739043.29480293,30,all_retained
T100000130579 -> T100000130272,post_only_entry,0,1,0.0,0.0013774104683195593,,1833325366.196258,30,all_retained
T100000130579 -> T100000130427,post_only_entry,0,2,0.0,0.0027548209366391185,,1483534573.5258887,30,all_retained
T100000130579 -> T100000130591,post_only_entry,0,2,0.0,0.0027548209366391185,,1019043171.5880854,30,all_retained
T100000130579 -> T100000130680,post_only_entry,0,1,0.0,0.0013774104683195593,,368680867.53841895,30,all_retained
T100000130579 -> T100000130958,post_only_entry,0,1,0.0,0.0013774104683195593,,1809985546.231126,30,all_retained
T100000130593 -> T100000130272,post_only_entry,0,1,0.0,0.0013774104683195593,,493394150.0799798,30,all_retained
T100000130593 -> T100000130384,post_only_entry,0,1,0.0,0.0013774104683195593,,797040456.6009206,30,all_retained
T100000130593 -> T100000130423,post_only_entry,0,2,0.0,0.0027548209366391185,,747594892.9695468,30,all_retained
T100000130593 -> T100000130431,post_only_entry,0,1,0.0,0.0013774104683195593,,438142855.82410055,30,all_retained
T100000130593 -> T100000130455,post_only_entry,0,3,0.0,0.004132231404958678,,107281384.39380682,30,all_retained
T100000130593 -> T100000130794,post_only_entry,0,1,0.0,0.0013774104683195593,,798719841.6545192,30,all_retained
T100000130601 -> T100000130411,post_only_entry,0,1,0.0,0.0013774104683195593,,866809719.8772696,30,all_retained
T100000130212 -> T100000130426,pre_only_exit,1,0,0.0010548523206751054,0.0,855442684.9763036,,30,all_retained
T100000130212 -> T100000130448,pre_only_exit,2,0,0.002109704641350211,0.0,886109398.5160763,,30,all_retained
T100000130212 -> T100000130492,pre_only_exit,5,0,0.005274261603375527,0.0,845029089.7487266,,30,all_retained
T100000130212 -> T100000130526,pre_only_exit,1,0,0.0010548523206751054,0.0,889597593.8402909,,30,all_retained
T100000130212 -> T100000130528,pre_only_exit,1,0,0.0010548523206751054,0.0,853207644.9328128,,30,all_retained
T100000130212 -> T100000130532,pre_only_exit,1,0,0.0010548523206751054,0.0,808989806.3082839,,30,all_retained
T100000130212 -> T100000130560,pre_only_exit,1,0,0.0010548523206751054,0.0,751484324.2480887,,30,all_retained
T100000130212 -> T100000130562,pre_only_exit,2,0,0.002109704641350211,0.0,296016663.42837,,30,all_retained
T100000130212 -> T100000131096,pre_only_exit,1,0,0.0010548523206751054,0.0,971779110.0388842,,30,all_retained
T100000130212 -> T100000131141,pre_only_exit,1,0,0.0010548523206751054,0.0,926824452.7258112,,30,all_retained
T100000130214 -> T100000130310,pre_only_exit,1,0,0.0010548523206751054,0.0,1749004231.4941862,,30,all_retained
T100000130214 -> T100000130460,pre_only_exit,1,0,0.0010548523206751054,0.0,897514129.8696556,,30,all_retained
T100000130214 -> T100000130467,pre_only_exit,2,0,0.002109704641350211,0.0,1621702593.3680212,,30,all_retained
T100000130214 -> T100000130474,pre_only_exit,4,0,0.004219409282700422,0.0,974593118.8573754,,30,all_retained
T100000130214 -> T100000130488,pre_only_exit,3,0,0.0031645569620253164,0.0,963660721.9044905,,30,all_retained
T100000130214 -> T100000130557,pre_only_exit,1,0,0.0010548523206751054,0.0,815978859.7276016,,30,all_retained
T100000130214 -> T100000130591,pre_only_exit,1,0,0.0010548523206751054,0.0,1147212534.146714,,30,all_retained
T100000130214 -> T100000131096,pre_only_exit,1,0,0.0010548523206751054,0.0,1009432812.0606686,,30,all_retained
T100000130214 -> T100000131131,pre_only_exit,1,0,0.0010548523206751054,0.0,1684031777.886683,,30,all_retained
T100000130216 -> T100000130312,pre_only_exit,1,0,0.0010548523206751054,0.0,2034462988.2275832,,30,all_retained
T100000130216 -> T100000130448,pre_only_exit,7,0,0.007383966244725738,0.0,965642437.3883884,,30,all_retained
T100000130216 -> T100000130456,pre_only_exit,2,0,0.002109704641350211,0.0,869522106.9778783,,30,all_retained
T100000130216 -> T100000130498,pre_only_exit,3,0,0.0031645569620253164,0.0,955077939.885553,,30,all_retained
T100000130216 -> T100000130522,pre_only_exit,1,0,0.0010548523206751054,0.0,937269513.0423017,,30,all_retained
T100000130216 -> T100000130526,pre_only_exit,2,0,0.002109704641350211,0.0,856019316.5242796,,30,all_retained
T100000130216 -> T100000130532,pre_only_exit,2,0,0.002109704641350211,0.0,861570459.5507097,,30,all_retained
T100000130216 -> T100000130536,pre_only_exit,1,0,0.0010548523206751054,0.0,940493601.096891,,30,all_retained
T100000130216 -> T100000130566,pre_only_exit,1,0,0.0010548523206751054,0.0,301898020.64816165,,30,all_retained
T100000130216 -> T100000131141,pre_only_exit,2,0,0.002109704641350211,0.0,899222303.7945735,,30,all_retained
T100000130217 -> T100000130320,pre_only_exit,1,0,0.0010548523206751054,0.0,1946100850.1007583,,30,all_retained
T100000130217 -> T100000130321,pre_only_exit,1,0,0.0010548523206751054,0.0,1941618975.1550949,,30,all_retained
T100000130217 -> T100000130446,pre_only_exit,2,0,0.002109704641350211,0.0,604117858.2510382,,30,all_retained
T100000130217 -> T100000130467,pre_only_exit,1,0,0.0010548523206751054,0.0,1656509253.8862638,,30,all_retained
T100000130217 -> T100000130532,pre_only_exit,1,0,0.0010548523206751054,0.0,589492621.4291872,,30,all_retained
T100000130217 -> T100000130534,pre_only_exit,2,0,0.002109704641350211,0.0,544706383.491737,,30,all_retained
T100000130221 -> T100000130562,pre_only_exit,2,0,0.002109704641350211,0.0,319327641.81682074,,30,all_retained
T100000130224 -> T100000130321,pre_only_exit,1,0,0.0010548523206751054,0.0,2163356411.157167,,30,all_retained
T100000130224 -> T100000130488,pre_only_exit,2,0,0.002109704641350211,0.0,993407700.7288723,,30,all_retained
T100000130224 -> T100000130498,pre_only_exit,1,0,0.0010548523206751054,0.0,943496710.7116692,,30,all_retained
T100000130224 -> T100000130522,pre_only_exit,1,0,0.0010548523206751054,0.0,925688283.8684176,,30,all_retained
T100000130224 -> T100000130524,pre_only_exit,2,0,0.002109704641350211,0.0,858153826.0314854,,30,all_retained
T100000130224 -> T100000130545,pre_only_exit,2,0,0.002109704641350211,0.0,1116169142.633326,,30,all_retained
T100000130224 -> T100000130553,pre_only_exit,1,0,0.0010548523206751054,0.0,868366865.4344593,,30,all_retained
T100000130224 -> T100000130557,pre_only_exit,1,0,0.0010548523206751054,0.0,811828874.5368224,,30,all_retained
T100000130224 -> T100000130685,pre_only_exit,1,0,0.0010548523206751054,0.0,1181540402.3655927,,30,all_retained
T100000130224 -> T100000131064,pre_only_exit,3,0,0.0031645569620253164,0.0,1011460955.8285524,,30,all_retained
T100000130224 -> T100000131141,pre_only_exit,3,0,0.0031645569620253164,0.0,937379348.8561872,,30,all_retained
T100000130240 -> T100000130314,pre_only_exit,1,0,0.0010548523206751054,0.0,1929698993.3207111,,30,all_retained
T100000130240 -> T100000130317,pre_only_exit,1,0,0.0010548523206751054,0.0,1448938925.0515282,,30,all_retained
T100000130240 -> T100000130426,pre_only_exit,3,0,0.0031645569620253164,0.0,861194195.4462172,,30,all_retained
T100000130240 -> T100000130474,pre_only_exit,1,0,0.0010548523206751054,0.0,970860191.9781804,,30,all_retained
T100000130240 -> T100000130488,pre_only_exit,1,0,0.0010548523206751054,0.0,960970759.827874,,30,all_retained
T100000130240 -> T100000130526,pre_only_exit,1,0,0.0010548523206751054,0.0,859760890.712683,,30,all_retained
T100000130240 -> T100000130532,pre_only_exit,2,0,0.002109704641350211,0.0,827643700.852323,,30,all_retained
T100000130240 -> T100000130534,pre_only_exit,2,0,0.002109704641350211,0.0,829421572.6669154,,30,all_retained
T100000130240 -> T100000130560,pre_only_exit,1,0,0.0010548523206751054,0.0,729226347.9524907,,30,all_retained
T100000130240 -> T100000130562,pre_only_exit,1,0,0.0010548523206751054,0.0,298287283.7097448,,30,all_retained
T100000130240 -> T100000130591,pre_only_exit,1,0,0.0010548523206751054,0.0,1231737881.6196644,,30,all_retained
T100000130240 -> T100000130603,pre_only_exit,1,0,0.0010548523206751054,0.0,1672933942.6829653,,30,all_retained
T100000130240 -> T100000130925,pre_only_exit,1,0,0.0010548523206751054,0.0,725475616.4390243,,30,all_retained
T100000130240 -> T100000131096,pre_only_exit,1,0,0.0010548523206751054,0.0,974570611.2182229,,30,all_retained
T100000130240 -> T100000131141,pre_only_exit,1,0,0.0010548523206751054,0.0,737281618.614429,,30,all_retained
T100000130242 -> T100000130462,pre_only_exit,1,0,0.0010548523206751054,0.0,1037244726.616029,,30,all_retained
T100000130242 -> T100000130557,pre_only_exit,3,0,0.0031645569620253164,0.0,782975017.3874174,,30,all_retained
T100000130242 -> T100000130591,pre_only_exit,2,0,0.002109704641350211,0.0,1198779056.495013,,30,all_retained
T100000130243 -> T100000130314,pre_only_exit,1,0,0.0010548523206751054,0.0,1665178080.1267602,,30,all_retained
T100000130243 -> T100000130526,pre_only_exit,1,0,0.0010548523206751054,0.0,29156067.480343927,,30,all_retained
T100000130245 -> T100000130321,pre_only_exit,1,0,0.0010548523206751054,0.0,1321744427.3561623,,30,all_retained
T100000130245 -> T100000130439,pre_only_exit,1,0,0.0010548523206751054,0.0,1056096271.329435,,30,all_retained
T100000130245 -> T100000130446,pre_only_exit,2,0,0.002109704641350211,0.0,767034927.8929147,,30,all_retained
T100000130245 -> T100000130492,pre_only_exit,2,0,0.002109704641350211,0.0,779779785.5076535,,30,all_retained
T100000130245 -> T100000130526,pre_only_exit,2,0,0.002109704641350211,0.0,648862327.5453928,,30,all_retained
T100000130245 -> T100000130532,pre_only_exit,1,0,0.0010548523206751054,0.0,612053292.723877,,30,all_retained
T100000130247 -> T100000130446,pre_only_exit,1,0,0.0010548523206751054,0.0,789001305.1897002,,30,all_retained
T100000130247 -> T100000130545,pre_only_exit,1,0,0.0010548523206751054,0.0,925490980.0632108,,30,all_retained
T100000130252 -> T100000130313,pre_only_exit,1,0,0.0010548523206751054,0.0,1829499729.2194796,,30,all_retained
T100000130252 -> T100000130386,pre_only_exit,1,0,0.0010548523206751054,0.0,1611363901.0972056,,30,all_retained
T100000130252 -> T100000130427,pre_only_exit,1,0,0.0010548523206751054,0.0,1259593123.4774697,,30,all_retained
T100000130252 -> T100000130466,pre_only_exit,1,0,0.0010548523206751054,0.0,902776530.2859504,,30,all_retained
T100000130252 -> T100000130467,pre_only_exit,1,0,0.0010548523206751054,0.0,1761404036.0198455,,30,all_retained
T100000130252 -> T100000130492,pre_only_exit,1,0,0.0010548523206751054,0.0,797071626.7362851,,30,all_retained
T100000130259 -> T100000130384,pre_only_exit,1,0,0.0010548523206751054,0.0,1641119532.7133672,,30,all_retained
T100000130259 -> T100000130430,pre_only_exit,1,0,0.0010548523206751054,0.0,749241509.6619277,,30,all_retained
T100000130259 -> T100000130456,pre_only_exit,1,0,0.0010548523206751054,0.0,708031456.6795987,,30,all_retained
T100000130259 -> T100000130467,pre_only_exit,1,0,0.0010548523206751054,0.0,1937687840.9220064,,30,all_retained
T100000130259 -> T100000130489,pre_only_exit,1,0,0.0010548523206751054,0.0,1913873565.94123,,30,all_retained
T100000130259 -> T100000130536,pre_only_exit,2,0,0.002109704641350211,0.0,590442085.4390473,,30,all_retained
T100000130259 -> T100000130557,pre_only_exit,1,0,0.0010548523206751054,0.0,731809687.3919327,,30,all_retained
T100000130259 -> T100000130671,pre_only_exit,3,0,0.0031645569620253164,0.0,1343922783.537522,,30,all_retained
T100000130259 -> T100000130684,pre_only_exit,2,0,0.002109704641350211,0.0,920551994.1380644,,30,all_retained
T100000130259 -> T100000130968,pre_only_exit,2,0,0.002109704641350211,0.0,1617015920.2015295,,30,all_retained
T100000130273 -> T100000130310,pre_only_exit,2,0,0.002109704641350211,0.0,330124658.4689524,,30,all_retained
T100000130273 -> T100000130313,pre_only_exit,2,0,0.002109704641350211,0.0,330003510.7596309,,30,all_retained
T100000130273 -> T100000130317,pre_only_exit,1,0,0.0010548523206751054,0.0,199327621.53741127,,30,all_retained
T100000130273 -> T100000130321,pre_only_exit,3,0,0.0031645569620253164,0.0,202834517.31072772,,30,all_retained
T100000130273 -> T100000130463,pre_only_exit,1,0,0.0010548523206751054,0.0,376895658.0367488,,30,all_retained
T100000130273 -> T100000130477,pre_only_exit,1,0,0.0010548523206751054,0.0,424918339.367161,,30,all_retained
T100000130273 -> T100000130533,pre_only_exit,1,0,0.0010548523206751054,0.0,358218121.8738813,,30,all_retained
T100000130273 -> T100000130794,pre_only_exit,1,0,0.0010548523206751054,0.0,184586380.455492,,30,all_retained
T100000130278 -> T100000130310,pre_only_exit,1,0,0.0010548523206751054,0.0,416913515.0603762,,30,all_retained
T100000130278 -> T100000130321,pre_only_exit,1,0,0.0010548523206751054,0.0,325099455.82305175,,30,all_retained
T100000130278 -> T100000130421,pre_only_exit,1,0,0.0010548523206751054,0.0,347394283.07725483,,30,all_retained
T100000130294 -> T100000130272,pre_only_exit,1,0,0.0010548523206751054,0.0,329826929.1493718,,30,all_retained
T100000130294 -> T100000130320,pre_only_exit,1,0,0.0010548523206751054,0.0,229491396.99590823,,30,all_retained
T100000130294 -> T100000130323,pre_only_exit,1,0,0.0010548523206751054,0.0,132020899.03469951,,30,all_retained
T100000130294 -> T100000130384,pre_only_exit,1,0,0.0010548523206751054,0.0,195482062.668954,,30,all_retained
T100000130294 -> T100000130392,pre_only_exit,1,0,0.0010548523206751054,0.0,311042767.4945196,,30,all_retained
T100000130294 -> T100000130463,pre_only_exit,2,0,0.002109704641350211,0.0,374023067.6159538,,30,all_retained
T100000130294 -> T100000130469,pre_only_exit,1,0,0.0010548523206751054,0.0,512416914.15824807,,30,all_retained
T100000130294 -> T100000130497,pre_only_exit,1,0,0.0010548523206751054,0.0,345397135.52447826,,30,all_retained
T100000130294 -> T100000130503,pre_only_exit,1,0,0.0010548523206751054,0.0,412487586.9195626,,30,all_retained
T100000130294 -> T100000130517,pre_only_exit,1,0,0.0010548523206751054,0.0,376502575.8063594,,30,all_retained
