family,model,block_length_days,variant,weighting,n_series,dropped_control,minimum_pre_event_daily_transits,observed_global_statistic,historical_reference_mean,historical_reference_sd,reference_q025,reference_q950,reference_q975,one_sided_bootstrap_p_value,n_joint_resamples,equal_weighted_tanker_global,minimum_detectable_global_statistic,would_flag_a_tanker_sized_movement
non_tanker_negative_controls,chronos2_univariate,7,leave_one_control_out,equal,9,n_roro::Gibraltar Strait,0.9644359464627151,0.022940331610808974,-0.1839413014309,0.2043921897113776,-0.6711899188762759,0.06759444026309425,0.07913018236315232,0.17468253174682533,10000,0.10676419339488812,0.06759444026309425,True
non_tanker_negative_controls,chronos2_univariate,7,leave_one_control_out,equal,9,n_roro::Malacca Strait,0.9644359464627151,0.06447769444500863,-0.18657586038649968,0.2044492667589392,-0.6752281364866525,0.064272446404558,0.07596807598236534,0.049595040495950406,10000,0.10676419339488812,0.064272446404558,True
non_tanker_negative_controls,chronos2_univariate,7,leave_one_control_out,equal,9,n_roro::Panama Canal,0.9644359464627151,0.018914681486311966,-0.19100704328566184,0.20628631661045385,-0.6854093668474485,0.061787781575618886,0.07221807754197435,0.17578242175782421,10000,0.10676419339488812,0.061787781575618886,True
non_tanker_negative_controls,chronos2_univariate,7,leave_one_control_out,equal,9,n_roro::Yucatan Channel,1.7655831739961758,0.006028084304628808,-0.18947310002220025,0.20382133959840987,-0.6781253564278906,0.05977721773101261,0.06993866484658223,0.19768023197680232,10000,0.10676419339488812,0.05977721773101261,True
non_tanker_negative_controls,chronos2_univariate,7,volume_eligible_controls,equal,7,,5.154110898661568,-0.07662049428517674,0.03429166309244068,0.014751747204710676,0.004935514793872168,0.05834533906999681,0.06312063110897748,1.0,10000,0.10676419339488812,0.05834533906999681,True
non_tanker_negative_controls,chronos2_univariate,14,full_ten_control_family,equal,10,,0.9644359464627151,0.027215396993565566,-0.15983941405756383,0.25367223829874846,-0.8020986214734209,0.08148838027734397,0.08906912651279625,0.33726627337266274,10000,0.10676419339488812,0.08148838027734397,True
non_tanker_negative_controls,chronos2_univariate,14,full_ten_control_family,inverse_reference_variance,10,,0.9644359464627151,-0.046483203989826694,0.02643210072455703,0.010239964695334761,0.0065444259249657485,0.04342048816513966,0.04699745026410161,1.0,10000,0.10676419339488812,0.04342048816513966,True
non_tanker_negative_controls,chronos2_univariate,14,full_ten_control_family,pre_event_volume,10,,0.9644359464627151,-0.06712561239127057,0.00876424876028305,0.03441403949122068,-0.07414854639647028,0.05022332264381651,0.05525407007013291,0.966003399660034,10000,0.10676419339488812,0.05022332264381651,True
non_tanker_negative_controls,chronos2_univariate,14,leave_one_control_out,equal,9,n_dry_bulk::Cape of Good Hope,0.9644359464627151,0.0474675363993731,-0.18822390346446727,0.2832670331254324,-0.9044614802042459,0.08164372924345317,0.09026829282637329,0.23717628237176283,10000,0.10676419339488812,0.08164372924345317,True
non_tanker_negative_controls,chronos2_univariate,14,leave_one_control_out,equal,9,n_dry_bulk::Gibraltar Strait,0.9644359464627151,0.03315511119329391,-0.17242397862716138,0.28080597345811087,-0.8813535740650472,0.09402123656900999,0.10241022028634733,0.34196580341965804,10000,0.10676419339488812,0.09402123656900999,True
non_tanker_negative_controls,chronos2_univariate,14,leave_one_control_out,equal,9,n_dry_bulk::Malacca Strait,0.9644359464627151,0.03729288808914868,-0.18166538688215553,0.28081030627573295,-0.8929026528814425,0.0849657878785171,0.09380439743353695,0.29647035296470353,10000,0.10676419339488812,0.0849657878785171,True
non_tanker_negative_controls,chronos2_univariate,14,leave_one_control_out,equal,9,n_dry_bulk::Panama Canal,0.9644359464627151,0.03969411977066607,-0.17866711787911482,0.2848155243264384,-0.897851078986883,0.08984922468097097,0.09721087907450024,0.3174682531746825,10000,0.10676419339488812,0.08984922468097097,True
non_tanker_negative_controls,chronos2_univariate,14,leave_one_control_out,equal,9,n_dry_bulk::Yucatan Channel,0.9644359464627151,0.026241346219014732,-0.1785744258487291,0.2816051735036469,-0.8902928655482508,0.0892018970355902,0.09695462257113166,0.3454654534546545,10000,0.10676419339488812,0.0892018970355902,True
non_tanker_negative_controls,chronos2_univariate,14,leave_one_control_out,equal,9,n_roro::Cape of Good Hope,0.9644359464627151,-0.02405782358259921,0.05201806776300995,0.019256875154203847,0.013240130303877762,0.08319057802305758,0.0891442308243439,0.9999000099990001,10000,0.10676419339488812,0.08319057802305758,True
non_tanker_negative_controls,chronos2_univariate,14,leave_one_control_out,equal,9,n_roro::Gibraltar Strait,0.9644359464627151,0.022940331610808974,-0.18384315283071312,0.2826712532331417,-0.8981303037145097,0.08564142083554964,0.09493226349891126,0.3414658534146585,10000,0.10676419339488812,0.08564142083554964,True
non_tanker_negative_controls,chronos2_univariate,14,leave_one_control_out,equal,9,n_roro::Malacca Strait,0.9644359464627151,0.06447769444500863,-0.18643688805927766,0.2826821805066664,-0.9002656620311775,0.08069222977472908,0.08815079561572585,0.1404859514048595,10000,0.10676419339488812,0.08069222977472908,True
non_tanker_negative_controls,chronos2_univariate,14,leave_one_control_out,equal,9,n_roro::Panama Canal,0.9644359464627151,0.018914681486311966,-0.19097363943362597,0.2853770773895344,-0.9103003416322407,0.07820485160732155,0.0860837809871343,0.3431656834316568,10000,0.10676419339488812,0.07820485160732155,True
non_tanker_negative_controls,chronos2_univariate,14,leave_one_control_out,equal,9,n_roro::Yucatan Channel,1.7655831739961758,0.006028084304628808,-0.18960371531340336,0.281795615150876,-0.9006309732730681,0.07464443787927319,0.08168343944840416,0.36866313368663134,10000,0.10676419339488812,0.07464443787927319,True
non_tanker_negative_controls,chronos2_univariate,14,volume_eligible_controls,equal,7,,5.154110898661568,-0.07662049428517674,0.03425067118501458,0.01769957924788844,-0.000680655906539148,0.06305493880503969,0.06822858616148914,1.0,10000,0.10676419339488812,0.06305493880503969,True
non_tanker_negative_controls,chronos2_univariate,28,full_ten_control_family,equal,10,,0.9644359464627151,0.027215396993565566,-0.1590975567619979,0.3336565591158873,-1.0262072051279454,0.09062706031155651,0.09748930014583676,0.5005499450054994,10000,0.10676419339488812,0.09062706031155651,True
