hypothesis,model,portname,vessel_class,n_days,pre_event_mean,observed_sum,counterfactual_sum,cumulative_gap,event_statistic,historical_reference_mean,historical_reference_sd,reference_q025,reference_q975,studentized_statistic,raw_resampling_p_value,romano_wolf_p_value,stepdown_rank,family_size,n_joint_resamples,family,status,block_length_days,in_restricted_five,is_treated_anchor,is_context_corridor,volume_eligible
n_tanker::Makassar Strait,ar_lag1_7,Makassar Strait,n_tanker,130,5.217973231357552,639.0,677.8709629140203,-38.87096291402043,-0.057303361625934225,-0.033453019795949224,0.041844852447405746,-0.11289240880549888,0.05047740793700029,-0.5699707475360843,0.7077292270772922,1.0,13,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,True
n_tanker::Torres Strait,ar_lag1_7,Torres Strait,n_tanker,130,2.026003824091778,273.0,263.42028454483454,9.579715455165454,0.03637215192272507,0.07081969101284963,0.05284918278716146,-0.03231981147684417,0.17372921067302433,-0.6518083586808617,0.7432256774322568,1.0,14,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,False
n_tanker::Suez Canal,ar_lag1_7,Suez Canal,n_tanker,130,17.593881453154875,2140.0,2298.024555629863,-158.02455562986287,-0.0690906954262288,0.007747836933178564,0.10111639839274766,-0.1771438842091371,0.21439052507101583,-0.7599017921994978,0.7639236076392361,1.0,15,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,True,True
n_tanker::Luzon Strait,ar_lag1_7,Luzon Strait,n_tanker,130,24.50095602294455,2929.0,3176.8235658592794,-247.82356585927963,-0.07780656069947728,0.007861300723314502,0.050762673355662875,-0.08822002463110652,0.11076089316369735,-1.6876152448191548,0.9575042495750425,1.0,16,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,True
n_tanker::Magellan Strait,ar_lag1_7,Magellan Strait,n_tanker,130,0.982791586998088,131.0,127.88381104579737,3.1161889542026184,0.024390404415563744,0.23262630940517393,0.10632313351555218,0.03182335160187845,0.44489316415521885,-1.9585192620301293,0.9793020697930207,1.0,17,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,False
n_tanker::Bering Strait,ar_lag1_7,Bering Strait,n_tanker,130,0.34493307839388143,6.0,42.77026364230262,-36.77026364230262,-0.820008864272739,0.30093182226905557,0.5149682643061665,-0.5986106386348244,1.3918559489848519,-2.176717992616641,0.9976002399760024,1.0,18,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,False
n_tanker::Taiwan Strait,ar_lag1_7,Taiwan Strait,n_tanker,130,55.877629063097515,6142.0,7232.073876431918,-1090.0738764319171,-0.15006334029298699,-0.10546719575244375,0.019654993838363156,-0.14410237152073826,-0.0670899264106865,-2.2689472663939108,0.9874012598740126,1.0,19,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,True
n_tanker::Gibraltar Strait,ar_lag1_7,Gibraltar Strait,n_tanker,130,43.01414913957935,5868.0,5634.049317080094,233.95068291990617,0.04183787599763344,0.12875049197237265,0.027684017973048217,0.07813999009308888,0.18519137070294167,-3.1394509301125657,1.0,1.0,20,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,True,False,False,True
n_tanker::Bohai Strait,ar_lag1_7,Bohai Strait,n_tanker,130,36.65353728489484,4246.0,4783.569355595401,-537.5693555954015,-0.11281718479322642,-0.023693738582142458,0.02278489475435784,-0.07000121258847808,0.018956694470813617,-3.9115144999315037,0.9997000299970003,1.0,21,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,True
n_tanker::Ombai Strait,ar_lag1_7,Ombai Strait,n_tanker,130,3.7158699808795412,433.0,482.68772195025736,-49.68772195025734,-0.10285969308343264,0.04932633039716156,0.03808036000709945,-0.025565016754253333,0.12365015330285106,-3.996443926796429,1.0,1.0,22,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,False
n_tanker::Dover Strait,ar_lag1_7,Dover Strait,n_tanker,130,57.932695984703635,7718.0,7560.86181492017,157.13818507982964,0.020864819931114536,0.10977351506568045,0.020795345450814493,0.07220647563827388,0.15313613883811572,-4.2754132334494885,1.0,1.0,23,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,True
n_tanker::Bosporus Strait,ar_lag1_7,Bosporus Strait,n_tanker,130,23.35640535372849,2801.0,3034.2996861199326,-233.29968611993255,-0.07683600892235949,0.03175862236167269,0.02286454503965443,-0.012114392914263424,0.0776584448193539,-4.74947702198729,1.0,1.0,24,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,True
n_tanker::Korea Strait,ar_lag1_7,Korea Strait,n_tanker,130,62.31242829827916,6932.0,8084.482884790485,-1152.482884790485,-0.1422710236470055,-0.04152122848379023,0.02034663350211708,-0.08315556504114463,-0.004017911008742107,-4.951669039142628,1.0,1.0,25,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,True
n_tanker::Oresund Strait,ar_lag1_7,Oresund Strait,n_tanker,130,11.81567877629063,1315.0,1535.9285463757512,-220.9285463757513,-0.14383010819037073,-0.010479946623058047,0.025357556338232386,-0.05854688758167591,0.040293646848695484,-5.258793859653442,1.0,1.0,26,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,True
n_tanker::Malacca Strait,ar_lag1_7,Malacca Strait,n_tanker,130,75.48298279158699,9373.0,9960.4105784838,-587.4105784838002,-0.059861742929393946,0.11401716326819505,0.014894656746420955,0.08572718446853861,0.14429663855550012,-11.673911601848122,1.0,1.0,27,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,True,False,False,True
n_tanker::Strait of Hormuz,ar_lag1_7,Strait of Hormuz,n_tanker,130,54.10363288718929,529.0,7025.362323200071,-6496.362323200071,-0.9236351646656651,0.03606917154534494,0.05094384136343576,-0.06627032443407259,0.1343529329569176,-18.83847606552545,1.0,1.0,28,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,True,True,True
n_tanker::Yucatan Channel,ar_lag1_7,Yucatan Channel,n_tanker,130,23.074569789674953,4006.0,3006.9970976860895,999.0029023139101,0.33303492893486586,0.09925006276945504,0.03501057484483129,0.03153382757519995,0.16832675258478516,6.6775500602762925,9.999000099990002e-05,9.999000099990002e-05,1,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,True,False,False,True
n_tanker::Panama Canal,ar_lag1_7,Panama Canal,n_tanker,130,12.354110898661569,1949.0,1609.2619872640091,339.738012735991,0.21153843851454512,-0.03520174659136074,0.05003802665118185,-0.14610810470285232,0.04214666589135585,4.931053473110497,9.999000099990002e-05,9.999000099990002e-05,2,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,True,False,False,True
n_tanker::Mindoro Strait,ar_lag1_7,Mindoro Strait,n_tanker,130,3.6390057361376673,524.0,472.45679534144136,51.543204658558594,0.1089545382530885,-0.12877873803480303,0.08113833472854476,-0.28441815793795205,0.0309084105822227,2.929974802702675,0.0011998800119988001,0.04179582041795821,3,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,False
n_tanker::Mona Passage,ar_lag1_7,Mona Passage,n_tanker,130,2.465391969407266,366.0,320.08910066545405,45.91089933454592,0.14324730853925804,0.007988681589295513,0.06294473473866492,-0.11038357437216054,0.13344590695600725,2.14884735810758,0.017798220177982202,0.27647235276472354,4,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,False
n_tanker::Cape of Good Hope,ar_lag1_7,Cape of Good Hope,n_tanker,130,12.949521988527724,2618.0,1689.7313649531911,928.2686350468089,0.5514124743928375,0.24916203380627575,0.14152894351843723,-0.02908247058360665,0.5193135055094178,2.1356086823836637,0.0136986301369863,0.27647235276472354,5,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,True,False,False,True
n_tanker::Lombok Strait,ar_lag1_7,Lombok Strait,n_tanker,130,7.1915869980879545,1045.0,935.0328601428947,109.96713985710528,0.11762370058914515,0.06692776176880863,0.02772827932962526,0.011082347693514027,0.12109603308438778,1.8283117469237375,0.0321967803219678,0.45685431456854314,6,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,True
n_tanker::Kerch Strait,ar_lag1_7,Kerch Strait,n_tanker,130,6.964053537284895,318.0,841.8949582451032,-523.8949582451032,-0.5786803900478347,-0.8246971393827899,0.14742656756969963,-1.100718979209673,-0.5270446805254487,1.6687409426299271,0.052394760523947606,0.5489451054894511,7,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,True
n_tanker::Tsugaru Strait,ar_lag1_7,Tsugaru Strait,n_tanker,130,12.198087954110898,1660.0,1587.6533247325808,72.34667526741923,0.0456229606448201,0.020748518603989602,0.045001337941166446,-0.07261762509779293,0.10463085029668767,0.5527489443391812,0.2966703329667033,0.9908009199080092,8,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,True
n_tanker::Balabac Strait,ar_lag1_7,Balabac Strait,n_tanker,130,3.5124282982791586,444.0,456.1938043632299,-12.193804363229853,-0.026704743025707522,-0.054006830931648354,0.061180535955448166,-0.17315696413482753,0.06416177025549817,0.4462544742305345,0.33526647335266474,0.9934006599340066,9,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,False
n_tanker::Windward Passage,ar_lag1_7,Windward Passage,n_tanker,130,2.0860420650095604,236.0,270.6908890166369,-34.690889016636945,-0.12792311186421151,-0.15496555921640273,0.06304640544260075,-0.2738875992532797,-0.027726671257310077,0.42892924921487297,0.32756724327567244,0.9934006599340066,10,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,False
n_tanker::Sunda Strait,ar_lag1_7,Sunda Strait,n_tanker,130,11.196175908221797,1601.0,1456.9374475077525,144.06255249224762,0.09897785545650647,0.09132454459609725,0.03164007533179364,0.02464243347756606,0.1471626921957809,0.24188661942655904,0.42645735426457354,0.9985001499850015,11,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,True
n_tanker::Bab el-Mandeb Strait,ar_lag1_7,Bab el-Mandeb Strait,n_tanker,130,17.496749521988527,1833.0,2244.1079716886843,-411.10797168868453,-0.18074037174823054,-0.13106435604847863,0.16804504339754214,-0.4271156818589302,0.21945075935594355,-0.2956113116781074,0.5804419558044196,1.0,12,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,True,True
n_tanker::Makassar Strait,ar_lag1_7,Makassar Strait,n_tanker,130,5.217973231357552,639.0,677.8709629140203,-38.87096291402043,-0.057303361625934225,-0.034271223798548106,0.050831269991288966,-0.1306335099652584,0.0683579977442628,-0.45310962782029984,0.6701329867013298,1.0,13,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,True
