hypothesis,model,portname,vessel_class,n_days,pre_event_mean,observed_sum,counterfactual_sum,cumulative_gap,event_statistic,historical_reference_mean,historical_reference_sd,reference_q025,reference_q975,studentized_statistic,raw_resampling_p_value,romano_wolf_p_value,stepdown_rank,family_size,n_joint_resamples,family,status,block_length_days,in_restricted_five,is_treated_anchor,is_context_corridor,volume_eligible
n_tanker::Suez Canal,ar_lag1_7,Suez Canal,n_tanker,130,17.593881453154875,2140.0,2298.024555629863,-158.02455562986287,-0.0690906954262288,0.007928127283805101,0.13673561180730703,-0.23274623167904301,0.29193177803889186,-0.5632682056417878,0.6792320767923208,1.0,14,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,True,True
n_tanker::Torres Strait,ar_lag1_7,Torres Strait,n_tanker,130,2.026003824091778,273.0,263.42028454483454,9.579715455165454,0.03637215192272507,0.07185208721609113,0.05020594201319204,-0.024700782633342095,0.17296515573522828,-0.706687970998401,0.7599240075992401,1.0,15,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,False
n_tanker::Luzon Strait,ar_lag1_7,Luzon Strait,n_tanker,130,24.50095602294455,2929.0,3176.8235658592794,-247.82356585927963,-0.07780656069947728,0.007778984192510975,0.06457356594236247,-0.10628469966884453,0.1452941041692802,-1.3253959827521498,0.9159084091590841,1.0,16,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,True
n_tanker::Bering Strait,ar_lag1_7,Bering Strait,n_tanker,130,0.34493307839388143,6.0,42.77026364230262,-36.77026364230262,-0.820008864272739,0.3076984115523369,0.6913764617214627,-0.8330593822929792,1.7850953381506591,-1.6311045259151435,0.97000299970003,1.0,17,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,False
n_tanker::Magellan Strait,ar_lag1_7,Magellan Strait,n_tanker,130,0.982791586998088,131.0,127.88381104579737,3.1161889542026184,0.024390404415563744,0.2322492980262781,0.11435985143226103,0.019105121599243904,0.4688347838280711,-1.8175862508341556,0.9711028897110289,1.0,18,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,False
n_tanker::Taiwan Strait,ar_lag1_7,Taiwan Strait,n_tanker,130,55.877629063097515,6142.0,7232.073876431918,-1090.0738764319171,-0.15006334029298699,-0.10500296186986552,0.02184611593614426,-0.14791112497347583,-0.06339452498328821,-2.0626265352995476,0.9801019898010199,1.0,19,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,True
n_tanker::Gibraltar Strait,ar_lag1_7,Gibraltar Strait,n_tanker,130,43.01414913957935,5868.0,5634.049317080094,233.95068291990617,0.04183787599763344,0.1286465974985929,0.03486982434154793,0.0650496127772728,0.20018367913005491,-2.4895084256999116,0.9981001899810019,1.0,20,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,True,False,False,True
n_tanker::Dover Strait,ar_lag1_7,Dover Strait,n_tanker,130,57.932695984703635,7718.0,7560.86181492017,157.13818507982964,0.020864819931114536,0.10974490356786346,0.025430574186171527,0.06696345941396945,0.16538798727872403,-3.4950089206039063,1.0,1.0,21,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,True
n_tanker::Ombai Strait,ar_lag1_7,Ombai Strait,n_tanker,130,3.7158699808795412,433.0,482.68772195025736,-49.68772195025734,-0.10285969308343264,0.04878834205912276,0.042280837959510376,-0.030627234724784676,0.13640381674070262,-3.5866847125352366,1.0,1.0,22,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,False
n_tanker::Bohai Strait,ar_lag1_7,Bohai Strait,n_tanker,130,36.65353728489484,4246.0,4783.569355595401,-537.5693555954015,-0.11281718479322642,-0.023863820926531432,0.023360637232847016,-0.07267402193760551,0.018588161598730918,-3.8078312239539036,0.9997000299970003,1.0,23,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,True
n_tanker::Korea Strait,ar_lag1_7,Korea Strait,n_tanker,130,62.31242829827916,6932.0,8084.482884790485,-1152.482884790485,-0.1422710236470055,-0.04103532202113838,0.024236060072034923,-0.09399988849182557,0.0014732369787969746,-4.177069264763838,0.9996000399960004,1.0,24,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,True
n_tanker::Bosporus Strait,ar_lag1_7,Bosporus Strait,n_tanker,130,23.35640535372849,2801.0,3034.2996861199326,-233.29968611993255,-0.07683600892235949,0.03251766328717556,0.026138332295226423,-0.014135331204153114,0.0881324000884514,-4.183651465380828,1.0,1.0,25,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,True
n_tanker::Oresund Strait,ar_lag1_7,Oresund Strait,n_tanker,130,11.81567877629063,1315.0,1535.9285463757512,-220.9285463757513,-0.14383010819037073,-0.010642421117349258,0.025094669501294423,-0.05587964435573087,0.0415614936431245,-5.307409490535488,1.0,1.0,26,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,True
n_tanker::Malacca Strait,ar_lag1_7,Malacca Strait,n_tanker,130,75.48298279158699,9373.0,9960.4105784838,-587.4105784838002,-0.059861742929393946,0.1139996295567034,0.018410048337852054,0.07941208290563112,0.1506861154415309,-9.443830309159427,1.0,1.0,27,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,True,False,False,True
n_tanker::Strait of Hormuz,ar_lag1_7,Strait of Hormuz,n_tanker,130,54.10363288718929,529.0,7025.362323200071,-6496.362323200071,-0.9236351646656651,0.03747250248330061,0.0645914557319654,-0.09510953121002146,0.15522650384383654,-14.879795729287567,1.0,1.0,28,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,True,True,True
n_tanker::Mindoro Strait,chronos2_univariate,Mindoro Strait,n_tanker,130,3.6390057361376673,524.0,342.666624546051,181.33337545394897,0.3833113273289331,-0.00698158501248756,0.04415561731621353,-0.09299295405863378,0.08158038388963608,8.839031952523712,9.999000099990002e-05,9.999000099990002e-05,1,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,7,False,False,False,False
n_tanker::Yucatan Channel,chronos2_univariate,Yucatan Channel,n_tanker,130,23.074569789674953,4006.0,3359.899965286255,646.1000347137451,0.2153886426629157,0.031610702223498266,0.022345575316140457,-0.011869782363434422,0.0748108948683715,8.224354837115007,9.999000099990002e-05,9.999000099990002e-05,2,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,7,True,False,False,True
n_tanker::Balabac Strait,chronos2_univariate,Balabac Strait,n_tanker,130,3.5124282982791586,444.0,330.8844828605652,113.11551713943481,0.2477258718810955,-0.017349001972218975,0.046258181333879,-0.10785671847960612,0.07296600400914818,5.730334963670014,9.999000099990002e-05,9.999000099990002e-05,3,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,7,False,False,False,False
n_tanker::Panama Canal,chronos2_univariate,Panama Canal,n_tanker,130,12.354110898661569,1949.0,1672.0100021362305,276.98999786376953,0.17246828272284673,0.011535037167129667,0.0325065235997784,-0.0545478874036478,0.0716470510200114,4.950798416254334,9.999000099990002e-05,0.00019998000199980003,4,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,7,True,False,False,True
n_tanker::Cape of Good Hope,chronos2_univariate,Cape of Good Hope,n_tanker,130,12.949521988527724,2618.0,1886.3988523483276,731.6011476516724,0.43458755780852787,-0.237055864118467,0.22016965359253202,-0.7451350677083507,0.08561208902583237,3.050572188163612,9.999000099990002e-05,0.027597240275972403,5,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,7,True,False,False,True
n_tanker::Mona Passage,chronos2_univariate,Mona Passage,n_tanker,130,2.465391969407266,366.0,300.89741945266724,65.10258054733276,0.20312757052329072,0.06353819553804617,0.05464077127055297,-0.043688168906539405,0.17029347348962207,2.554674316254978,0.0065993400659934,0.11358864113588642,6,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,7,False,False,False,False
n_tanker::Bab el-Mandeb Strait,chronos2_univariate,Bab el-Mandeb Strait,n_tanker,130,17.496749521988527,1833.0,1751.4898109436035,81.51018905639648,0.03583531063824211,-0.10064297623732729,0.06609140102830706,-0.24423630280629227,0.011772847548095839,2.064993096713376,0.0052994700529947,0.3267673232676732,7,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,7,False,False,True,True
n_tanker::Makassar Strait,chronos2_univariate,Makassar Strait,n_tanker,130,5.217973231357552,639.0,585.4870829582214,53.512917041778564,0.07888845058164498,-0.0021279279548662117,0.0405231284669858,-0.08153329430241514,0.07837824714262095,1.999262682853207,0.0244975502449755,0.36936306369363064,8,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,7,False,False,False,True
n_tanker::Luzon Strait,chronos2_univariate,Luzon Strait,n_tanker,130,24.50095602294455,2929.0,2899.2894496917725,29.71055030822754,0.009327909264628233,-0.04304139955099239,0.03911046006826266,-0.12127553787212096,0.03178390296831337,1.3390102986315227,0.08789121087891211,0.8203179682031797,9,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,7,False,False,False,True
n_tanker::Magellan Strait,chronos2_univariate,Magellan Strait,n_tanker,130,0.982791586998088,131.0,101.74560415744781,29.254395842552185,0.22897409496639917,0.1262752577439449,0.11841262716645605,-0.10644096045421736,0.35951538025746343,0.8672963321562619,0.18818118188181182,0.9794020597940206,10,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,7,False,False,False,False
n_tanker::Windward Passage,chronos2_univariate,Windward Passage,n_tanker,130,2.0860420650095604,236.0,207.00449883937836,28.995501160621643,0.1069212938518305,0.0692857426740973,0.057148320127147836,-0.04260668420381037,0.17956687413577857,0.6585591858868085,0.26077392260773924,0.9919008099190081,11,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,7,False,False,False,False
n_tanker::Bosporus Strait,chronos2_univariate,Bosporus Strait,n_tanker,130,23.35640535372849,2801.0,2794.8756370544434,6.124362945556626,0.002017026313900181,-0.004064390205025584,0.02265199820156358,-0.04970947522902344,0.03892307019627393,0.26847152577056044,0.39766023397660233,0.9994000599940006,12,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,7,False,False,False,True
n_tanker::Lombok Strait,chronos2_univariate,Lombok Strait,n_tanker,130,7.1915869980879545,1045.0,1021.3696870803833,23.6303129196167,0.025275594648515476,0.022485703850673586,0.028422472158143156,-0.03214031876924009,0.07882879680195742,0.09815792174300976,0.45995400459954006,1.0,13,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,7,False,False,False,True
n_tanker::Korea Strait,chronos2_univariate,Korea Strait,n_tanker,130,62.31242829827916,6932.0,7124.606220245361,-192.60622024536136,-0.023776738445942074,-0.02249136303140664,0.01974679747142388,-0.06192959815121385,0.015388070515913364,-0.06509285449428108,0.5285471452854714,1.0,14,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,7,False,False,False,True
n_tanker::Torres Strait,chronos2_univariate,Torres Strait,n_tanker,130,2.026003824091778,273.0,253.2579971551895,19.742002844810486,0.07495620617240094,0.10010891917512926,0.057119523260077534,-0.010348352608985315,0.2124718767232295,-0.44035229230122575,0.6685331466853315,1.0,15,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,7,False,False,False,False
n_tanker::Ombai Strait,chronos2_univariate,Ombai Strait,n_tanker,130,3.7158699808795412,433.0,454.2079322338104,-21.207932233810425,-0.043903027043337414,-0.012418615048311944,0.03846412759320833,-0.08822291845900057,0.0640549924611562,-0.8185396098931598,0.793920607939206,1.0,16,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,7,False,False,False,False
n_tanker::Taiwan Strait,chronos2_univariate,Taiwan Strait,n_tanker,130,55.877629063097515,6142.0,6252.531162261963,-110.53116226196289,-0.015216102113912324,0.004312680048289901,0.020284012061117785,-0.03631614203291303,0.0432784017673046,-0.9627672328018749,0.8355164483551645,1.0,17,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,7,False,False,False,True
n_tanker::Sunda Strait,chronos2_univariate,Sunda Strait,n_tanker,130,11.196175908221797,1601.0,1611.1769018173218,-10.176901817321774,-0.006992017700950685,0.026112690528733384,0.02717393225921981,-0.02808125843751559,0.07929412469748533,-1.2182524013782368,0.8888111188881112,1.0,18,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,7,False,False,False,True
n_tanker::Bering Strait,chronos2_univariate,Bering Strait,n_tanker,130,0.34493307839388143,6.0,0.497477144002908,5.502522855997093,0.12271104612342144,0.5288406989672468,0.2149824589629804,0.15283849392775353,0.987119246082202,-1.8891292564188236,0.9834016598340166,1.0,19,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,7,False,False,False,False
n_tanker::Kerch Strait,chronos2_univariate,Kerch Strait,n_tanker,130,6.964053537284895,318.0,380.18611454963684,-62.18611454963684,-0.06868912261283347,0.0755747288237991,0.07027231405050571,-0.06325383904793289,0.21107127956701832,-2.052925869681025,0.9794020597940206,1.0,20,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,7,False,False,False,True
n_tanker::Suez Canal,chronos2_univariate,Suez Canal,n_tanker,130,17.593881453154875,2140.0,2383.4510135650635,-243.45101356506348,-0.1064404184677984,-0.03586187265030481,0.03328321764227254,-0.1043629342124687,0.028136400184783847,-2.120544551193055,0.9783021697830216,1.0,21,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,7,False,False,True,True
n_tanker::Dover Strait,chronos2_univariate,Dover Strait,n_tanker,130,57.932695984703635,7718.0,7993.505474090576,-275.5054740905762,-0.03658163739142026,0.003653839008275115,0.018580892266797166,-0.03273584407211474,0.04006522922348728,-2.1654221886638636,0.9838016198380162,1.0,22,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,7,False,False,False,True
n_tanker::Tsugaru Strait,chronos2_univariate,Tsugaru Strait,n_tanker,130,12.198087954110898,1660.0,1725.5817155838013,-65.58171558380127,-0.04135686979449889,0.034941359797346104,0.03474141320745869,-0.03193288077671607,0.10401601607456845,-2.196175185397018,0.9869013098690131,1.0,23,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,7,False,False,False,True
n_tanker::Bohai Strait,chronos2_univariate,Bohai Strait,n_tanker,130,36.65353728489484,4246.0,4869.049671173096,-623.0496711730957,-0.13075654174937384,-0.024598430803186605,0.02402887688502693,-0.07251422149516928,0.02186938346393342,-4.417938942969796,0.9999000099990001,1.0,24,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,7,False,False,False,True
n_tanker::Oresund Strait,chronos2_univariate,Oresund Strait,n_tanker,130,11.81567877629063,1315.0,1493.1225719451904,-178.12257194519043,-0.1159623290620436,0.0022635065370944923,0.0251820328146043,-0.0466606016298533,0.05141188855279515,-4.694848762589695,1.0,1.0,25,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,7,False,False,False,True
n_tanker::Gibraltar Strait,chronos2_univariate,Gibraltar Strait,n_tanker,130,43.01414913957935,5868.0,6530.495822906494,-662.4958229064941,-0.11847547415453016,-0.0030634844949264874,0.020858738950279527,-0.04398868196482608,0.03754470782295598,-5.533028143969223,1.0,1.0,26,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,7,True,False,False,True
n_tanker::Malacca Strait,chronos2_univariate,Malacca Strait,n_tanker,130,75.48298279158699,9373.0,11042.626625061035,-1669.6266250610352,-0.17014804206531953,0.0009962203660704328,0.010979671210056535,-0.020433807730389875,0.022736784350513007,-15.587375901988302,1.0,1.0,27,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,7,True,False,False,True
n_tanker::Strait of Hormuz,chronos2_univariate,Strait of Hormuz,n_tanker,130,54.10363288718929,529.0,7571.26872253418,-7042.26872253418,-1.0012506549901987,-0.03411950389037193,0.03182879165177839,-0.0971215097073989,0.027696169081759835,-30.385418387247814,1.0,1.0,28,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,7,False,True,True,True
n_tanker::Mindoro Strait,chronos2_univariate,Mindoro Strait,n_tanker,130,3.6390057361376673,524.0,342.666624546051,181.33337545394897,0.3833113273289331,-0.006304259672810398,0.04619452599429824,-0.09557439811279834,0.08332793773727253,8.434237144241582,9.999000099990002e-05,9.999000099990002e-05,1,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,False
n_tanker::Yucatan Channel,chronos2_univariate,Yucatan Channel,n_tanker,130,23.074569789674953,4006.0,3359.899965286255,646.1000347137451,0.2153886426629157,0.031675312001281285,0.026410239679271134,-0.018936541785135146,0.08384537650629999,6.956140227906652,9.999000099990002e-05,9.999000099990002e-05,2,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,True,False,False,True
n_tanker::Balabac Strait,chronos2_univariate,Balabac Strait,n_tanker,130,3.5124282982791586,444.0,330.8844828605652,113.11551713943481,0.2477258718810955,-0.017139729541458332,0.050582267279979505,-0.11607981531542952,0.08196211413077527,5.236333119598769,9.999000099990002e-05,9.999000099990002e-05,3,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,False
n_tanker::Panama Canal,chronos2_univariate,Panama Canal,n_tanker,130,12.354110898661569,1949.0,1672.0100021362305,276.98999786376953,0.17246828272284673,0.011731156221432634,0.04054771918244371,-0.07547739412220811,0.08398237644884375,3.964147176273476,9.999000099990002e-05,0.0011998800119988001,4,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,True,False,False,True
n_tanker::Mona Passage,chronos2_univariate,Mona Passage,n_tanker,130,2.465391969407266,366.0,300.89741945266724,65.10258054733276,0.20312757052329072,0.06356562880480988,0.05700351517154536,-0.04584479242272731,0.17692926290071911,2.448304131744957,0.007999200079992,0.14278572142785723,5,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,False
n_tanker::Cape of Good Hope,chronos2_univariate,Cape of Good Hope,n_tanker,130,12.949521988527724,2618.0,1886.3988523483276,731.6011476516724,0.43458755780852787,-0.23683487145678392,0.30253537557458177,-0.9673685267488866,0.1280523693889026,2.2193187424450174,9.999000099990002e-05,0.2303769623037696,6,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,True,False,False,True
n_tanker::Makassar Strait,chronos2_univariate,Makassar Strait,n_tanker,130,5.217973231357552,639.0,585.4870829582214,53.512917041778564,0.07888845058164498,-0.002007854213731065,0.04616196897294544,-0.0941182883948018,0.08658103683710086,1.7524448500623462,0.03569643035696431,0.5363463653634637,7,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,True
n_tanker::Bab el-Mandeb Strait,chronos2_univariate,Bab el-Mandeb Strait,n_tanker,130,17.496749521988527,1833.0,1751.4898109436035,81.51018905639648,0.03583531063824211,-0.1008742046399579,0.08980004891950732,-0.30299892793238814,0.033141493657029376,1.5223768463727698,0.0198980101989801,0.6895310468953104,8,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,True,True
n_tanker::Luzon Strait,chronos2_univariate,Luzon Strait,n_tanker,130,24.50095602294455,2929.0,2899.2894496917725,29.71055030822754,0.009327909264628233,-0.042659988621589685,0.04694337403124092,-0.13736963596015497,0.04670549369731677,1.1074597631525134,0.13388661133886612,0.9173082691730827,9,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,True
n_tanker::Magellan Strait,chronos2_univariate,Magellan Strait,n_tanker,130,0.982791586998088,131.0,101.74560415744781,29.254395842552185,0.22897409496639917,0.12695590289060482,0.13200418453785775,-0.1335214559062624,0.3875911412107323,0.772840591629399,0.21577842215778423,0.9843015698430156,10,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,False
n_tanker::Windward Passage,chronos2_univariate,Windward Passage,n_tanker,130,2.0860420650095604,236.0,207.00449883937836,28.995501160621643,0.1069212938518305,0.06796083576309078,0.05851279099561879,-0.04791026172794778,0.18233023407325533,0.665845149852054,0.25347465253474655,0.9899010098990101,11,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,False
n_tanker::Bosporus Strait,chronos2_univariate,Bosporus Strait,n_tanker,130,23.35640535372849,2801.0,2794.8756370544434,6.124362945556626,0.002017026313900181,-0.004365374052727357,0.025112850076576692,-0.0544395596855945,0.044421436356264575,0.2541487862654245,0.39706029397060294,0.9996000399960004,12,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,True
n_tanker::Lombok Strait,chronos2_univariate,Lombok Strait,n_tanker,130,7.1915869980879545,1045.0,1021.3696870803833,23.6303129196167,0.025275594648515476,0.02245453440664742,0.028374055087535606,-0.0340818045533085,0.07643974353239356,0.09942393616862033,0.4677532246775322,1.0,13,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,True
n_tanker::Korea Strait,chronos2_univariate,Korea Strait,n_tanker,130,62.31242829827916,6932.0,7124.606220245361,-192.60622024536136,-0.023776738445942074,-0.022441766489428836,0.02397125113954805,-0.07112633125130086,0.02260126733644324,-0.0556905415049774,0.5348465153484652,1.0,14,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,True
n_tanker::Torres Strait,chronos2_univariate,Torres Strait,n_tanker,130,2.026003824091778,273.0,253.2579971551895,19.742002844810486,0.07495620617240094,0.10239800477289655,0.05382480502584189,-0.00331865487006925,0.2103426235959708,-0.5098355412029919,0.6968303169683032,1.0,15,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,False
n_tanker::Ombai Strait,chronos2_univariate,Ombai Strait,n_tanker,130,3.7158699808795412,433.0,454.2079322338104,-21.207932233810425,-0.043903027043337414,-0.011746120878612442,0.03952079658970712,-0.08826935893522693,0.06690219180403761,-0.8136704960319545,0.7937206279372063,1.0,16,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,False
n_tanker::Taiwan Strait,chronos2_univariate,Taiwan Strait,n_tanker,130,55.877629063097515,6142.0,6252.531162261963,-110.53116226196289,-0.015216102113912324,0.004779758067749668,0.022222809332228508,-0.04070822408627609,0.046901222485044435,-0.8997899357694216,0.8209179082091791,1.0,17,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,True
n_tanker::Sunda Strait,chronos2_univariate,Sunda Strait,n_tanker,130,11.196175908221797,1601.0,1611.1769018173218,-10.176901817321774,-0.006992017700950685,0.025862494450303978,0.03046799928779805,-0.03542906919473296,0.08333642526167447,-1.0783285059486127,0.8568143185681432,1.0,18,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,True
n_tanker::Bering Strait,chronos2_univariate,Bering Strait,n_tanker,130,0.34493307839388143,6.0,0.497477144002908,5.502522855997093,0.12271104612342144,0.5289971250757568,0.26492451964570046,0.09394667904519673,1.120919699420885,-1.533591830215211,0.9603039696030397,1.0,19,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,False
n_tanker::Kerch Strait,chronos2_univariate,Kerch Strait,n_tanker,130,6.964053537284895,318.0,380.18611454963684,-62.18611454963684,-0.06868912261283347,0.07580749572438582,0.09383080886295482,-0.1154777985916574,0.2535620115064907,-1.5399698679808327,0.9353064693530647,1.0,20,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,True
n_tanker::Suez Canal,chronos2_univariate,Suez Canal,n_tanker,130,17.593881453154875,2140.0,2383.4510135650635,-243.45101356506348,-0.1064404184677984,-0.03601094475401187,0.04225955482729007,-0.12153501289850216,0.04303046539560385,-1.6665928924623954,0.9472052794720528,1.0,21,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,True,True
n_tanker::Dover Strait,chronos2_univariate,Dover Strait,n_tanker,130,57.932695984703635,7718.0,7993.505474090576,-275.5054740905762,-0.03658163739142026,0.0037611785566501682,0.0225497257296626,-0.038734562484934024,0.04957898776732087,-1.78906016116206,0.9673032696730327,1.0,22,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,True
n_tanker::Tsugaru Strait,chronos2_univariate,Tsugaru Strait,n_tanker,130,12.198087954110898,1660.0,1725.5817155838013,-65.58171558380127,-0.04135686979449889,0.03489626467537652,0.03750706477414896,-0.03948313961268832,0.10758119819829347,-2.03303390785278,0.9766023397660234,1.0,23,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,True
n_tanker::Bohai Strait,chronos2_univariate,Bohai Strait,n_tanker,130,36.65353728489484,4246.0,4869.049671173096,-623.0496711730957,-0.13075654174937384,-0.02436319008121039,0.02633347790815987,-0.07604378321076442,0.02665321472021219,-4.040231679203896,0.9999000099990001,1.0,24,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,True
n_tanker::Oresund Strait,chronos2_univariate,Oresund Strait,n_tanker,130,11.81567877629063,1315.0,1493.1225719451904,-178.12257194519043,-0.1159623290620436,0.0017849369876017445,0.025672724304395027,-0.04749412440784511,0.0534895582891297,-4.586473358010068,1.0,1.0,25,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,False,False,True
n_tanker::Gibraltar Strait,chronos2_univariate,Gibraltar Strait,n_tanker,130,43.01414913957935,5868.0,6530.495822906494,-662.4958229064941,-0.11847547415453016,-0.003480040760590522,0.024293605946978995,-0.04892011889742778,0.04486559949774521,-4.7335679044485275,1.0,1.0,26,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,True,False,False,True
n_tanker::Malacca Strait,chronos2_univariate,Malacca Strait,n_tanker,130,75.48298279158699,9373.0,11042.626625061035,-1669.6266250610352,-0.17014804206531953,0.001150855908520764,0.012110358227717161,-0.022416695851860485,0.02524016542862285,-14.144825012837845,1.0,1.0,27,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,True,False,False,True
n_tanker::Strait of Hormuz,chronos2_univariate,Strait of Hormuz,n_tanker,130,54.10363288718929,529.0,7571.26872253418,-7042.26872253418,-1.0012506549901987,-0.033482476768553655,0.036243755992509494,-0.10627128714117041,0.03454014695916275,-26.701652511446493,1.0,1.0,28,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,14,False,True,True,True
n_tanker::Mindoro Strait,chronos2_univariate,Mindoro Strait,n_tanker,130,3.6390057361376673,524.0,342.666624546051,181.33337545394897,0.3833113273289331,-0.006573785298521359,0.05169263625249917,-0.10986482414059551,0.09060828505433174,7.542372393681214,9.999000099990002e-05,9.999000099990002e-05,1,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,False,False,False,False
n_tanker::Yucatan Channel,chronos2_univariate,Yucatan Channel,n_tanker,130,23.074569789674953,4006.0,3359.899965286255,646.1000347137451,0.2153886426629157,0.031531392275312944,0.032609861725176555,-0.030679434202973324,0.09555600593141178,5.638087396293837,9.999000099990002e-05,9.999000099990002e-05,2,28,10000,all_28_corridors_retrospective,retrospective_disclosure_not_confirmatory,28,True,False,False,True
