hypothesis,onset,model,portname,vessel_class,n_days,pre_onset_mean,observed_sum,counterfactual_sum,cumulative_gap,event_statistic,historical_reference_mean,historical_reference_sd,reference_q025,reference_q975,studentized_statistic,raw_resampling_p_value,romano_wolf_p_value,stepdown_rank,family_size,n_joint_resamples,family,block_length_days
n_tanker::Tsugaru Strait,register_onset,ar_lag1_7,Tsugaru Strait,n_tanker,130,11.992927094668117,1521.0,1557.3760961405437,-36.37609614054338,-0.023331762291995278,-0.026274716454497412,0.0351282993133109,-0.09633755246850956,0.04174666989361825,0.08377730263152772,0.47015298470152983,0.9758024197580242,10.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Yucatan Channel,register_onset,ar_lag1_7,Yucatan Channel,n_tanker,130,22.01196953210011,3190.0,2860.645494895997,329.35450510400267,0.11509629746729882,0.041448015343522465,0.01762487752294306,0.006669276388827237,0.0763397704229052,4.178654973795149,9.999000099990002e-05,9.999000099990002e-05,4.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Bab el-Mandeb Strait,register_onset,chronos2_univariate,Bab el-Mandeb Strait,n_tanker,130,20.03264417845484,1588.0,2636.665120124817,-1048.665120124817,-0.4026754879850862,0.033569450625874644,0.030845893714523953,-0.02766353174439994,0.0924251679720245,-14.142723263211938,1.0,1.0,16.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Bohai Strait,register_onset,chronos2_univariate,Bohai Strait,n_tanker,130,36.98639825897715,4735.0,4746.92786026001,-11.927860260009751,-0.0024807165755474578,-0.0090302470133143,0.03064613844481681,-0.06775457191590953,0.05290944990708106,0.2137147050210029,0.41305869413058693,0.9706029397060294,10.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Bosporus Strait,register_onset,chronos2_univariate,Bosporus Strait,n_tanker,130,23.19260065288357,3328.0,3115.5349731445312,212.46502685546875,0.07046843883044579,-0.00776016331236627,0.023483694267875162,-0.05506538080190439,0.03612887211624698,3.3311880682174415,0.00039996000399960006,0.0057994200579942,5.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Cape of Good Hope,register_onset,chronos2_univariate,Cape of Good Hope,n_tanker,130,10.914581066376495,2497.0,1438.275465965271,1058.724534034729,0.7461610141207133,0.010586574461698754,0.03222711646571071,-0.05060224143362264,0.07571902996620865,22.824705413581057,9.999000099990002e-05,9.999000099990002e-05,1.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Dover Strait,register_onset,chronos2_univariate,Dover Strait,n_tanker,130,56.255168661588684,8340.0,8448.483295440674,-108.48329544067383,-0.014833959400693705,0.025738596021868045,0.01806090899962865,-0.009951752066194792,0.06137622068139175,-2.2464293144600838,0.9864013598640136,1.0,13.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Gibraltar Strait,register_onset,chronos2_univariate,Gibraltar Strait,n_tanker,130,41.73939064200218,6107.0,6597.826152801514,-490.8261528015137,-0.09045617898842821,0.006270613155028455,0.0219376410047386,-0.037151306432742774,0.049686298939570404,-4.409170162031705,1.0,1.0,14.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Korea Strait,register_onset,chronos2_univariate,Korea Strait,n_tanker,130,63.19042437431991,8303.0,7685.104690551758,617.8953094482422,0.07521773890540848,-0.018243855035992407,0.017460011590369192,-0.054169392727680746,0.01465337185341645,5.352894152312795,9.999000099990002e-05,9.999000099990002e-05,2.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Lombok Strait,register_onset,chronos2_univariate,Lombok Strait,n_tanker,130,7.0,1000.0,925.9754815101624,74.02451848983765,0.0813456247141073,0.05578475101109408,0.03187171085458621,-0.008413819651027303,0.11767157272978145,0.8019925199382613,0.21037896210378962,0.9197080291970803,6.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Luzon Strait,register_onset,chronos2_univariate,Luzon Strait,n_tanker,130,24.670293797606092,3956.0,3465.135471343994,490.86452865600586,0.15305375041897476,-0.006628835181823721,0.030662127115573746,-0.06756840693169881,0.05111429968655391,5.2078117411395555,9.999000099990002e-05,9.999000099990002e-05,3.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Makassar Strait,register_onset,chronos2_univariate,Makassar Strait,n_tanker,130,5.390097932535364,639.0,768.6449065208435,-129.6449065208435,-0.18501862566896007,-0.009068113047549039,0.03763920758155798,-0.08186731711628062,0.06538547727236058,-4.674660385454587,1.0,1.0,15.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Malacca Strait,register_onset,chronos2_univariate,Malacca Strait,n_tanker,130,72.74863982589771,10708.0,10782.093284606934,-74.0932846069336,-0.007834487964232193,0.02318113125261877,0.01984430754077699,-0.014296477551306249,0.06276629737319725,-1.5629479211163528,0.9452054794520548,1.0,11.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Oresund Strait,register_onset,chronos2_univariate,Oresund Strait,n_tanker,130,11.856909684439609,1517.0,1504.4222631454468,12.57773685455322,0.008159952680172115,-0.012213000014852572,0.025859844821083326,-0.06230086429931315,0.03905312294201934,0.7878219237578247,0.21547845215478453,0.9197080291970803,7.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Sunda Strait,register_onset,chronos2_univariate,Sunda Strait,n_tanker,130,10.831882480957562,1499.0,1543.3069343566895,-44.30693435668946,-0.03146475901799157,0.023075310003350943,0.028134017900298437,-0.032423651135608904,0.07812160431058496,-1.9385808743927744,0.973002699730027,1.0,12.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Taiwan Strait,register_onset,chronos2_univariate,Taiwan Strait,n_tanker,130,58.11697497279652,6670.0,6697.495094299316,-27.495094299316406,-0.0036392246065518126,-0.013736758086261317,0.019102841609725432,-0.050596927378178704,0.024539139692093974,0.5285880334457026,0.2967703229677032,0.9512048795120488,8.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Tsugaru Strait,register_onset,chronos2_univariate,Tsugaru Strait,n_tanker,130,11.992927094668117,1521.0,1518.1802406311035,2.8197593688964773,0.0018086040640956055,-0.00951618581681657,0.035081171566152466,-0.0783672882581165,0.057862230307279716,0.3228167525579085,0.3795620437956204,0.9706029397060294,9.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Yucatan Channel,register_onset,chronos2_univariate,Yucatan Channel,n_tanker,130,22.01196953210011,3190.0,2903.9194927215576,286.0805072784424,0.09997375671214156,0.01309515111813538,0.02062036390700767,-0.027370059396088282,0.05430890069037446,4.213243082702395,9.999000099990002e-05,9.999000099990002e-05,4.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Cape of Good Hope,register_onset,ar_lag1_7,Cape of Good Hope,n_tanker,130,10.914581066376495,2497.0,1420.144808033166,1076.855191966834,0.7589390216896315,-0.12775405920399516,0.03521064060479092,-0.19559843408371858,-0.056208337472191575,25.182531918291176,9.999000099990002e-05,9.999000099990002e-05,1.0,1.0,10000.0,ex_ante_designated_anchor,7
n_tanker::Cape of Good Hope,register_onset,chronos2_univariate,Cape of Good Hope,n_tanker,130,10.914581066376495,2497.0,1438.275465965271,1058.724534034729,0.7461610141207133,0.010586574461698748,0.03222711646571071,-0.05060224143362264,0.07571902996620865,22.824705413581057,9.999000099990002e-05,9.999000099990002e-05,1.0,1.0,10000.0,ex_ante_designated_anchor,7
n_dry_bulk::Cape of Good Hope,register_onset,ar_lag1_7,Cape of Good Hope,n_dry_bulk,130,27.853645266594125,5288.0,3641.7912560348805,1646.208743965119,0.4546314876614887,0.01781983573545816,0.04531491059920419,-0.06612473692293844,0.11086112401886676,9.639468469649849,9.999000099990002e-05,9.999000099990002e-05,2.0,2.0,10000.0,anchor_negative_controls,14
n_roro::Cape of Good Hope,register_onset,ar_lag1_7,Cape of Good Hope,n_roro,130,1.0761697497279652,409.0,140.29932192243464,268.7006780775654,1.9206340760152647,-0.11005547361777965,0.09792556071166564,-0.2660925915757174,0.12018922807879899,20.7370734961861,9.999000099990002e-05,9.999000099990002e-05,1.0,2.0,10000.0,anchor_negative_controls,14
n_dry_bulk::Cape of Good Hope,register_onset,chronos2_univariate,Cape of Good Hope,n_dry_bulk,130,27.853645266594125,5288.0,4227.157167434692,1060.8428325653076,0.29297168837927917,0.023848638290831534,0.03439041247331885,-0.043856993152558484,0.09023998230068049,7.825525509391364,9.999000099990002e-05,9.999000099990002e-05,1.0,2.0,10000.0,anchor_negative_controls,14
n_roro::Cape of Good Hope,register_onset,chronos2_univariate,Cape of Good Hope,n_roro,130,1.0761697497279652,409.0,7196.99680185318,-6787.99680185318,-48.51963180293282,0.2692431447719,0.10241658082760426,0.10346136296283145,0.5081845573085485,-476.3767209708947,1.0,1.0,2.0,2.0,10000.0,anchor_negative_controls,14
n_tanker::Bab el-Mandeb Strait,register_onset,ar_lag1_7,Bab el-Mandeb Strait,n_tanker,130,20.03264417845484,1588.0,2578.388897919415,-990.3888979194146,-0.38029808097101997,0.18785168255587872,0.05394515342033177,0.08119543542570432,0.2916757214927927,,,,,,,context_descriptive_not_tested,14
n_tanker::Suez Canal,register_onset,ar_lag1_7,Suez Canal,n_tanker,130,18.897170837867247,1841.0,2433.1546176869288,-592.1546176869289,-0.24104325243972707,0.2269746696640565,0.061715990044819626,0.10404248199962768,0.3458572247438434,,,,,,,context_descriptive_not_tested,14
n_tanker::Bab el-Mandeb Strait,register_onset,chronos2_univariate,Bab el-Mandeb Strait,n_tanker,130,20.03264417845484,1588.0,2636.665120124817,-1048.665120124817,-0.4026754879850862,0.0332028613809638,0.0371811418102573,-0.042997977988597315,0.1052238269886281,,,,,,,context_descriptive_not_tested,14
n_tanker::Suez Canal,register_onset,chronos2_univariate,Suez Canal,n_tanker,130,18.897170837867247,1841.0,2581.752721786499,-740.752721786499,-0.3015317958854437,0.04021686454992434,0.04579327971114111,-0.04252189802482294,0.1364335420945586,,,,,,,context_descriptive_not_tested,14
n_tanker::Bab el-Mandeb Strait,register_onset,ar_lag1_7,Bab el-Mandeb Strait,n_tanker,130,20.03264417845484,1588.0,2578.388897919415,-990.3888979194146,-0.38029808097101997,0.18785168255587872,0.05394515342033177,0.08119543542570432,0.2916757214927927,-10.53198902040317,1.0,1.0,16.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Bohai Strait,register_onset,ar_lag1_7,Bohai Strait,n_tanker,130,36.98639825897715,4735.0,4820.274267501947,-85.27426750194755,-0.01773505760869605,0.021441538919584946,0.029209998636558748,-0.03383466870061096,0.07959244027614461,-1.341205010507882,0.9099090090990901,0.9991000899910009,14.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Bosporus Strait,register_onset,ar_lag1_7,Bosporus Strait,n_tanker,130,23.19260065288357,3328.0,3012.6818977595676,315.31810224043227,0.10458179743143085,-0.0050411459635824,0.026814531320833435,-0.0574996315531581,0.04699595463580087,4.088191663071962,9.999000099990002e-05,0.0006999300069993001,2.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Cape of Good Hope,register_onset,ar_lag1_7,Cape of Good Hope,n_tanker,130,10.914581066376495,2497.0,1420.144808033166,1076.855191966834,0.7589390216896315,-0.12777157023715077,0.04165701255336625,-0.20433123582584725,-0.04135728218156536,21.28598614196899,9.999000099990002e-05,9.999000099990002e-05,1.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Dover Strait,register_onset,ar_lag1_7,Dover Strait,n_tanker,130,56.255168661588684,8340.0,7338.52256014466,1001.4774398553411,0.13694159661336083,0.09406831551446483,0.02414424652846662,0.04951854261238666,0.14317026718116804,1.775714187160383,0.0433956604339566,0.3113688631136886,6.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Gibraltar Strait,register_onset,ar_lag1_7,Gibraltar Strait,n_tanker,130,41.73939064200218,6107.0,5468.770284412609,638.2297155873904,0.11762173034054466,0.15424936724524596,0.029687891611812057,0.09598426111221313,0.21086337500947894,-1.2337567579278046,0.888011198880112,0.9991000899910009,13.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Korea Strait,register_onset,ar_lag1_7,Korea Strait,n_tanker,130,63.19042437431991,8303.0,8209.874709194464,93.12529080553665,0.011336344041122449,-0.018103993528638243,0.021123559382986,-0.06271686376719715,0.01987574859278839,1.3937204917024284,0.06979302069793021,0.5281471852814719,7.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Lombok Strait,register_onset,ar_lag1_7,Lombok Strait,n_tanker,130,7.0,1000.0,910.3126531468188,89.6873468531813,0.09855752401448493,0.021730598768772983,0.030431259936779937,-0.0394456991500971,0.08101158849966804,2.524605468367648,0.0051994800519948,0.059994000599940006,5.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Luzon Strait,register_onset,ar_lag1_7,Luzon Strait,n_tanker,130,24.670293797606092,3956.0,3217.991724591361,738.0082754086392,0.23011427348560728,0.08939903537274028,0.039006645287699294,0.012949997943737692,0.1650733990398747,3.6074683448166565,9.999000099990002e-05,0.0027997200279972004,4.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Makassar Strait,register_onset,ar_lag1_7,Makassar Strait,n_tanker,130,5.390097932535364,639.0,700.3202743621121,-61.32027436211215,-0.0875112890478078,0.07117260942226208,0.03839402376043401,-0.0018931881486488962,0.14942985650335733,-4.1330364189021935,1.0,1.0,15.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Malacca Strait,register_onset,ar_lag1_7,Malacca Strait,n_tanker,130,72.74863982589771,10708.0,9562.649464909167,1145.3505350908335,0.12110726403343076,0.12329804869079135,0.03786207857575879,0.04408157001849828,0.19070485223833225,-0.05786223946942085,0.5452454754524547,0.9818018198180182,11.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Oresund Strait,register_onset,ar_lag1_7,Oresund Strait,n_tanker,130,11.856909684439609,1517.0,1541.390019669359,-24.39001966935897,-0.015823308173154325,-0.02822793484632147,0.026069417154008085,-0.07828751818801973,0.024285880692788864,0.4758306102466881,0.31116888311168883,0.9388061193880612,9.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Sunda Strait,register_onset,ar_lag1_7,Sunda Strait,n_tanker,130,10.831882480957562,1499.0,1409.248786537474,89.75121346252598,0.0637372082761653,0.03203485655717206,0.034068546822931325,-0.0346881240826692,0.09810942117441572,0.9305460512819581,0.1795820417958204,0.7852214778522147,8.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Taiwan Strait,register_onset,ar_lag1_7,Taiwan Strait,n_tanker,130,58.11697497279652,6670.0,7536.036471294507,-866.0364712945068,-0.11462776603696284,-0.09452663984028642,0.02077566958067603,-0.1325933208927798,-0.05163972529275408,-0.9675320508260769,0.8408159184081592,0.9991000899910009,12.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Tsugaru Strait,register_onset,ar_lag1_7,Tsugaru Strait,n_tanker,130,11.992927094668117,1521.0,1557.3760961405437,-36.37609614054338,-0.023331762291995278,-0.025315978218807687,0.037926898783243436,-0.09918293597404439,0.049456893214088866,0.05231685137644472,0.48405159484051596,0.9818018198180182,10.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Yucatan Channel,register_onset,ar_lag1_7,Yucatan Channel,n_tanker,130,22.01196953210011,3190.0,2860.645494895997,329.35450510400267,0.11509629746729882,0.04160828466887119,0.019108687458679743,0.005005799236348589,0.07923570613440836,3.8457907146860135,9.999000099990002e-05,0.0013998600139986002,3.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Bab el-Mandeb Strait,register_onset,chronos2_univariate,Bab el-Mandeb Strait,n_tanker,130,20.03264417845484,1588.0,2636.665120124817,-1048.665120124817,-0.4026754879850862,0.0332028613809638,0.0371811418102573,-0.042997977988597315,0.1052238269886281,-11.723102845803476,1.0,1.0,16.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Bohai Strait,register_onset,chronos2_univariate,Bohai Strait,n_tanker,130,36.98639825897715,4735.0,4746.92786026001,-11.927860260009751,-0.0024807165755474578,-0.00946718251304794,0.03729138580987774,-0.07817977222344588,0.0689930914146504,0.1873479836099282,0.4082591740825917,0.9705029497050295,10.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Bosporus Strait,register_onset,chronos2_univariate,Bosporus Strait,n_tanker,130,23.19260065288357,3328.0,3115.5349731445312,212.46502685546875,0.07046843883044579,-0.00819322513089738,0.025799827691395737,-0.05965124313215978,0.04116112164527738,3.048922066544533,0.0005999400059994001,0.0165983401659834,5.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Cape of Good Hope,register_onset,chronos2_univariate,Cape of Good Hope,n_tanker,130,10.914581066376495,2497.0,1438.275465965271,1058.724534034729,0.7461610141207133,0.010608885847267482,0.03694584995110132,-0.06169869238336193,0.08390812319975814,19.908924256634126,9.999000099990002e-05,9.999000099990002e-05,1.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Dover Strait,register_onset,chronos2_univariate,Dover Strait,n_tanker,130,56.255168661588684,8340.0,8448.483295440674,-108.48329544067383,-0.014833959400693705,0.025798800906052053,0.022334700531634468,-0.017542436375390828,0.07004787909120078,-1.8192659556457562,0.9666033396660334,1.0,13.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Gibraltar Strait,register_onset,chronos2_univariate,Gibraltar Strait,n_tanker,130,41.73939064200218,6107.0,6597.826152801514,-490.8261528015137,-0.09045617898842821,0.006271018566700359,0.026268525627298932,-0.04277265874486122,0.058776509347475595,-3.68224691889853,1.0,1.0,14.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Korea Strait,register_onset,chronos2_univariate,Korea Strait,n_tanker,130,63.19042437431991,8303.0,7685.104690551758,617.8953094482422,0.07521773890540848,-0.01789937437689478,0.020412798913879916,-0.06205426306502318,0.018618222449597353,4.56170237482657,9.999000099990002e-05,9.999000099990002e-05,3.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Lombok Strait,register_onset,chronos2_univariate,Lombok Strait,n_tanker,130,7.0,1000.0,925.9754815101624,74.02451848983765,0.0813456247141073,0.05624017110803658,0.031872145367082015,-0.006446096897125242,0.11883305219503543,0.7876926173912341,0.21077892210778923,0.9227077292270773,6.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Luzon Strait,register_onset,chronos2_univariate,Luzon Strait,n_tanker,130,24.670293797606092,3956.0,3465.135471343994,490.86452865600586,0.15305375041897476,-0.006260035079505252,0.03432206918247851,-0.0735179714854083,0.06135163121171739,4.641730213043509,9.999000099990002e-05,9.999000099990002e-05,2.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Makassar Strait,register_onset,chronos2_univariate,Makassar Strait,n_tanker,130,5.390097932535364,639.0,768.6449065208435,-129.6449065208435,-0.18501862566896007,-0.008674705412503163,0.040154468317389516,-0.08561014155416469,0.07284275471660162,-4.391638780087854,1.0,1.0,15.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Malacca Strait,register_onset,chronos2_univariate,Malacca Strait,n_tanker,130,72.74863982589771,10708.0,10782.093284606934,-74.0932846069336,-0.007834487964232193,0.023078689187495397,0.025227228481583486,-0.022316481120388382,0.07538598976113439,-1.2253893516005925,0.8944105589441056,1.0,11.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Oresund Strait,register_onset,chronos2_univariate,Oresund Strait,n_tanker,130,11.856909684439609,1517.0,1504.4222631454468,12.57773685455322,0.008159952680172115,-0.012081290005517711,0.027212944008212035,-0.06417482046960163,0.04158202461370804,0.7438093680559382,0.22547745225477453,0.9227077292270773,7.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Sunda Strait,register_onset,chronos2_univariate,Sunda Strait,n_tanker,130,10.831882480957562,1499.0,1543.3069343566895,-44.30693435668946,-0.03146475901799157,0.023445940986950815,0.03225442908191125,-0.039070973446782266,0.08665444255958955,-1.702423560668048,0.957004299570043,1.0,12.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Taiwan Strait,register_onset,chronos2_univariate,Taiwan Strait,n_tanker,130,58.11697497279652,6670.0,6697.495094299316,-27.495094299316406,-0.0036392246065518126,-0.01323791491533559,0.02224264921557104,-0.05668568155404255,0.03051048333734693,0.43154438195537353,0.33026697330266974,0.9645035496450355,8.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Tsugaru Strait,register_onset,chronos2_univariate,Tsugaru Strait,n_tanker,130,11.992927094668117,1521.0,1518.1802406311035,2.8197593688964773,0.0018086040640956055,-0.009067250554484846,0.03712244324280808,-0.08200932296574028,0.06415492822041997,0.29297248964580175,0.38606139386061394,0.9705029497050295,9.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Yucatan Channel,register_onset,chronos2_univariate,Yucatan Channel,n_tanker,130,22.01196953210011,3190.0,2903.9194927215576,286.0805072784424,0.09997375671214156,0.01329443071014573,0.024335746307652124,-0.03490870906455932,0.06059110583686486,3.561810881252506,0.00019998000199980003,0.004899510048995101,4.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Cape of Good Hope,register_onset,ar_lag1_7,Cape of Good Hope,n_tanker,130,10.914581066376495,2497.0,1420.144808033166,1076.855191966834,0.7589390216896315,-0.12777157023715074,0.04165701255336625,-0.20433123582584725,-0.04135728218156536,21.285986141968987,9.999000099990002e-05,9.999000099990002e-05,1.0,1.0,10000.0,ex_ante_designated_anchor,14
n_tanker::Cape of Good Hope,register_onset,chronos2_univariate,Cape of Good Hope,n_tanker,130,10.914581066376495,2497.0,1438.275465965271,1058.724534034729,0.7461610141207133,0.01060888584726743,0.03694584995110132,-0.06169869238336193,0.08390812319975814,19.90892425663413,9.999000099990002e-05,9.999000099990002e-05,1.0,1.0,10000.0,ex_ante_designated_anchor,14
n_dry_bulk::Cape of Good Hope,register_onset,ar_lag1_7,Cape of Good Hope,n_dry_bulk,130,27.853645266594125,5288.0,3641.7912560348805,1646.208743965119,0.4546314876614887,0.01799490318812377,0.059503875391092226,-0.09255640156471967,0.13999589596387185,7.33795205108153,9.999000099990002e-05,9.999000099990002e-05,2.0,2.0,10000.0,anchor_negative_controls,28
n_roro::Cape of Good Hope,register_onset,ar_lag1_7,Cape of Good Hope,n_roro,130,1.0761697497279652,409.0,140.29932192243464,268.7006780775654,1.9206340760152647,-0.11016148848184755,0.10471097702662338,-0.2563621776594324,0.16187931711163056,19.394294869207172,9.999000099990002e-05,9.999000099990002e-05,1.0,2.0,10000.0,anchor_negative_controls,28
n_dry_bulk::Cape of Good Hope,register_onset,chronos2_univariate,Cape of Good Hope,n_dry_bulk,130,27.853645266594125,5288.0,4227.157167434692,1060.8428325653076,0.29297168837927917,0.02380383880214305,0.042900582898373917,-0.06445569798480441,0.10213937212282803,6.274223597725022,9.999000099990002e-05,0.00019998000199980003,1.0,2.0,10000.0,anchor_negative_controls,28
n_roro::Cape of Good Hope,register_onset,chronos2_univariate,Cape of Good Hope,n_roro,130,1.0761697497279652,409.0,7196.99680185318,-6787.99680185318,-48.51963180293282,0.2699185312672989,0.1131276589549882,0.1027949818367372,0.5580455492164172,-431.2787057108001,1.0,1.0,2.0,2.0,10000.0,anchor_negative_controls,28
n_tanker::Bab el-Mandeb Strait,register_onset,ar_lag1_7,Bab el-Mandeb Strait,n_tanker,130,20.03264417845484,1588.0,2578.388897919415,-990.3888979194146,-0.38029808097101997,0.18877705690718163,0.07275184904979781,0.04555155491144244,0.3259150137356561,,,,,,,context_descriptive_not_tested,28
n_tanker::Suez Canal,register_onset,ar_lag1_7,Suez Canal,n_tanker,130,18.897170837867247,1841.0,2433.1546176869288,-592.1546176869289,-0.24104325243972707,0.22797139913119763,0.08199478584498988,0.06255193682451969,0.3841027462821534,,,,,,,context_descriptive_not_tested,28
n_tanker::Bab el-Mandeb Strait,register_onset,chronos2_univariate,Bab el-Mandeb Strait,n_tanker,130,20.03264417845484,1588.0,2636.665120124817,-1048.665120124817,-0.4026754879850862,0.03444711405919214,0.04631721550140531,-0.05782577619724755,0.1283483828087484,,,,,,,context_descriptive_not_tested,28
n_tanker::Suez Canal,register_onset,chronos2_univariate,Suez Canal,n_tanker,130,18.897170837867247,1841.0,2581.752721786499,-740.752721786499,-0.3015317958854437,0.04198789200704255,0.05729209872062233,-0.05891986863757263,0.16555502312288697,,,,,,,context_descriptive_not_tested,28
n_tanker::Bab el-Mandeb Strait,register_onset,ar_lag1_7,Bab el-Mandeb Strait,n_tanker,130,20.03264417845484,1588.0,2578.388897919415,-990.3888979194146,-0.38029808097101997,0.18877705690718163,0.07275184904979781,0.04555155491144244,0.3259150137356561,-7.822139853636932,1.0,1.0,16.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Bohai Strait,register_onset,ar_lag1_7,Bohai Strait,n_tanker,130,36.98639825897715,4735.0,4820.274267501947,-85.27426750194755,-0.01773505760869605,0.021434597522554014,0.03460484185184236,-0.04105447321363703,0.09321740995016806,-1.1319125600675062,0.8673132686731326,0.9991000899910009,14.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Bosporus Strait,register_onset,ar_lag1_7,Bosporus Strait,n_tanker,130,23.19260065288357,3328.0,3012.6818977595676,315.31810224043227,0.10458179743143085,-0.005470885953317822,0.03126749949930428,-0.06672672211854568,0.05568884433895137,3.5197148843705075,0.0004999500049995,0.0038996100389961006,2.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Cape of Good Hope,register_onset,ar_lag1_7,Cape of Good Hope,n_tanker,130,10.914581066376495,2497.0,1420.144808033166,1076.855191966834,0.7589390216896315,-0.12839663220797937,0.05280381977244766,-0.2209798373431931,-0.016400387032095842,16.804383806351275,9.999000099990002e-05,9.999000099990002e-05,1.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Dover Strait,register_onset,ar_lag1_7,Dover Strait,n_tanker,130,56.255168661588684,8340.0,7338.52256014466,1001.4774398553411,0.13694159661336083,0.09449847973636118,0.03177922018151157,0.035209274183282215,0.1596937051929483,1.3355619374729688,0.0968903109689031,0.5778422157784222,6.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Gibraltar Strait,register_onset,ar_lag1_7,Gibraltar Strait,n_tanker,130,41.73939064200218,6107.0,5468.770284412609,638.2297155873904,0.11762173034054466,0.1546039671145636,0.03868299313046582,0.07610553718914127,0.22554931158852942,-0.9560334860668419,0.8277172282771723,0.9991000899910009,13.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Korea Strait,register_onset,ar_lag1_7,Korea Strait,n_tanker,130,63.19042437431991,8303.0,8209.874709194464,93.12529080553665,0.011336344041122449,-0.01837754938683666,0.02578628138405892,-0.07691512678660015,0.023078837934475224,1.1523140147818383,0.10218978102189781,0.6903309669033096,7.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Lombok Strait,register_onset,ar_lag1_7,Lombok Strait,n_tanker,130,7.0,1000.0,910.3126531468188,89.6873468531813,0.09855752401448493,0.022625149550489592,0.03246114629062447,-0.04363702310809418,0.08341200147947259,2.339177236200262,0.0059994000599940004,0.0817918208179182,5.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Luzon Strait,register_onset,ar_lag1_7,Luzon Strait,n_tanker,130,24.670293797606092,3956.0,3217.991724591361,738.0082754086392,0.23011427348560728,0.08942637513176083,0.045550277653515284,-0.00042605374371278707,0.17781668148053562,3.0886287768432306,0.000999900009999,0.011698830116988301,4.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Makassar Strait,register_onset,ar_lag1_7,Makassar Strait,n_tanker,130,5.390097932535364,639.0,700.3202743621121,-61.32027436211215,-0.0875112890478078,0.07254270930224335,0.043301752987402534,-0.009421596335128006,0.15955142291423607,-3.6962475490683833,1.0,1.0,15.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Malacca Strait,register_onset,ar_lag1_7,Malacca Strait,n_tanker,130,72.74863982589771,10708.0,9562.649464909167,1145.3505350908335,0.12110726403343076,0.12289784954198997,0.05103723593820327,0.013336089914067243,0.20548615924499203,-0.03508390444042221,0.5471452854714528,0.9803019698030196,11.0,16.0,10000.0,eligible_receiver_family,28
