hypothesis,onset,model,portname,vessel_class,n_days,pre_onset_mean,observed_sum,counterfactual_sum,cumulative_gap,event_statistic,historical_reference_mean,historical_reference_sd,reference_q025,reference_q975,studentized_statistic,raw_resampling_p_value,romano_wolf_p_value,stepdown_rank,family_size,n_joint_resamples,family,block_length_days
n_tanker::Bosporus Strait,external_onset,chronos2_univariate,Bosporus Strait,n_tanker,130,23.190818584070797,3251.0,3220.989646911621,30.010353088378906,0.00995432175340164,0.00041970795332957697,0.02722961920456586,-0.05483145566917314,0.051182246314751115,0.35015597274578486,0.3725627437256274,0.9656034396560343,9.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Cape of Good Hope,external_onset,chronos2_univariate,Cape of Good Hope,n_tanker,130,10.896017699115044,2255.0,1242.6398105621338,1012.3601894378662,0.7147002040232965,-0.003512651398764151,0.03434342062900947,-0.06924456923967784,0.06583292297250075,20.912676788385923,9.999000099990002e-05,9.999000099990002e-05,1.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Dover Strait,external_onset,chronos2_univariate,Dover Strait,n_tanker,130,56.14048672566372,8327.0,8614.55228805542,-287.5522880554199,-0.03940009797489395,0.027859494443486597,0.016773058501787317,-0.004120014388236271,0.06155925537443153,-4.009977811215137,1.0,1.0,14.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Gibraltar Strait,external_onset,chronos2_univariate,Gibraltar Strait,n_tanker,130,41.608960176991154,6238.0,6766.097415924072,-528.0974159240723,-0.09763012095281612,0.01611859033536214,0.0262589579028893,-0.03234962313026371,0.07038071889254396,-4.33180599583742,1.0,1.0,15.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Korea Strait,external_onset,chronos2_univariate,Korea Strait,n_tanker,130,63.254977876106196,8139.0,7459.176643371582,679.823356628418,0.08267191944712642,-0.013293705585552908,0.02036664517620536,-0.056708170551740225,0.02389709953036463,4.711901454678325,9.999000099990002e-05,0.00029997000299970003,2.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Lombok Strait,external_onset,chronos2_univariate,Lombok Strait,n_tanker,130,6.991150442477876,991.0,915.3211679458618,75.67883205413818,0.08326882202646169,0.053277195650113456,0.03263358379663422,-0.011976523670620904,0.11645375848071834,0.9190417627205727,0.18118188181181882,0.8698130186981302,6.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Luzon Strait,external_onset,chronos2_univariate,Luzon Strait,n_tanker,130,24.627765486725664,3822.0,3443.104393005371,378.8956069946289,0.1183453526807916,0.019900112384678367,0.039710730672460635,-0.05961092941873678,0.09684584205262728,2.4790588999256298,0.006399360063993601,0.09769023097690231,3.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Makassar Strait,external_onset,chronos2_univariate,Makassar Strait,n_tanker,130,5.382743362831858,689.0,760.8329381942749,-71.8329381942749,-0.10265417200610913,0.0057540185652020645,0.042447970477299174,-0.07444889482212148,0.09129152764724976,-2.553907509648477,0.9968003199680032,1.0,13.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Malacca Strait,external_onset,chronos2_univariate,Malacca Strait,n_tanker,130,72.55530973451327,10754.0,10928.341430664062,-174.3414306640625,-0.018483663471250602,0.029102428703110524,0.033250353741202436,-0.02906852702769459,0.09899126334434578,-1.4311454411805082,0.9367063293670633,1.0,12.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Oresund Strait,external_onset,chronos2_univariate,Oresund Strait,n_tanker,130,11.860619469026549,1519.0,1512.187985420227,6.812014579772942,0.0044179911756666666,-0.010477963455268762,0.027803520886570485,-0.06446605788738255,0.04495308671572274,0.5357578520974441,0.28997100289971,0.9656034396560343,7.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Sunda Strait,external_onset,chronos2_univariate,Sunda Strait,n_tanker,130,10.803097345132743,1554.0,1473.8744659423828,80.12553405761719,0.05705310637225377,0.019482163185930584,0.031536142027239596,-0.04103050414468652,0.08284632994957776,1.1913614275922206,0.11818818118188182,0.7447255274472553,5.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Taiwan Strait,external_onset,chronos2_univariate,Taiwan Strait,n_tanker,130,58.26327433628319,6569.0,6617.639961242676,-48.63996124267577,-0.006421773446185814,-0.016623487813551188,0.020392329874243113,-0.05741789152220012,0.02269236194790936,0.5002721332127343,0.3104689531046895,0.9656034396560343,8.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Tsugaru Strait,external_onset,chronos2_univariate,Tsugaru Strait,n_tanker,130,12.018805309734514,1471.0,1520.9044389724731,-49.90443897247315,-0.031939971560845146,-0.006067617621791842,0.03823179137504741,-0.08121804184504976,0.0690315255030028,-0.6767235593344263,0.75002499750025,0.9998000199980002,11.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Yucatan Channel,external_onset,chronos2_univariate,Yucatan Channel,n_tanker,130,21.99778761061947,3073.0,2925.1361865997314,147.86381340026855,0.05170583375774328,0.018270061869041534,0.02519021255658927,-0.03199743909057214,0.06696588677253061,1.3273318680256865,0.09059094090590941,0.6873312668733127,4.0,16.0,10000.0,eligible_receiver_family,14
n_tanker::Cape of Good Hope,external_onset,ar_lag1_7,Cape of Good Hope,n_tanker,130,10.896017699115044,2255.0,1416.1292494877289,838.8707505122712,0.5922211311699282,-0.13116571965126636,0.04071607324973833,-0.20637584012990448,-0.04673034174606494,17.766616303693862,9.999000099990002e-05,9.999000099990002e-05,1.0,1.0,10000.0,ex_ante_designated_anchor,14
n_tanker::Cape of Good Hope,external_onset,chronos2_univariate,Cape of Good Hope,n_tanker,130,10.896017699115044,2255.0,1242.6398105621338,1012.3601894378662,0.7147002040232965,-0.0035126513987641388,0.03434342062900947,-0.06924456923967784,0.06583292297250075,20.912676788385923,9.999000099990002e-05,9.999000099990002e-05,1.0,1.0,10000.0,ex_ante_designated_anchor,14
n_dry_bulk::Cape of Good Hope,external_onset,ar_lag1_7,Cape of Good Hope,n_dry_bulk,130,27.81858407079646,4870.0,3619.2429041829973,1250.7570958170027,0.3458554326444588,0.017208449250681664,0.060738970577836046,-0.09255188659635213,0.1461241023852756,5.410809242685816,9.999000099990002e-05,9.999000099990002e-05,2.0,2.0,10000.0,anchor_negative_controls,28
n_roro::Cape of Good Hope,external_onset,ar_lag1_7,Cape of Good Hope,n_roro,130,1.0553097345132743,380.0,136.80263530711807,243.1973646928819,1.7727013198062027,-0.15134996653944746,0.05833905189237235,-0.2652044270097766,-0.0381849446986721,32.98050317813296,9.999000099990002e-05,9.999000099990002e-05,1.0,2.0,10000.0,anchor_negative_controls,28
n_dry_bulk::Cape of Good Hope,external_onset,chronos2_univariate,Cape of Good Hope,n_dry_bulk,130,27.81858407079646,4870.0,3579.7982234954834,1290.2017765045166,0.35676255214058405,0.030518895840430434,0.03187776243996681,-0.03201475273920925,0.09361137989148408,10.234208154181015,9.999000099990002e-05,9.999000099990002e-05,2.0,2.0,10000.0,anchor_negative_controls,28
n_roro::Cape of Good Hope,external_onset,chronos2_univariate,Cape of Good Hope,n_roro,130,1.0553097345132743,380.0,82.37340080738068,297.6265991926193,2.1694440063709717,0.24037370106124667,0.07228177007695745,0.09862071886819673,0.3809037997314687,26.688199573085566,9.999000099990002e-05,9.999000099990002e-05,1.0,2.0,10000.0,anchor_negative_controls,28
n_tanker::Bab el-Mandeb Strait,external_onset,ar_lag1_7,Bab el-Mandeb Strait,n_tanker,130,20.027101769911503,1822.0,2647.77725894936,-825.7772589493602,-0.3171768353767642,0.19273754870515677,0.07126130777433677,0.05209756747641774,0.32899187935126206,,,,,,,context_descriptive_not_tested,28
n_tanker::Suez Canal,external_onset,ar_lag1_7,Suez Canal,n_tanker,130,18.861725663716815,2018.0,2519.7537940353595,-501.7537940353598,-0.20462839075892922,0.22873725411036352,0.08221594520479168,0.0653158922002673,0.38542108400862657,,,,,,,context_descriptive_not_tested,28
n_tanker::Bab el-Mandeb Strait,external_onset,chronos2_univariate,Bab el-Mandeb Strait,n_tanker,130,20.027101769911503,1822.0,3514.083604812622,-1692.083604812622,-0.6499206864211874,0.04591394809032277,0.0363944291538646,-0.015369247507579434,0.12492278854072571,,,,,,,context_descriptive_not_tested,28
n_tanker::Suez Canal,external_onset,chronos2_univariate,Suez Canal,n_tanker,130,18.861725663716815,2018.0,3379.390693664551,-1361.3906936645508,-0.5552109224691328,0.07061776337591218,0.04703944019119791,-0.009808257697083676,0.17421855152097238,,,,,,,context_descriptive_not_tested,28
n_tanker::Bab el-Mandeb Strait,external_onset,ar_lag1_7,Bab el-Mandeb Strait,n_tanker,130,20.027101769911503,1822.0,2647.77725894936,-825.7772589493602,-0.3171768353767642,0.19273754870515677,0.07126130777433677,0.05209756747641774,0.32899187935126206,-7.155557482844228,1.0,1.0,16.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Bohai Strait,external_onset,ar_lag1_7,Bohai Strait,n_tanker,130,37.0033185840708,4705.0,4804.646870189998,-99.64687018999737,-0.020714747093166726,0.025883406923300628,0.034764217905403065,-0.03829668641899583,0.09681582330930553,-1.3404056476479818,0.9119088091190881,1.0,13.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Bosporus Strait,external_onset,ar_lag1_7,Bosporus Strait,n_tanker,130,23.190818584070797,3251.0,3016.9700852709775,234.02991472902244,0.07762684645106518,-0.004811067461121697,0.03194993123943145,-0.06773080724889718,0.0582519904884785,2.5802219508518065,0.0045995400459954,0.05319468053194681,2.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Cape of Good Hope,external_onset,ar_lag1_7,Cape of Good Hope,n_tanker,130,10.896017699115044,2255.0,1416.1292494877289,838.8707505122712,0.5922211311699282,-0.13093342134657127,0.05047261931311193,-0.22064995375899613,-0.026903529638628895,14.327660469339586,9.999000099990002e-05,9.999000099990002e-05,1.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Dover Strait,external_onset,ar_lag1_7,Dover Strait,n_tanker,130,56.14048672566372,8327.0,7325.535622784417,1001.4643772155839,0.13721954656488586,0.0930570349481211,0.03143418728868716,0.03556264134477189,0.15864670969818273,1.4049197840294851,0.0856914308569143,0.4931506849315068,7.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Gibraltar Strait,external_onset,ar_lag1_7,Gibraltar Strait,n_tanker,130,41.608960176991154,6238.0,5464.766838278131,773.233161721869,0.14294871519403207,0.15238668654636991,0.03958696355987335,0.07366894461256716,0.22691129784734096,-0.2384110955634011,0.5987401259874012,0.9916008399160084,11.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Korea Strait,external_onset,ar_lag1_7,Korea Strait,n_tanker,130,63.254977876106196,8139.0,8213.191223743845,-74.19122374384412,-0.00902224204748428,-0.015663624307153182,0.025720625834079247,-0.07290703034031427,0.025705215135992002,0.25821231188197685,0.45145485451454853,0.9809019098090191,9.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Lombok Strait,external_onset,ar_lag1_7,Lombok Strait,n_tanker,130,6.991150442477876,991.0,908.38289509293,82.61710490707009,0.0909029489240401,0.016838461741056993,0.032520389775026776,-0.047488285781531026,0.07992777552179184,2.2774784587563306,0.010698930106989302,0.1065893410658934,4.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Luzon Strait,external_onset,ar_lag1_7,Luzon Strait,n_tanker,130,24.627765486725664,3822.0,3196.938904338276,625.0610956617238,0.19523339528762956,0.09121726043363743,0.045319967932821476,0.0038579233090257495,0.18035149324121702,2.295150230648374,0.0108989101089891,0.1065893410658934,3.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Makassar Strait,external_onset,ar_lag1_7,Makassar Strait,n_tanker,130,5.382743362831858,689.0,699.882661046084,-10.882661046084063,-0.015552065486831695,0.07526856391289923,0.04259796957038905,-0.004941533929422309,0.1599936196945238,-2.1320412760438865,0.9876012398760124,1.0,15.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Malacca Strait,external_onset,ar_lag1_7,Malacca Strait,n_tanker,130,72.55530973451327,10754.0,9578.501378272991,1175.498621727009,0.12462626268558953,0.11883552697401115,0.051629943456545584,0.008608524135602192,0.20267039372605256,0.1121584747899669,0.48635136486351366,0.9809019098090191,10.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Oresund Strait,external_onset,ar_lag1_7,Oresund Strait,n_tanker,130,11.860619469026549,1519.0,1542.7006462028571,-23.700646202857126,-0.015371259787484281,-0.02749354703317197,0.026716306526981023,-0.08046437098147113,0.023372208215928662,0.4537411349673387,0.32786721327867213,0.9679032096790321,8.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Sunda Strait,external_onset,ar_lag1_7,Sunda Strait,n_tanker,130,10.803097345132743,1554.0,1405.8659345296428,148.13406547035729,0.10547834337749727,0.029520960569751595,0.04071217009318062,-0.05278002102715925,0.105175448114443,1.8657168761551404,0.024797520247975203,0.24957504249575044,5.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Taiwan Strait,external_onset,ar_lag1_7,Taiwan Strait,n_tanker,130,58.26327433628319,6569.0,7557.032764524085,-988.032764524085,-0.13044670285665066,-0.08995496344261951,0.024862930041910182,-0.13629817516912696,-0.03815755288628302,-1.6285988556367363,0.9564043595640436,1.0,14.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Tsugaru Strait,external_onset,ar_lag1_7,Tsugaru Strait,n_tanker,130,12.018805309734514,1471.0,1559.8378334104552,-88.83783341045527,-0.05685822606325998,-0.02010725890671117,0.04313829765261368,-0.10650904940681986,0.061677224205903235,-0.8519336449597271,0.8014198580141986,0.9994000599940006,12.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Yucatan Channel,external_onset,ar_lag1_7,Yucatan Channel,n_tanker,130,21.99778761061947,3073.0,2858.258181366049,214.74181863395103,0.07509210346865276,0.03839382398216403,0.023572242541039592,-0.00878760321298103,0.08310462653682488,1.5568429445181777,0.058694130586941305,0.42795720427957207,6.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Bab el-Mandeb Strait,external_onset,chronos2_univariate,Bab el-Mandeb Strait,n_tanker,130,20.027101769911503,1822.0,3514.083604812622,-1692.083604812622,-0.6499206864211874,0.04591394809032277,0.0363944291538646,-0.015369247507579434,0.12492278854072571,-19.119262224713914,1.0,1.0,16.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Bohai Strait,external_onset,chronos2_univariate,Bohai Strait,n_tanker,130,37.0033185840708,4705.0,4816.816757202148,-111.81675720214844,-0.023244642223123647,-0.019181278677945033,0.037169897959058965,-0.08477291071010029,0.06112709505195287,-0.10931866290443502,0.5107489251074893,0.9903009699030098,10.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Bosporus Strait,external_onset,chronos2_univariate,Bosporus Strait,n_tanker,130,23.190818584070797,3251.0,3220.989646911621,30.010353088378906,0.00995432175340164,0.00026609842552943974,0.031984142686321035,-0.06588226371603627,0.05928170163072907,0.302907081890166,0.39386061393860616,0.9649035096490352,9.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Cape of Good Hope,external_onset,chronos2_univariate,Cape of Good Hope,n_tanker,130,10.896017699115044,2255.0,1242.6398105621338,1012.3601894378662,0.7147002040232965,-0.004018530816476394,0.04028209148464832,-0.0803939049595271,0.07550223853183137,17.842140473606733,9.999000099990002e-05,9.999000099990002e-05,1.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Dover Strait,external_onset,chronos2_univariate,Dover Strait,n_tanker,130,56.14048672566372,8327.0,8614.55228805542,-287.5522880554199,-0.03940009797489395,0.028099697848963844,0.019843097266562554,-0.009232507930029884,0.06833697106034921,-3.4016764075233943,1.0,1.0,14.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Gibraltar Strait,external_onset,chronos2_univariate,Gibraltar Strait,n_tanker,130,41.608960176991154,6238.0,6766.097415924072,-528.0974159240723,-0.09763012095281612,0.01643437790906507,0.03318278928394885,-0.042163556391384506,0.08725831024114157,-3.437459638664444,1.0,1.0,15.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Korea Strait,external_onset,chronos2_univariate,Korea Strait,n_tanker,130,63.254977876106196,8139.0,7459.176643371582,679.823356628418,0.08267191944712642,-0.013125085220911813,0.02413259851560599,-0.06647386239372297,0.02654772931709697,3.9696100113748023,9.999000099990002e-05,0.0015998400159984002,2.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Lombok Strait,external_onset,chronos2_univariate,Lombok Strait,n_tanker,130,6.991150442477876,991.0,915.3211679458618,75.67883205413818,0.08326882202646169,0.05373807151079358,0.0354269318370217,-0.01693485271478001,0.1225340585827015,0.8335678249395566,0.20237976202379762,0.8879112088791121,6.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Luzon Strait,external_onset,chronos2_univariate,Luzon Strait,n_tanker,130,24.627765486725664,3822.0,3443.104393005371,378.8956069946289,0.1183453526807916,0.01994292948612915,0.04687324263626883,-0.0715510181820096,0.11005806963950919,2.099330399611018,0.016198380161983803,0.22007799220077992,3.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Makassar Strait,external_onset,chronos2_univariate,Makassar Strait,n_tanker,130,5.382743362831858,689.0,760.8329381942749,-71.8329381942749,-0.10265417200610913,0.0052004920314620015,0.049032918687820296,-0.08896660013291419,0.10126355892663096,-2.1996378539946484,0.9874012598740126,1.0,13.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Malacca Strait,external_onset,chronos2_univariate,Malacca Strait,n_tanker,130,72.55530973451327,10754.0,10928.341430664062,-174.3414306640625,-0.018483663471250602,0.029083854172891988,0.044643079625769834,-0.04075476337691314,0.1278429426545126,-1.0655070851493105,0.8657134286571343,0.9998000199980002,12.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Oresund Strait,external_onset,chronos2_univariate,Oresund Strait,n_tanker,130,11.860619469026549,1519.0,1512.187985420227,6.812014579772942,0.0044179911756666666,-0.010558656107934385,0.029613191584060145,-0.06921016982612511,0.047370559724868457,0.5057424236454984,0.30696930306969306,0.9649035096490352,7.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Sunda Strait,external_onset,chronos2_univariate,Sunda Strait,n_tanker,130,10.803097345132743,1554.0,1473.8744659423828,80.12553405761719,0.05705310637225377,0.019742736396594147,0.03708021768063765,-0.05065243805905882,0.09328636808471553,1.006206875509853,0.15528447155284472,0.8266173382661733,5.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Taiwan Strait,external_onset,chronos2_univariate,Taiwan Strait,n_tanker,130,58.26327433628319,6569.0,6617.639961242676,-48.63996124267577,-0.006421773446185814,-0.016537579389830616,0.023134578463578585,-0.0652542269109863,0.024890541351880378,0.4372591426107201,0.34636536346365365,0.9649035096490352,8.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Tsugaru Strait,external_onset,chronos2_univariate,Tsugaru Strait,n_tanker,130,12.018805309734514,1471.0,1520.9044389724731,-49.90443897247315,-0.031939971560845146,-0.006009509264016522,0.04262648302475963,-0.08903947334244987,0.07688120128633347,-0.6083181265920271,0.7229277072292771,0.9997000299970003,11.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Yucatan Channel,external_onset,chronos2_univariate,Yucatan Channel,n_tanker,130,21.99778761061947,3073.0,2925.1361865997314,147.86381340026855,0.05170583375774328,0.018535802907465846,0.02977617067556569,-0.03879359256418956,0.0769530197337862,1.1139790677481824,0.1331866813318668,0.8075192480751925,4.0,16.0,10000.0,eligible_receiver_family,28
n_tanker::Cape of Good Hope,external_onset,ar_lag1_7,Cape of Good Hope,n_tanker,130,10.896017699115044,2255.0,1416.1292494877289,838.8707505122712,0.5922211311699282,-0.1309334213465715,0.05047261931311193,-0.22064995375899613,-0.026903529638628895,14.327660469339591,9.999000099990002e-05,9.999000099990002e-05,1.0,1.0,10000.0,ex_ante_designated_anchor,28
n_tanker::Cape of Good Hope,external_onset,chronos2_univariate,Cape of Good Hope,n_tanker,130,10.896017699115044,2255.0,1242.6398105621338,1012.3601894378662,0.7147002040232965,-0.0040185308164764144,0.04028209148464832,-0.0803939049595271,0.07550223853183137,17.842140473606733,9.999000099990002e-05,9.999000099990002e-05,1.0,1.0,10000.0,ex_ante_designated_anchor,28
n_dry_bulk::Cape of Good Hope,register_onset,ar_lag1_7,Cape of Good Hope,n_dry_bulk,130,27.853645266594125,5288.0,3641.7912560348805,1646.208743965119,0.4546314876614887,0.017842110423397565,0.03623152984506317,-0.049123650649754394,0.09162665563470189,12.055504669715377,9.999000099990002e-05,9.999000099990002e-05,2.0,2.0,10000.0,anchor_negative_controls,7
n_roro::Cape of Good Hope,register_onset,ar_lag1_7,Cape of Good Hope,n_roro,130,1.0761697497279652,409.0,140.29932192243464,268.7006780775654,1.9206340760152647,-0.11200161842954853,0.09030709801005662,-0.2679394117237622,0.0831495846230173,22.508039115800823,9.999000099990002e-05,9.999000099990002e-05,1.0,2.0,10000.0,anchor_negative_controls,7
n_dry_bulk::Cape of Good Hope,register_onset,chronos2_univariate,Cape of Good Hope,n_dry_bulk,130,27.853645266594125,5288.0,4227.157167434692,1060.8428325653076,0.29297168837927917,0.023731799959550572,0.02943298994003725,-0.03336230862199137,0.08264065832442861,9.147554800522855,9.999000099990002e-05,9.999000099990002e-05,1.0,2.0,10000.0,anchor_negative_controls,7
n_roro::Cape of Good Hope,register_onset,chronos2_univariate,Cape of Good Hope,n_roro,130,1.0761697497279652,409.0,7196.99680185318,-6787.99680185318,-48.51963180293282,0.2692433928000315,0.09379221889679888,0.10511698291279382,0.47537685462516965,-520.1804133604734,1.0,1.0,2.0,2.0,10000.0,anchor_negative_controls,7
n_tanker::Bab el-Mandeb Strait,register_onset,ar_lag1_7,Bab el-Mandeb Strait,n_tanker,130,20.03264417845484,1588.0,2578.388897919415,-990.3888979194146,-0.38029808097101997,0.18826026129358994,0.04080538928320002,0.10822074053089534,0.2682484889410588,,,,,,,context_descriptive_not_tested,7
n_tanker::Suez Canal,register_onset,ar_lag1_7,Suez Canal,n_tanker,130,18.897170837867247,1841.0,2433.1546176869288,-592.1546176869289,-0.24104325243972707,0.22791995121064557,0.0469797755481193,0.13381972520641836,0.31819412355766913,,,,,,,context_descriptive_not_tested,7
n_tanker::Bab el-Mandeb Strait,register_onset,chronos2_univariate,Bab el-Mandeb Strait,n_tanker,130,20.03264417845484,1588.0,2636.665120124817,-1048.665120124817,-0.4026754879850862,0.033569450625874644,0.030845893714523953,-0.02766353174439994,0.0924251679720245,,,,,,,context_descriptive_not_tested,7
n_tanker::Suez Canal,register_onset,chronos2_univariate,Suez Canal,n_tanker,130,18.897170837867247,1841.0,2581.752721786499,-740.752721786499,-0.3015317958854437,0.040598068242858304,0.03736528903015954,-0.030742835527536896,0.11391418103994821,,,,,,,context_descriptive_not_tested,7
n_tanker::Bab el-Mandeb Strait,register_onset,ar_lag1_7,Bab el-Mandeb Strait,n_tanker,130,20.03264417845484,1588.0,2578.388897919415,-990.3888979194146,-0.38029808097101997,0.18826026129358994,0.04080538928320002,0.10822074053089534,0.2682484889410588,-13.93341301852721,1.0,1.0,16.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Bohai Strait,register_onset,ar_lag1_7,Bohai Strait,n_tanker,130,36.98639825897715,4735.0,4820.274267501947,-85.27426750194755,-0.01773505760869605,0.02114439231006841,0.025647462069968194,-0.02875507742400646,0.07190381437682274,-1.5159180199856976,0.936906309369063,0.9999000099990001,14.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Bosporus Strait,register_onset,ar_lag1_7,Bosporus Strait,n_tanker,130,23.19260065288357,3328.0,3012.6818977595676,315.31810224043227,0.10458179743143085,-0.005495505196751989,0.023761094291650214,-0.05249366585595486,0.04130985592545973,4.632669744796419,9.999000099990002e-05,9.999000099990002e-05,2.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Cape of Good Hope,register_onset,ar_lag1_7,Cape of Good Hope,n_tanker,130,10.914581066376495,2497.0,1420.144808033166,1076.855191966834,0.7589390216896315,-0.12775405920399519,0.03521064060479092,-0.19559843408371858,-0.056208337472191575,25.182531918291176,9.999000099990002e-05,9.999000099990002e-05,1.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Dover Strait,register_onset,ar_lag1_7,Dover Strait,n_tanker,130,56.255168661588684,8340.0,7338.52256014466,1001.4774398553411,0.13694159661336083,0.09408660256595695,0.019512438281754398,0.05660636236546536,0.13325654847468166,2.1962910748820423,0.015198480151984802,0.1344865513448655,6.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Gibraltar Strait,register_onset,ar_lag1_7,Gibraltar Strait,n_tanker,130,41.73939064200218,6107.0,5468.770284412609,638.2297155873904,0.11762173034054466,0.15435423436568912,0.024440258591361237,0.10646663344461554,0.20207006326145735,-1.502950710927752,0.9353064693530647,0.9999000099990001,13.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Korea Strait,register_onset,ar_lag1_7,Korea Strait,n_tanker,130,63.19042437431991,8303.0,8209.874709194464,93.12529080553665,0.011336344041122449,-0.018288560774603852,0.017958530090512258,-0.054413196005841026,0.015649742534676173,1.6496285980208119,0.046295370462953706,0.36806319368063195,7.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Lombok Strait,register_onset,ar_lag1_7,Lombok Strait,n_tanker,130,7.0,1000.0,910.3126531468188,89.6873468531813,0.09855752401448493,0.022516191537644732,0.030446705362808944,-0.03678168215729305,0.08191565213667246,2.497522525695857,0.006799320067993201,0.0673932606739326,5.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Luzon Strait,register_onset,ar_lag1_7,Luzon Strait,n_tanker,130,24.670293797606092,3956.0,3217.991724591361,738.0082754086392,0.23011427348560728,0.08881196787444523,0.0334462402866536,0.021508661329758014,0.15284259947785447,4.224759028223192,9.999000099990002e-05,9.999000099990002e-05,3.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Makassar Strait,register_onset,ar_lag1_7,Makassar Strait,n_tanker,130,5.390097932535364,639.0,700.3202743621121,-61.32027436211215,-0.0875112890478078,0.07201539071815662,0.035798939678908466,0.0020349924752896048,0.14212814103043991,-4.456184490289587,1.0,1.0,15.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Malacca Strait,register_onset,ar_lag1_7,Malacca Strait,n_tanker,130,72.74863982589771,10708.0,9562.649464909167,1145.3505350908335,0.12110726403343076,0.12251828532555967,0.028169026229151538,0.06531978668869988,0.1750334921274761,-0.05009123427449779,0.5276472352764724,0.9758024197580242,11.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Oresund Strait,register_onset,ar_lag1_7,Oresund Strait,n_tanker,130,11.856909684439609,1517.0,1541.390019669359,-24.39001966935897,-0.015823308173154325,-0.028113064322606532,0.025262057787013206,-0.07698413237071937,0.02135581072257829,0.4864906989394253,0.31526847315268475,0.9325067493250675,9.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Sunda Strait,register_onset,ar_lag1_7,Sunda Strait,n_tanker,130,10.831882480957562,1499.0,1409.248786537474,89.75121346252598,0.0637372082761653,0.03197967385841422,0.02906534145255981,-0.025291439020078337,0.08922622234136705,1.092625540614599,0.13988601139886012,0.7006299370062994,8.0,16.0,10000.0,eligible_receiver_family,7
n_tanker::Taiwan Strait,register_onset,ar_lag1_7,Taiwan Strait,n_tanker,130,58.11697497279652,6670.0,7536.036471294507,-866.0364712945068,-0.11462776603696284,-0.09438206873966573,0.018597535524574594,-0.12995180845892923,-0.05680732031357658,-1.088622590371969,0.8613138686131386,0.9999000099990001,12.0,16.0,10000.0,eligible_receiver_family,7
