model,league,panel,fold,horizon,portname,vessel_class,common_95_coverage,common_width_scaled,n_coverage_days,native_95_coverage
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Bohai Strait,n_general_cargo,1.0,4.108288898372188,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Bohai Strait,n_roro,1.0,4.0242826662018825,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Bohai Strait,n_tanker,0.9666666666666667,4.508900311331656,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Bosporus Strait,n_container,0.9666666666666667,5.0803277361152945,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Bosporus Strait,n_dry_bulk,0.9666666666666667,4.582374019574447,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Bosporus Strait,n_general_cargo,0.9,4.108288898372188,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Bosporus Strait,n_roro,1.0,3.2650546300254204,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Bosporus Strait,n_tanker,0.9666666666666667,4.508900311331657,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Cape of Good Hope,n_container,0.5666666666666667,5.133859244921525,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Cape of Good Hope,n_dry_bulk,0.8666666666666667,4.582374019574447,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Cape of Good Hope,n_general_cargo,0.9,3.4683835112441637,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Cape of Good Hope,n_roro,0.7333333333333333,3.561107537252864,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Cape of Good Hope,n_tanker,0.9333333333333333,4.508900311331657,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Dover Strait,n_container,0.9666666666666667,5.133859244921524,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Dover Strait,n_dry_bulk,0.9333333333333333,4.582374019574448,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Dover Strait,n_general_cargo,1.0,4.108288898372188,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Dover Strait,n_roro,0.9666666666666667,4.666123747516934,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Dover Strait,n_tanker,0.9666666666666667,4.508900311331657,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Gibraltar Strait,n_container,1.0,5.133859244921525,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Gibraltar Strait,n_dry_bulk,1.0,4.582374019574447,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Gibraltar Strait,n_general_cargo,1.0,4.108288898372188,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Gibraltar Strait,n_roro,1.0,4.3570863648892395,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Gibraltar Strait,n_tanker,0.9,4.508900311331657,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Kerch Strait,n_container,0.9666666666666667,3.2116768380291814,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Kerch Strait,n_dry_bulk,0.7666666666666667,3.366981651603486,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Kerch Strait,n_general_cargo,1.0,3.231389837364105,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Kerch Strait,n_roro,1.0,3.0189667122714785,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Kerch Strait,n_tanker,1.0,3.759866722384138,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Korea Strait,n_container,0.9666666666666667,5.133859244921524,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Korea Strait,n_dry_bulk,0.9666666666666667,4.582374019574448,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Korea Strait,n_general_cargo,0.9,4.108288898372188,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Korea Strait,n_roro,0.9333333333333333,4.659406100344307,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Korea Strait,n_tanker,0.9666666666666667,4.508900311331657,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Lombok Strait,n_container,0.9,3.1712301988321685,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Lombok Strait,n_dry_bulk,0.9666666666666667,4.582374019574447,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Lombok Strait,n_general_cargo,1.0,3.2472018201739155,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Lombok Strait,n_roro,0.9666666666666667,2.990114945103594,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Lombok Strait,n_tanker,1.0,4.499119373375231,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Luzon Strait,n_container,1.0,4.6038003877153635,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Luzon Strait,n_dry_bulk,1.0,4.582374019574447,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Luzon Strait,n_general_cargo,1.0,3.61562888128777,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Luzon Strait,n_roro,1.0,3.7025592251617376,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Luzon Strait,n_tanker,1.0,4.508900311331657,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Magellan Strait,n_container,1.0,3.319491099140399,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Magellan Strait,n_dry_bulk,1.0,3.6063748649257756,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Magellan Strait,n_general_cargo,0.9333333333333333,2.7091528353897427,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Magellan Strait,n_roro,0.8333333333333334,2.8895847113975455,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Magellan Strait,n_tanker,0.9666666666666667,3.1978551942692937,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Makassar Strait,n_container,1.0,4.023117346524725,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Makassar Strait,n_dry_bulk,1.0,4.582374019574447,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Makassar Strait,n_general_cargo,1.0,3.4440587238036064,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Makassar Strait,n_roro,0.9,2.910391420249907,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Makassar Strait,n_tanker,1.0,4.392857211505089,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Malacca Strait,n_container,0.8333333333333334,5.133859244921525,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Malacca Strait,n_dry_bulk,0.9,4.582374019574447,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Malacca Strait,n_general_cargo,1.0,4.108288898372188,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Malacca Strait,n_roro,1.0,4.458297439769234,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Malacca Strait,n_tanker,1.0,4.508900311331657,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Mindoro Strait,n_container,1.0,3.8017224962378635,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Mindoro Strait,n_dry_bulk,0.9333333333333333,4.582374019574447,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Mindoro Strait,n_general_cargo,1.0,3.6326824922452174,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Mindoro Strait,n_roro,0.9666666666666667,2.90188989028262,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Mindoro Strait,n_tanker,1.0,4.052720265551113,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Mona Passage,n_container,1.0,4.5106107432736176,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Mona Passage,n_dry_bulk,1.0,3.7230692064098414,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Mona Passage,n_general_cargo,0.9666666666666667,3.2805335989464894,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Mona Passage,n_roro,1.0,3.1635269818813883,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Mona Passage,n_tanker,0.9,3.6702164366310517,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Ombai Strait,n_container,1.0,3.725672961912527,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Ombai Strait,n_dry_bulk,1.0,4.22219126940903,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Ombai Strait,n_general_cargo,1.0,3.0149282837976097,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Ombai Strait,n_roro,0.9,2.96932974550153,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Ombai Strait,n_tanker,0.9666666666666667,4.152339518565095,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Oresund Strait,n_container,1.0,4.787848029148651,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Oresund Strait,n_dry_bulk,1.0,4.38897082396483,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Oresund Strait,n_general_cargo,0.9333333333333333,4.108288898372188,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Oresund Strait,n_roro,0.9666666666666667,4.269164226858574,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Oresund Strait,n_tanker,1.0,4.508900311331657,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Panama Canal,n_container,0.9666666666666667,5.133859244921524,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Panama Canal,n_dry_bulk,0.9666666666666667,4.5595640756060325,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Panama Canal,n_general_cargo,0.9666666666666667,3.5210789688276147,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Panama Canal,n_roro,1.0,3.7134212573704817,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Panama Canal,n_tanker,0.9666666666666667,4.508900311331657,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Strait of Hormuz,n_container,0.9666666666666667,5.133859244921524,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Strait of Hormuz,n_dry_bulk,0.9666666666666667,4.582374019574447,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Strait of Hormuz,n_general_cargo,0.9333333333333333,3.7712837622124322,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Strait of Hormuz,n_roro,0.9666666666666667,3.8048437438862246,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Strait of Hormuz,n_tanker,1.0,4.508900311331657,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Suez Canal,n_container,0.9666666666666667,5.133859244921525,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Suez Canal,n_dry_bulk,1.0,4.579713859237303,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Suez Canal,n_general_cargo,1.0,3.967308494578565,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Suez Canal,n_roro,1.0,3.6646774543962355,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Suez Canal,n_tanker,1.0,4.508900311331657,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Sunda Strait,n_container,0.9666666666666667,4.356262173551465,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Sunda Strait,n_dry_bulk,0.9666666666666667,4.582374019574447,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Sunda Strait,n_general_cargo,0.9,3.6784897866291275,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Sunda Strait,n_roro,0.8,3.1356547397142003,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Sunda Strait,n_tanker,0.9666666666666667,4.508900311331656,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Taiwan Strait,n_container,1.0,5.133859244921524,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Taiwan Strait,n_dry_bulk,1.0,4.582374019574447,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Taiwan Strait,n_general_cargo,1.0,4.108288898372188,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Taiwan Strait,n_roro,1.0,4.525406775753095,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Taiwan Strait,n_tanker,0.9666666666666667,4.508900311331657,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Torres Strait,n_container,1.0,3.80507085620204,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Torres Strait,n_dry_bulk,0.9,4.147113716535373,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Torres Strait,n_general_cargo,0.9,3.1409483513053584,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Torres Strait,n_roro,0.9666666666666667,3.0349307307355278,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Torres Strait,n_tanker,0.9666666666666667,3.565845672387624,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Tsugaru Strait,n_container,1.0,5.073529374329961,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Tsugaru Strait,n_dry_bulk,1.0,4.580142245315658,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Tsugaru Strait,n_general_cargo,0.9333333333333333,3.923507030088061,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Tsugaru Strait,n_roro,1.0,3.60076432337171,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Tsugaru Strait,n_tanker,0.9333333333333333,4.460010330963905,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Windward Passage,n_container,0.9666666666666667,5.06935672136019,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Windward Passage,n_dry_bulk,0.9333333333333333,3.5825296637209147,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Windward Passage,n_general_cargo,0.9333333333333333,3.670106852397441,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Windward Passage,n_roro,1.0,3.5407713847959945,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Windward Passage,n_tanker,1.0,3.585837616051273,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Yucatan Channel,n_container,1.0,5.133859244921524,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Yucatan Channel,n_dry_bulk,1.0,4.535530381421688,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Yucatan Channel,n_general_cargo,0.9,3.939220423934908,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Yucatan Channel,n_roro,0.9333333333333333,3.3160293094677153,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,30,Yucatan Channel,n_tanker,0.9333333333333333,4.508900311331657,30,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Bab el-Mandeb Strait,n_container,0.8461538461538461,5.644171765717505,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Bab el-Mandeb Strait,n_dry_bulk,0.9230769230769231,4.737137379779397,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Bab el-Mandeb Strait,n_general_cargo,0.9923076923076923,4.145672489140834,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Bab el-Mandeb Strait,n_roro,1.0,3.8856952651213206,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Bab el-Mandeb Strait,n_tanker,0.9230769230769231,4.643536466485745,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Balabac Strait,n_container,0.9923076923076923,3.856596319828712,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Balabac Strait,n_dry_bulk,0.9846153846153847,4.275497229095118,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Balabac Strait,n_general_cargo,0.9692307692307692,3.386695557874991,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Balabac Strait,n_roro,0.9769230769230769,2.8950437261638027,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Balabac Strait,n_tanker,1.0,4.079054215081375,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Bering Strait,n_container,0.9923076923076923,3.4233943841547454,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Bering Strait,n_dry_bulk,0.9769230769230769,3.0306939746682957,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Bering Strait,n_general_cargo,0.9769230769230769,3.0007639769595027,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Bering Strait,n_roro,1.0,2.826671923298031,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Bering Strait,n_tanker,1.0,3.1441590554092453,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Bohai Strait,n_container,0.9923076923076923,5.647603195332694,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Bohai Strait,n_dry_bulk,0.9769230769230769,4.737137379779397,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Bohai Strait,n_general_cargo,0.9769230769230769,4.474719719416289,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Bohai Strait,n_roro,1.0,4.100767496732459,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Bohai Strait,n_tanker,0.9769230769230769,4.643536466485745,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Bosporus Strait,n_container,0.9461538461538461,5.4874718434427034,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Bosporus Strait,n_dry_bulk,0.9384615384615385,4.737137379779397,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Bosporus Strait,n_general_cargo,0.9384615384615385,4.474719719416289,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Bosporus Strait,n_roro,0.9923076923076923,3.2823551147030114,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Bosporus Strait,n_tanker,0.9461538461538461,4.643536466485745,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Cape of Good Hope,n_container,0.46923076923076923,5.309127637067463,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Cape of Good Hope,n_dry_bulk,0.8,4.737137379779397,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Cape of Good Hope,n_general_cargo,0.8846153846153846,3.5867675551130938,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Cape of Good Hope,n_roro,0.6846153846153846,3.4854252608941723,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Cape of Good Hope,n_tanker,0.8923076923076924,4.64248758050758,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Dover Strait,n_container,0.9846153846153847,5.647603195332694,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Dover Strait,n_dry_bulk,0.9846153846153847,4.737137379779397,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Dover Strait,n_general_cargo,0.9692307692307692,4.474719719416289,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Dover Strait,n_roro,0.9846153846153847,4.687422259683533,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Dover Strait,n_tanker,0.9615384615384616,4.643536466485745,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Gibraltar Strait,n_container,1.0,5.647603195332694,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Gibraltar Strait,n_dry_bulk,1.0,4.737137379779397,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Gibraltar Strait,n_general_cargo,0.9769230769230769,4.474719719416289,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Gibraltar Strait,n_roro,0.9769230769230769,4.37891967480395,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Gibraltar Strait,n_tanker,0.9692307692307692,4.643536466485745,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Kerch Strait,n_container,0.9230769230769231,3.4993068586920733,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Kerch Strait,n_dry_bulk,0.8846153846153846,3.480768336316349,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Kerch Strait,n_general_cargo,0.9692307692307692,4.165690601909978,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Kerch Strait,n_roro,1.0,3.0620204614345283,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Kerch Strait,n_tanker,1.0,4.183139850465556,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Korea Strait,n_container,0.9923076923076923,5.647603195332694,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Korea Strait,n_dry_bulk,0.9923076923076923,4.737137379779397,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Korea Strait,n_general_cargo,0.9692307692307692,4.474719719416288,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Korea Strait,n_roro,0.9692307692307692,4.660228372757438,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Korea Strait,n_tanker,0.9846153846153847,4.643536466485745,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Lombok Strait,n_container,0.9461538461538461,3.4283150303440824,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Lombok Strait,n_dry_bulk,0.9846153846153847,4.737137379779397,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Lombok Strait,n_general_cargo,0.9923076923076923,3.4301573994934444,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Lombok Strait,n_roro,0.9846153846153847,3.0107338107653034,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Lombok Strait,n_tanker,0.9923076923076923,4.612690946723881,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Luzon Strait,n_container,0.9769230769230769,4.859145541189641,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Luzon Strait,n_dry_bulk,0.9923076923076923,4.737137379779397,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Luzon Strait,n_general_cargo,0.9923076923076923,3.8020555886259086,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Luzon Strait,n_roro,0.9923076923076923,3.7266199595389855,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Luzon Strait,n_tanker,0.9846153846153847,4.643536466485746,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Magellan Strait,n_container,1.0,3.563568664668073,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Magellan Strait,n_dry_bulk,1.0,3.6865876527389854,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Magellan Strait,n_general_cargo,0.9615384615384616,2.899622586207963,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Magellan Strait,n_roro,0.9,2.9080950652239745,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Magellan Strait,n_tanker,0.9461538461538461,3.264781442501255,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Makassar Strait,n_container,1.0,4.2935352411065715,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Makassar Strait,n_dry_bulk,0.9692307692307692,4.737137379779397,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Makassar Strait,n_general_cargo,0.9846153846153847,3.627123773171789,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Makassar Strait,n_roro,0.9230769230769231,2.9235274310562365,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Makassar Strait,n_tanker,1.0,4.480471819256975,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Malacca Strait,n_container,0.8769230769230769,5.647603195332694,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Malacca Strait,n_dry_bulk,0.7,4.737137379779397,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Malacca Strait,n_general_cargo,0.9,4.474719719416289,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Malacca Strait,n_roro,0.9769230769230769,4.467503412084841,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Malacca Strait,n_tanker,0.9615384615384616,4.643536466485745,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Mindoro Strait,n_container,0.9923076923076923,4.0484975197903275,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Mindoro Strait,n_dry_bulk,0.9230769230769231,4.737137379779397,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Mindoro Strait,n_general_cargo,1.0,3.813981669782551,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Mindoro Strait,n_roro,0.9538461538461539,2.9201307081750114,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Mindoro Strait,n_tanker,1.0,4.12909658160166,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Mona Passage,n_container,0.9923076923076923,4.830115523221504,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Mona Passage,n_dry_bulk,0.9692307692307692,3.7982149778295557,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Mona Passage,n_general_cargo,0.9384615384615385,3.4682407000467066,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Mona Passage,n_roro,0.9692307692307692,3.191527867926575,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Mona Passage,n_tanker,0.9769230769230769,3.7389823150500208,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Ombai Strait,n_container,1.0,3.986370708911726,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Ombai Strait,n_dry_bulk,0.9923076923076923,4.331389721117166,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Ombai Strait,n_general_cargo,0.9923076923076923,3.196203616149707,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Ombai Strait,n_roro,0.8769230769230769,2.9859751265773236,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Ombai Strait,n_tanker,0.9846153846153847,4.221039056730935,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Oresund Strait,n_container,1.0,5.116151888552072,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Oresund Strait,n_dry_bulk,0.9846153846153847,4.5194964050386535,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Oresund Strait,n_general_cargo,0.9692307692307692,4.474719719416289,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Oresund Strait,n_roro,0.9692307692307692,4.313848093759936,130,
ar_lag1_7,past_only_forecast,composition_28x5,fold_07,130,Oresund Strait,n_tanker,1.0,4.643536466485745,130,
