panel,portname,vessel_class,n_days,adf_t_constant_weekday_lag7,approx_adf_reject_5pct,ar_phi1,ar_phi7,ar17_companion_spectral_radius,near_unit_root_radius_ge_0_995
composition_28x5,Mona Passage,n_container,2615,-16.137664061593703,True,-0.07467673114874061,0.22380115570384845,0.8173584042538545,False
composition_28x5,Mona Passage,n_dry_bulk,2615,-16.086781471859293,True,0.02966495246844743,0.016031037078430548,0.5584093046089456,False
composition_28x5,Mona Passage,n_general_cargo,2615,-16.96607712427278,True,-0.048317802272511874,0.04175794247147312,0.6416452851097093,False
composition_28x5,Mona Passage,n_roro,2615,-17.86587451754887,True,-0.007439225556575079,0.03562987506603883,0.6219964443770364,False
composition_28x5,Mona Passage,n_tanker,2615,-17.549037571366732,True,0.002431327072291907,0.006541884005150297,0.48782891401237205,False
composition_28x5,Ombai Strait,n_container,2615,-19.058364772671954,True,-0.057353476060476714,0.03264358099685106,0.6209191342226689,False
composition_28x5,Ombai Strait,n_dry_bulk,2615,-12.927737501666225,True,0.12897841351271938,0.10141031821091931,0.7410961119422256,False
composition_28x5,Ombai Strait,n_general_cargo,2615,-15.650891362679953,True,0.033421393442638135,0.02025950280628755,0.5778117772922393,False
composition_28x5,Ombai Strait,n_roro,2615,-16.770390267361087,True,-0.03930937996888288,0.0840597116356936,0.7072015573970533,False
composition_28x5,Ombai Strait,n_tanker,2615,-17.82623898631592,True,-0.0636825649699813,0.011718904199435939,0.538329854747807,False
composition_28x5,Oresund Strait,n_container,2615,-11.595642560289704,True,0.07948903398513982,0.15559992935680148,0.7784933740587274,False
composition_28x5,Oresund Strait,n_dry_bulk,2615,-16.71925791581327,True,0.007717924302507034,0.0018033248489766674,0.4066300379990187,False
composition_28x5,Oresund Strait,n_general_cargo,2615,-8.120250868166272,True,0.29074741535230114,0.2312009982724041,0.8604467503689386,False
composition_28x5,Oresund Strait,n_roro,2615,-9.035088432644772,True,-0.010654194335778069,0.29622418510706466,0.8418370541973059,False
composition_28x5,Oresund Strait,n_tanker,2615,-17.052837969607182,True,0.0005635209300957771,-0.012911584988327333,0.5372774192080368,False
composition_28x5,Panama Canal,n_container,2615,-14.197882101503133,True,-0.011029565349635033,0.2423252492762895,0.8181150678364927,False
composition_28x5,Panama Canal,n_dry_bulk,2615,-7.858309710424643,True,0.30727947112792137,0.2643517765983533,0.879286079881563,False
composition_28x5,Panama Canal,n_general_cargo,2615,-13.491677116658703,True,0.09504974540622027,0.06083003542687444,0.6848148458174073,False
composition_28x5,Panama Canal,n_roro,2615,-17.55551621943821,True,0.027194415238210912,0.02223438446939451,0.5845428899346622,False
composition_28x5,Panama Canal,n_tanker,2615,-11.718439065409425,True,0.1000260995972971,0.13293269628318602,0.7647188742783819,False
composition_28x5,Strait of Hormuz,n_container,2615,-7.9084769262867285,True,0.39173199642422746,0.22740275052137562,0.8803224686720327,False
composition_28x5,Strait of Hormuz,n_dry_bulk,2615,-10.473144744979582,True,0.34863404885513705,0.13626085844382904,0.8146848550150575,False
composition_28x5,Strait of Hormuz,n_general_cargo,2615,-12.393993548972777,True,0.32972522169471097,0.0846828800228171,0.7620691432066585,False
composition_28x5,Strait of Hormuz,n_roro,2615,-11.526516145473646,True,0.17394912255500938,0.1561335930593142,0.7945390879610953,False
composition_28x5,Strait of Hormuz,n_tanker,2615,-8.16213353048454,True,0.4947725249355953,0.19108666647180358,0.8870372454657236,False
composition_28x5,Suez Canal,n_container,2615,-4.129233050208444,True,0.2935320948015362,0.47487804040001735,0.9479541988217147,False
composition_28x5,Suez Canal,n_dry_bulk,2615,-6.361140510081016,True,0.2575374803431206,0.31378085660630956,0.889792973949064,False
composition_28x5,Suez Canal,n_general_cargo,2615,-13.029546343571429,True,0.039000207547472375,0.08524630585004267,0.7091673596708907,False
composition_28x5,Suez Canal,n_roro,2615,-7.586796452204858,True,0.2041995796092448,0.2631016063789864,0.8590150315475619,False
composition_28x5,Suez Canal,n_tanker,2615,-6.041620036401679,True,0.3158025949166048,0.3305559292307994,0.9075181633964626,False
composition_28x5,Sunda Strait,n_container,2615,-13.86788401815371,True,-0.032440672001072285,0.1337963391646519,0.7544827745005451,False
composition_28x5,Sunda Strait,n_dry_bulk,2615,-11.533736694530754,True,0.07766127029737516,0.11753102274188038,0.7481085918501144,False
composition_28x5,Sunda Strait,n_general_cargo,2615,-14.086826532714891,True,0.059294029622338144,0.06422765863961337,0.6843796629038436,False
composition_28x5,Sunda Strait,n_roro,2615,-12.977571057423992,True,0.041447901065266364,0.09851001602882958,0.7242156400826563,False
composition_28x5,Sunda Strait,n_tanker,2615,-13.003586679360746,True,0.026588267225507948,0.07264579381547015,0.6914306529864328,False
composition_28x5,Taiwan Strait,n_container,2615,-12.015559507243974,True,0.2975705904979475,0.1510024721598413,0.8145510703469427,False
composition_28x5,Taiwan Strait,n_dry_bulk,2615,-10.78703527206855,True,0.35012241828313545,0.1359140620654953,0.8147531915068194,False
composition_28x5,Taiwan Strait,n_general_cargo,2615,-12.07464811886173,True,0.2910617364264419,0.11255645585667362,0.7822616238680348,False
composition_28x5,Taiwan Strait,n_roro,2615,-14.827731564966243,True,0.006081119992618268,0.07395892122490634,0.6902021001484084,False
composition_28x5,Taiwan Strait,n_tanker,2615,-9.766332252271912,True,0.2804501153440167,0.17351361253412836,0.82615664482967,False
composition_28x5,Torres Strait,n_container,2615,-18.623955506475063,True,-0.09314093613627343,0.06579960128772218,0.690431442083132,False
composition_28x5,Torres Strait,n_dry_bulk,2615,-14.984999218501077,True,0.0036102544351350463,0.03051647187726622,0.6079591888062202,False
composition_28x5,Torres Strait,n_general_cargo,2615,-14.317637140682553,True,-0.04790333161086415,0.11534839004529754,0.7408094107369347,False
composition_28x5,Torres Strait,n_roro,2615,-17.66381364566176,True,-0.09742363766489424,0.0766932231931528,0.7060204413841991,False
composition_28x5,Torres Strait,n_tanker,2615,-17.73533178779376,True,-0.014211370833347328,-0.0069366704658465105,0.49363434674900547,False
composition_28x5,Tsugaru Strait,n_container,2615,-8.104287170169584,True,0.27958308470385806,0.2254861690637979,0.8553526426620746,False
composition_28x5,Tsugaru Strait,n_dry_bulk,2615,-13.256514028154452,True,0.20620437083593576,0.09447000575806752,0.7475448302951181,False
composition_28x5,Tsugaru Strait,n_general_cargo,2615,-11.582796457665813,True,0.2709573353785691,0.13110618093969914,0.7940396486401399,False
composition_28x5,Tsugaru Strait,n_roro,2615,-9.838405623151143,True,0.1306001092909659,0.13965422706826938,0.7750219050034123,False
composition_28x5,Tsugaru Strait,n_tanker,2615,-16.60764041189846,True,0.08059925496620653,0.06314874138178965,0.6860835006131017,False
composition_28x5,Windward Passage,n_container,2615,-15.061964469219898,True,-0.06513811655672172,0.14068622056932611,0.7642651467554157,False
composition_28x5,Windward Passage,n_dry_bulk,2615,-15.036617788024499,True,0.04425730843001429,0.036369699675383144,0.6293831020574806,False
composition_28x5,Windward Passage,n_general_cargo,2615,-14.48108754914176,True,0.0006707741418961915,0.11142960435625215,0.7309946256863067,False
composition_28x5,Windward Passage,n_roro,2615,-17.03349621633343,True,-0.0023614254654439064,0.04466546065415175,0.6417188725781672,False
composition_28x5,Windward Passage,n_tanker,2615,-14.596128199506637,True,0.035906030402090214,0.02772602362553339,0.6044423623782659,False
composition_28x5,Yucatan Channel,n_container,2615,-10.813310179244267,True,-0.0865411298650148,0.23879577476751218,0.8264955024443306,False
composition_28x5,Yucatan Channel,n_dry_bulk,2615,-13.880238548073754,True,0.09804716524097874,0.06481455952675533,0.691396289782743,False
composition_28x5,Yucatan Channel,n_general_cargo,2615,-16.993826057932107,True,-0.013037812159155593,0.013712075682733227,0.543531769419748,False
composition_28x5,Yucatan Channel,n_roro,2615,-17.530839931596745,True,-0.025007206150443818,0.00403965767605047,0.458314098815791,False
composition_28x5,Yucatan Channel,n_tanker,2615,-10.826021859700102,True,0.11837439734042308,0.15377006984461655,0.7834331833667318,False
total_28x1,Bab el-Mandeb Strait,n_total,2615,-3.1132152824032464,True,0.4618076909429709,0.4366579003405386,0.9738168167653047,False
total_28x1,Balabac Strait,n_total,2615,-11.797781302271941,True,0.10720840182994862,0.1238765219613346,0.758373255019422,False
total_28x1,Bering Strait,n_total,2615,-5.490598606903538,True,0.31857418825702655,0.382041605457413,0.925702940855037,False
total_28x1,Bohai Strait,n_total,2615,-9.551280670882008,True,0.4504641632273742,0.17072681118089134,0.8631904100698937,False
total_28x1,Bosporus Strait,n_total,2615,-12.589663533799527,True,0.32810329208083305,0.12238014216746637,0.7988815996785924,False
total_28x1,Cape of Good Hope,n_total,2615,-4.425173321269321,True,0.5988068371533151,0.27846651191665367,0.9583186930856791,False
total_28x1,Dover Strait,n_total,2615,-11.26340297894348,True,0.3329419342462804,0.12712317853650174,0.803907285188381,False
total_28x1,Gibraltar Strait,n_total,2615,-8.703428246411214,True,0.3977666666268217,0.20547254254121924,0.8703785705468843,False
total_28x1,Kerch Strait,n_total,2615,-3.961074982769528,True,0.5733128609234759,0.3300872169155103,0.9698810468606843,False
total_28x1,Korea Strait,n_total,2615,-12.98255634951695,True,0.26722067711262554,0.10183107025287312,0.7670773168788909,False
total_28x1,Lombok Strait,n_total,2615,-13.682488186634986,True,0.06220287622108623,0.0837923488850825,0.7109718172388291,False
total_28x1,Luzon Strait,n_total,2615,-10.926771439771258,True,0.47840279922758966,0.1000643374157788,0.816388438917814,False
total_28x1,Magellan Strait,n_total,2615,-12.995340972037864,True,0.0940884644675275,0.09580698597910853,0.7295447215450566,False
total_28x1,Makassar Strait,n_total,2615,-9.305381501734177,True,0.2511925178661317,0.1801554204702286,0.8245295476950217,False
total_28x1,Malacca Strait,n_total,2615,-3.0536054343143375,True,0.509557838563581,0.38745211696738885,0.971216703653103,False
total_28x1,Mindoro Strait,n_total,2615,-7.505185089444194,True,0.39897241708051184,0.24586186322290787,0.8908517416870562,False
total_28x1,Mona Passage,n_total,2615,-16.4852423773971,True,0.007878446059450489,0.06308165691508176,0.6749723999196218,False
total_28x1,Ombai Strait,n_total,2615,-15.191848872595529,True,0.04737442792328298,0.045755679387456415,0.6506171236912954,False
total_28x1,Oresund Strait,n_total,2615,-8.649097255970757,True,0.3033383934454924,0.22168295169816535,0.8582043359984872,False
total_28x1,Panama Canal,n_total,2615,-6.161511760146143,True,0.4574067619059865,0.2985804495237639,0.9272305426422334,False
total_28x1,Strait of Hormuz,n_total,2615,-7.918953278945196,True,0.5289954494428069,0.1899116471914685,0.8960078438507179,False
total_28x1,Suez Canal,n_total,2615,-4.04629513989868,True,0.45337533269329827,0.40222949858628954,0.961726666755087,False
total_28x1,Sunda Strait,n_total,2615,-9.268797616510364,True,0.17181720941131864,0.18419670781044786,0.8124224193490748,False
total_28x1,Taiwan Strait,n_total,2615,-11.126018800675437,True,0.4073214108993216,0.14318851341076708,0.8337130265880358,False
total_28x1,Torres Strait,n_total,2615,-17.416818787875503,True,-0.005894706596523256,0.015467955797985074,0.5520099174308277,False
total_28x1,Tsugaru Strait,n_total,2615,-11.20466488404859,True,0.3407180478640309,0.14451968477892502,0.8191319548034711,False
total_28x1,Windward Passage,n_total,2615,-14.74458799428215,True,0.009858519573964195,0.09631032262260325,0.7172475679309304,False
total_28x1,Yucatan Channel,n_total,2615,-12.297124705754946,True,0.11480831617655152,0.11832317463843053,0.7547767929935935,False
