model,league,panel,fold,horizon,origin,portname,vessel_class,mask_group,diagnostics,mae,rmse,mase,horizon_bias_mase,cumulative_bias,relative_cumulative_bias,n_days,native_nominal_coverage,native_empirical_coverage
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Gibraltar Strait,n_dry_bulk,0,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,6.024397722880045,7.409065089428793,0.9920129432692623,0.18853889049157058,34.349348068237305,0.03725525820850033,30,0.95,0.8666666666666667
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Gibraltar Strait,n_general_cargo,0,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,5.033571434020996,5.985531985620019,0.8975733216907688,0.16959312929564044,28.532236099243164,0.044932655274398686,30,0.95,0.9666666666666667
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Gibraltar Strait,n_roro,0,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,1.399458408355713,1.6011037053215482,0.5621029076655267,-0.14677406103791016,-10.962629318237305,-0.06725539459041291,30,0.95,1.0
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Gibraltar Strait,n_tanker,0,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,7.818881225585938,9.052824975511745,1.0638829591991346,-0.36366206683240326,-80.18073272705078,-0.05366849580123881,30,0.95,0.8666666666666667
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Kerch Strait,n_container,1,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,0.2345855156580607,0.4819794690142444,0.5931953735075135,-0.5842442799374676,-6.93137127161026,-0.9901958959443229,30,0.95,1.0
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Kerch Strait,n_dry_bulk,1,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,1.0061519980430602,1.2191471568235712,0.7043548411914345,-0.0769346415374773,-3.296972155570984,-0.10303037986159325,30,0.95,0.5666666666666667
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Kerch Strait,n_general_cargo,1,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,5.435510126749675,6.521003433089977,0.4619341705706954,-0.3536775376021131,-124.85011672973633,-0.34777191289620146,30,0.95,1.0
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Kerch Strait,n_roro,1,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,0.13537217378616334,0.3640095862291616,0.29554225328090317,-0.28480034607189436,-3.9135563373565674,-0.9783890843391418,30,0.95,1.0
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Kerch Strait,n_tanker,1,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,1.9687562783559163,2.7194080413832094,0.4057507623996459,-0.049605133994769575,-7.220719814300537,-0.05470242283561013,30,0.95,0.9666666666666667
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Korea Strait,n_container,2,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,6.504596455891927,7.425514522529949,0.7451101588959949,-0.2021425006413348,-52.939369201660156,-0.03183365556323521,30,0.95,1.0
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Korea Strait,n_dry_bulk,2,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,6.703340911865235,8.702506904523124,0.7911248121633159,0.05428363056925984,13.79864501953125,0.01110108207524638,30,0.95,0.9333333333333333
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Korea Strait,n_general_cargo,2,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,9.522347132364908,12.663335549890443,0.7211569733037437,0.08417364853294446,33.34353256225586,0.018679850174933253,30,0.95,0.9666666666666667
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Korea Strait,n_roro,2,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,1.981846841176351,2.4537998276315727,0.6458102436285106,0.2101030684151529,19.34277629852295,0.0823096863766934,30,0.95,0.9666666666666667
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Korea Strait,n_tanker,2,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,6.395198694864908,8.068051257776602,0.5670926939277658,0.13886789382891454,46.9810905456543,0.025029883082394403,30,0.95,0.9666666666666667
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Lombok Strait,n_container,3,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,0.135342775285244,0.3641140545983423,0.40079102905243336,-0.3866324023069853,-3.916846826672554,-0.9792117066681385,30,0.95,1.0
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Lombok Strait,n_dry_bulk,3,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,5.00449275970459,5.926445300538704,0.9307409148900581,-0.3733037657797505,-60.216413497924805,-0.06913480309750264,30,0.95,0.9666666666666667
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Lombok Strait,n_general_cargo,3,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,0.8612009445826213,1.1760845130044237,0.634982846563454,-0.0011082826553767723,-0.045093536376953125,-0.0012187442264041386,30,0.95,0.7333333333333333
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Lombok Strait,n_roro,3,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,0.1341326336065928,0.36437358331449393,0.30568785151094974,-0.3007507813201055,-3.9589889645576477,-0.9897472411394119,30,0.95,1.0
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Lombok Strait,n_tanker,3,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,1.6731756687164308,2.043915679832121,0.5887699473169627,0.25374247600048266,21.632680416107178,0.11693340765463339,30,0.95,1.0
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Luzon Strait,n_container,4,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,2.609925556182861,3.384990895877597,0.8994623746598436,0.19698174710125685,17.14716625213623,0.07144652605056763,30,0.95,0.9666666666666667
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Luzon Strait,n_dry_bulk,4,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,6.024920145670573,7.790388351276641,0.669640260801484,-0.03702535337187528,-9.993789672851562,-0.008512597677045625,30,0.95,0.9333333333333333
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Luzon Strait,n_general_cargo,4,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,2.372800827026367,3.0508562298322897,0.8848557072316845,-0.12984658895399445,-10.44577407836914,-0.06408450354827694,30,0.95,0.9333333333333333
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Luzon Strait,n_roro,4,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,1.1716478745142618,1.4689693973466895,0.6554736473811992,-0.07896934567131383,-4.234690427780151,-0.048121482133865356,30,0.95,1.0
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Luzon Strait,n_tanker,4,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,4.748638216654459,5.640735442553914,0.7053345558295622,0.09492235506186142,19.17183494567871,0.02118434800627482,30,0.95,1.0
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Magellan Strait,n_container,5,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,0.2583883916338285,0.4846764293972721,0.6568124500622143,-0.4769230707073128,-5.628610655665398,-0.5628610655665398,30,0.95,1.0
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Magellan Strait,n_dry_bulk,5,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,0.8108173052469889,1.0263921757353098,0.5112438689631925,-0.18828038923931317,-8.958209991455078,-0.16287654529918325,30,0.95,1.0
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Magellan Strait,n_general_cargo,5,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,0.3677974075078964,0.6558283773814054,0.8824710074529396,-0.8700284560882089,-10.878347545862198,-0.9889406859874725,30,0.95,0.9666666666666667
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Magellan Strait,n_roro,5,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,0.13545917520920436,0.3641763842960634,0.4036017228569327,-0.3887963991612196,-3.9147037714719772,-0.9786759428679943,30,0.95,1.0
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Magellan Strait,n_tanker,5,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,0.7813192029794057,1.0415333231575998,0.8292249059358072,-0.18983263217909782,-5.365970551967621,-0.2063834827679854,30,0.95,0.9666666666666667
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Makassar Strait,n_container,6,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,1.0330636103947957,1.4041390391030664,0.7410332952708598,0.10671911943,4.463266611099243,0.07695287260515936,30,0.95,0.9666666666666667
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Makassar Strait,n_dry_bulk,6,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,4.741076278686523,6.306908245495019,0.6389401157855413,-0.12005029177980243,-26.723987579345703,-0.01917072279723508,30,0.95,1.0
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Makassar Strait,n_general_cargo,6,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,0.7702131787935893,1.0460912672481133,0.49486962526110423,0.011687030197331229,0.5456894636154175,0.009248973959583347,30,0.95,1.0
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Makassar Strait,n_roro,6,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,0.10120525062084199,0.31579712223800194,0.4204355268648693,-0.4092815193902879,-2.9556093215942383,-0.9852031071980795,30,0.95,1.0
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Makassar Strait,n_tanker,6,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,1.8426452000935873,2.314174839465331,0.7444307087902406,0.15751545522636295,11.696660041809082,0.06800383745237838,30,0.95,1.0
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Malacca Strait,n_container,0,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,4.872957102457682,6.110058748122618,0.7452697619620774,-0.23503228396178338,-46.10285949707031,-0.028886503444279645,30,0.95,1.0
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Malacca Strait,n_dry_bulk,0,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,5.9486333211263025,7.604499114901569,0.8148198632988831,-0.5021512661618104,-109.97941589355469,-0.06934389400602439,30,0.95,0.9333333333333333
chronos2_univariate,past_only_forecast,composition_28x5,fold_01,30,2023-01-01,Malacca Strait,n_general_cargo,0,model_revision=29ec3766d36d6f73f0696f85560a422f50e8498c;context_length=1461;native_interval=0.950;cross_learning=false,3.2089921315511067,3.854697781582848,0.7877552860501957,0.24682486997457637,30.16390037536621,0.06809006856741809,30,0.95,0.9
