model,league,panel,fold,horizon,origin,portname,vessel_class,mask_group,diagnostics,mae,rmse,mase,horizon_bias_mase,cumulative_bias,relative_cumulative_bias,n_days
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Malacca Strait,n_roro,0,positive_weights=19,2.3068613034535685,2.9965066089184456,0.8480850405111222,-0.5533982356053426,-195.68755353265954,-0.21178306659378737,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Malacca Strait,n_roro,0,rank=1,1.9844138118677195,2.4896957581764716,0.7295417654755155,-0.059376219722218515,-20.99606834262631,-0.022723017686825008,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Malacca Strait,n_roro,0,lambda_fraction=0.35;iterations=16;retained_rank=62,2.008202976921109,2.578141986683836,0.7382875166733989,-0.2890937302528626,-102.22664471080421,-0.11063489687316473,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Malacca Strait,n_tanker,0,positive_weights=16,10.074020704000107,12.088679456103955,1.0524232004322573,-0.7177943734924689,-893.2146298038951,-0.08226327406556412,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Malacca Strait,n_tanker,0,rank=1,8.679734962241652,10.321884635297835,0.9067635173946949,-0.2255584642572704,-280.68222264047427,-0.02585026916931979,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Malacca Strait,n_tanker,0,lambda_fraction=0.35;iterations=16;retained_rank=62,9.874349787783173,12.139890549551396,1.0315637729154141,-0.7997951311600487,-995.2553800640458,-0.09166102229361262,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Suez Canal,n_container,0,positive_weights=18,3.4004411266766934,4.236656478323596,0.908200109880219,0.0669873836301017,32.60544095095982,0.013734389617085011,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Suez Canal,n_container,0,rank=1,3.2955620383379336,4.093240068952891,0.8801886854782064,0.14970360025664192,72.86673450731129,0.030693653962641655,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Suez Canal,n_container,0,lambda_fraction=0.35;iterations=16;retained_rank=62,3.2768693982361032,4.0949519483323815,0.8751961985737131,-0.0725370211901105,-35.306671689590786,-0.014872229018361747,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Suez Canal,n_dry_bulk,0,positive_weights=13,4.826610298743572,5.981435845236002,0.9384717002371159,-0.6345726509980146,-424.27335415488994,-0.16842927914048827,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Suez Canal,n_dry_bulk,0,rank=1,4.050426703732051,5.075453128174766,0.787552878741161,-0.2602381822721297,-173.9944611513261,-0.06907283094534582,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Suez Canal,n_dry_bulk,0,lambda_fraction=0.35;iterations=16;retained_rank=62,4.771440228513803,5.956138035984568,0.9277445964507982,-0.6807000644340112,-455.11400319042616,-0.18067249034951416,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Suez Canal,n_general_cargo,0,positive_weights=19,2.3239720478268415,2.924422302972128,0.8163941429186343,-0.22551799912668974,-83.4556188377565,-0.1017751449240933,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Suez Canal,n_general_cargo,0,rank=1,2.3250196326147687,2.891535150383056,0.8167621516844343,-0.04476431133395855,-16.565566024390012,-0.02020190978584148,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Suez Canal,n_general_cargo,0,lambda_fraction=0.35;iterations=16;retained_rank=62,2.3071535757032287,2.899052324007131,0.8104859384084306,-0.1718176614333735,-63.58316993635163,-0.07754045114189223,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Suez Canal,n_roro,0,positive_weights=19,1.5950732969039783,2.0659376411497115,0.9329189757435175,-0.3565205612830695,-79.2436829404831,-0.19233903626330848,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Suez Canal,n_roro,0,rank=1,1.5302699507123072,1.9203510367592798,0.8950170990891773,-0.06370164948744725,-14.158940221013207,-0.0343663597597408,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Suez Canal,n_roro,0,lambda_fraction=0.35;iterations=16;retained_rank=62,1.5387062885426412,1.9494306972539908,0.899951304722848,-0.20592108048933996,-45.76999641853156,-0.11109222431682418,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Suez Canal,n_tanker,0,positive_weights=16,7.4113982079052825,8.880865372991826,1.517557103829641,-1.4011310081974901,-889.5640079761686,-0.26490887670523183,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Suez Canal,n_tanker,0,rank=1,6.182461175972295,7.567504542029478,1.2659200887007065,-1.052036195715772,-667.9272168852137,-0.19890625875080814,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Suez Canal,n_tanker,0,lambda_fraction=0.35;iterations=16;retained_rank=62,7.504015169866363,8.934701897301261,1.5365213430482594,-1.4386109358966828,-913.3596377264821,-0.2719951273753669,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Balabac Strait,n_container,1,positive_weights=13,0.6639850965633552,0.8387343289665499,0.7226304868286815,0.22244602143200853,26.571131363350236,0.25797214915874017,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Balabac Strait,n_container,1,rank=1,0.6472481212349526,0.802149682900507,0.7044152457152851,0.07155769608120202,8.547552032588149,0.0829859420639626,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Balabac Strait,n_container,1,lambda_fraction=0.35;iterations=14;retained_rank=48,0.6467141900124815,0.8202869857311643,0.7038341558968174,0.17134910302610645,20.467615002458164,0.19871470876172975,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Balabac Strait,n_dry_bulk,1,positive_weights=14,2.0598200706012855,2.494205305991182,0.8453227159622548,0.18739567991377767,59.36215695425506,0.09452572763416411,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Balabac Strait,n_dry_bulk,1,rank=1,1.9167719755191928,2.4144370570163147,0.7866176834335045,0.07897364504322726,25.01683024103167,0.03983571694431794,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Balabac Strait,n_dry_bulk,1,lambda_fraction=0.35;iterations=14;retained_rank=48,1.9397458882583993,2.435322170480751,0.7960458711622107,0.07940382994597538,25.15310181211609,0.040052709891904605,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Balabac Strait,n_general_cargo,1,positive_weights=19,1.1025515854323447,1.39539822705948,0.8133485566811919,-0.08234464215483386,-14.511119435579836,-0.06420849307778688,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Balabac Strait,n_general_cargo,1,rank=1,1.1078828819084257,1.3577695938346241,0.8172814359689756,0.05099394565921231,8.986367741581823,0.03976268912204346,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Balabac Strait,n_general_cargo,1,lambda_fraction=0.35;iterations=14;retained_rank=48,1.0999363025942877,1.3500000488694426,0.8114192714216611,-0.02169044455844321,-3.8223814368706357,-0.016913192198542634,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Balabac Strait,n_roro,1,positive_weights=9,0.06276083418990877,0.15484775301837275,0.8147701152868513,0.23074844102590494,2.310658391566146,0.770219463855382,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Balabac Strait,n_roro,1,rank=1,0.038449311598712996,0.15032117043176457,0.4991544559332919,-0.08990592680676877,-0.9002959383126228,-0.3000986461042076,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Balabac Strait,n_roro,1,lambda_fraction=0.35;iterations=14;retained_rank=48,0.06143624306447341,0.15137839938165604,0.7975740840691458,0.22454953035042266,2.2485840178144114,0.7495280059381372,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Balabac Strait,n_tanker,1,positive_weights=16,1.4970396593931263,1.8866478139773841,0.7132030356348642,0.014179594467553704,3.8692544023016566,0.007692354676544049,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Balabac Strait,n_tanker,1,rank=1,1.4851452997338548,1.871142831837579,0.7075364566884091,-0.025269446363631758,-6.8953958316606165,-0.013708540420796455,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Balabac Strait,n_tanker,1,lambda_fraction=0.35;iterations=14;retained_rank=48,1.4815623146373018,1.8707052949674257,0.7058294906561718,-0.04179824639320741,-11.405689297777835,-0.022675326635741223,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Kerch Strait,n_container,1,positive_weights=10,0.3148422065252924,0.34394323550770406,0.796140118761348,0.5022505456755785,25.82065219343156,2.582065219343156,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Kerch Strait,n_container,1,rank=1,0.10522374362361578,0.2704347190100504,0.2660788230064997,-0.10544316619482134,-5.420823021363752,-0.5420823021363752,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Kerch Strait,n_container,1,lambda_fraction=0.35;iterations=14;retained_rank=48,0.202892857480768,0.27733965024218377,0.5130542865687594,0.18471824863453148,9.496347376500157,0.9496347376500157,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Kerch Strait,n_dry_bulk,1,positive_weights=7,1.1319281051181571,1.268251836536634,0.7924041718063555,0.5985507037061796,111.15177132579474,1.2350196813977194,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Kerch Strait,n_dry_bulk,1,rank=1,0.7508668923337684,0.939485451520875,0.5256429761450646,-0.016865185771010902,-3.1318905158395145,-0.03479878350932794,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Kerch Strait,n_dry_bulk,1,lambda_fraction=0.35;iterations=14;retained_rank=48,0.8917080725223747,1.040291794348283,0.6242385832679503,0.36147451194538854,67.12636380355872,0.745848486706208,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Kerch Strait,n_general_cargo,1,positive_weights=8,15.241641667283014,16.697300434570895,1.2953034650902744,1.2667335965507993,1937.710360000269,1.475788545316275,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Kerch Strait,n_general_cargo,1,rank=1,6.0196153364165905,7.619249398243455,0.5115740662312072,-0.04990559451905747,-76.34011427885285,-0.058141747356323575,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Kerch Strait,n_general_cargo,1,lambda_fraction=0.35;iterations=14;retained_rank=48,9.889618555000691,11.346749310115577,0.8404643976252852,0.7731841724530553,1182.7324902647263,0.9007863596837214,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Kerch Strait,n_roro,1,positive_weights=15,0.3837012982538456,0.43014224948417046,0.8376902217133505,0.23438922373158502,13.956959415873886,0.5368061313797649,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Kerch Strait,n_roro,1,rank=1,0.37009484669102155,0.4245303311830537,0.8079848454785966,0.17021731495220388,10.135773816067271,0.3898374544641258,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Kerch Strait,n_roro,1,lambda_fraction=0.35;iterations=14;retained_rank=48,0.38010429135156354,0.4278354518775112,0.8298372967344946,0.2164294812868918,12.887527159435415,0.4956741215167467,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Kerch Strait,n_tanker,1,positive_weights=10,5.448865185493303,6.058725948087857,1.1229836966275353,1.0463104311172355,659.988728954039,1.2595204751031277,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Kerch Strait,n_tanker,1,rank=1,2.807226965147113,3.4024115972901323,0.5785553518531399,0.15643226218449013,98.67389908012733,0.18830896771016667,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Kerch Strait,n_tanker,1,lambda_fraction=0.35;iterations=14;retained_rank=48,4.0905821532996605,4.73581973777634,0.8430483984263226,0.7251720027915566,457.4219411006026,0.872942635688173,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Mindoro Strait,n_container,1,positive_weights=12,1.1349864692645677,1.4533678897611924,0.8983507492164842,-0.2612408576185521,-42.90710399441982,-0.1737129716373272,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Mindoro Strait,n_container,1,rank=1,1.1126565740121748,1.4275195338679274,0.8806764608675569,-0.26454623908452995,-43.44999130383535,-0.17591089596694473,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Mindoro Strait,n_container,1,lambda_fraction=0.35;iterations=14;retained_rank=48,1.1281241667104382,1.4441904849151084,0.8929191825786484,-0.306412014972443,-50.3261714549994,-0.20374968200404614,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Mindoro Strait,n_dry_bulk,1,positive_weights=16,5.935935253038623,7.419207122822976,0.7157778950006766,-0.04368545337389633,-47.09676449911791,-0.008886181980965644,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Mindoro Strait,n_dry_bulk,1,rank=1,5.466799688799574,6.893673744458745,0.6592077249555963,-0.18664497506957042,-201.2197140443978,-0.037965983781961844,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Mindoro Strait,n_dry_bulk,1,lambda_fraction=0.35;iterations=14;retained_rank=48,5.5459124089142415,7.102762806256319,0.6687474409156832,-0.22427232795976534,-241.78531290925073,-0.04561987036023599,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Mindoro Strait,n_general_cargo,1,positive_weights=18,1.3641777979834524,1.8135401514917127,0.7089044025260686,-0.1733739116851844,-43.372095348259265,-0.09993570356741766,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Mindoro Strait,n_general_cargo,1,rank=1,1.313196571683138,1.7880749814948262,0.6824116566216164,-0.1617478865543582,-40.46367005177596,-0.09323426279211051,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Mindoro Strait,n_general_cargo,1,lambda_fraction=0.35;iterations=14;retained_rank=48,1.3385411110291023,1.8079403336328874,0.6955821213139081,-0.19303439768246386,-48.290462044717614,-0.11126834572515579,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Mindoro Strait,n_roro,1,positive_weights=9,0.1675108775180665,0.2848561778592684,0.8545993540746271,0.024694227023311494,0.6292442305458672,0.0524370192121556,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Mindoro Strait,n_roro,1,rank=1,0.15370156551321387,0.2912662605562963,0.7841476359867122,-0.0908861289930656,-2.3159085826637416,-0.19299238188864512,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Mindoro Strait,n_roro,1,lambda_fraction=0.35;iterations=14;retained_rank=48,0.16617756006139958,0.29010422856377366,0.847797095892193,-0.00840201530210745,-0.2140953692868508,-0.017841280773904233,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Mindoro Strait,n_tanker,1,positive_weights=14,1.517630612923784,1.863722252910495,0.7081626800998659,-0.10032806942573191,-27.951096535746547,-0.051665612820233915,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Mindoro Strait,n_tanker,1,rank=1,1.5169144484378108,1.8710957581219494,0.7078285006510195,-0.21220632865995426,-59.12004099970719,-0.10927918853919999,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Mindoro Strait,n_tanker,1,lambda_fraction=0.35;iterations=14;retained_rank=48,1.502371946195807,1.8653563592921174,0.7010426218769908,-0.18907712556133488,-52.676315008518245,-0.09736841960909103,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Sunda Strait,n_container,1,positive_weights=12,1.360322645706484,1.7493442577993241,0.8296598686481661,-0.0313157190337603,-6.674943358282663,-0.016604336712145926,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Sunda Strait,n_container,1,rank=1,1.305277230200745,1.7154511423570438,0.7960877066744476,-0.25904805066533476,-55.21607418308154,-0.13735341836587447,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Sunda Strait,n_container,1,lambda_fraction=0.35;iterations=14;retained_rank=48,1.2662361005023597,1.6820079063912652,0.772276547873503,-0.14369343113896912,-30.62824496464189,-0.07618966409114898,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Sunda Strait,n_dry_bulk,1,positive_weights=20,2.7797123864877817,3.484892915156655,0.7844918109381278,-0.1155824054333956,-53.24103979578476,-0.03741464497244185,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Sunda Strait,n_dry_bulk,1,rank=1,2.817859618878359,3.576755394148355,0.7952577418185431,-0.25331906730041576,-116.68705537491502,-0.0820007416548946,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Sunda Strait,n_dry_bulk,1,lambda_fraction=0.35;iterations=14;retained_rank=48,2.801408532156263,3.5803540832695173,0.79061490794938,-0.26681467085031046,-122.9035721793012,-0.08636934095523625,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Sunda Strait,n_general_cargo,1,positive_weights=12,1.4591248380666728,1.9174368477178765,0.8213579227831755,-0.24890075262469974,-57.48169444556253,-0.1462638535510497,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Sunda Strait,n_general_cargo,1,rank=1,1.4975469447370968,1.9677976178629615,0.8429861624652493,-0.32423303404516013,-74.87909938241012,-0.19053205949722676,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Sunda Strait,n_general_cargo,1,lambda_fraction=0.35;iterations=14;retained_rank=48,1.4550049461564358,1.9015053477416857,0.8190387888933247,-0.1952580611306165,-45.093331737998426,-0.11474130213231151,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Sunda Strait,n_roro,1,positive_weights=12,0.5674810513064138,0.6583825344601805,0.8988207501084157,0.11579169030903383,9.503837910233905,0.16971139125417686,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Sunda Strait,n_roro,1,rank=1,0.5882181099300431,0.6644317973274295,0.9316657209567348,0.16552772483883707,13.586023853003313,0.2426075688036306,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Sunda Strait,n_roro,1,lambda_fraction=0.35;iterations=14;retained_rank=48,0.5853535449558412,0.6664853356405933,0.9271285995270078,0.1571660031983759,12.899718584383894,0.23035211757828383,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Sunda Strait,n_tanker,1,positive_weights=20,2.368199305886325,3.096327621651587,0.6961912233640752,-0.0359572824417708,-15.900834569745387,-0.011096186022153096,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Sunda Strait,n_tanker,1,rank=1,2.4487776807896178,3.1416072796412275,0.7198792454242022,-0.2083228204255335,-92.12338863632017,-0.0642870820909422,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Sunda Strait,n_tanker,1,lambda_fraction=0.35;iterations=14;retained_rank=48,2.4071177466329967,3.068516701447734,0.7076322692285437,-0.1334893409722549,-59.030932914952174,-0.041193951789917777,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Bering Strait,n_container,2,positive_weights=7,0.05308481129373087,0.05678665459724426,0.6326665214843007,0.6326665214843007,6.901025468185013,,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Bering Strait,n_container,2,rank=1,0.011190099808912946,0.014356974291091083,0.1333639764111428,0.1333639764111428,1.454712975158683,,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Bering Strait,n_container,2,lambda_fraction=0.35;iterations=14;retained_rank=45,0.029139078606241518,0.042751011053761646,0.34728049420881285,0.34728049420881285,3.7880802188113973,,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Bering Strait,n_dry_bulk,2,positive_weights=7,0.13392795309171643,0.1524887666162567,0.6363766137103127,0.5728015297341755,15.671282567280262,15.671282567280262,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Bering Strait,n_dry_bulk,2,rank=1,0.07381420531837386,0.10762132247549039,0.3507380867088745,0.2822681438013472,7.722576864111136,7.722576864111136,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Bering Strait,n_dry_bulk,2,lambda_fraction=0.35;iterations=14;retained_rank=45,0.0923704681493087,0.1287846706709645,0.43891065584671524,0.36794929151157285,10.066728209305618,10.066728209305618,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Bering Strait,n_general_cargo,2,positive_weights=5,0.11570474582628179,0.12573194223161957,0.35718620049132427,0.35718620049132427,15.041616957416633,,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Bering Strait,n_general_cargo,2,rank=1,0.16694572609906239,0.16769582406256042,0.515369608806872,0.515369608806872,21.70294439287811,,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Bering Strait,n_general_cargo,2,lambda_fraction=0.35;iterations=14;retained_rank=45,0.18116409537033057,0.18808369014472817,0.5592624090625492,0.5592624090625492,23.551332398142975,,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Bering Strait,n_roro,2,positive_weights=10,0.012015930890539376,0.014051686087214743,0.43677908787110636,0.43677908787110636,1.562071015770119,,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Bering Strait,n_roro,2,rank=1,0.0002225398978204833,0.0011494143226918221,0.008089325285774569,0.008089325285774569,0.02893018671666283,,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Bering Strait,n_roro,2,lambda_fraction=0.35;iterations=14;retained_rank=45,0.00601758115521509,0.011187907246186008,0.21873907499206854,0.21873907499206854,0.7822855501779618,,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Bering Strait,n_tanker,2,positive_weights=6,0.28918829858793216,0.29680448262306935,0.768701620012529,0.7382211369810512,36.103786142175075,36.103786142175075,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Bering Strait,n_tanker,2,rank=1,0.2672955787848749,0.270585121966442,0.710507809055225,0.6806911601577851,33.29019834856953,33.29019834856953,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Bering Strait,n_tanker,2,lambda_fraction=0.35;iterations=14;retained_rank=45,0.26425114832558394,0.27422665179051114,0.7024153010336363,0.670749457942568,32.80398483789272,32.80398483789272,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Korea Strait,n_container,2,positive_weights=22,7.956437762546242,9.913879213034791,0.9114205078974424,-0.07309521143414296,-82.95301061579433,-0.010906259612910115,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Korea Strait,n_container,2,rank=1,7.93206600056828,10.010121945197504,0.9086286902092713,-0.42882311161943526,-486.6552463907248,-0.06398307209975346,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Korea Strait,n_container,2,lambda_fraction=0.35;iterations=14;retained_rank=45,7.886079159046652,9.966694218215233,0.9033608364652826,-0.4066303820620848,-461.469550988188,-0.06067177898871786,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Korea Strait,n_dry_bulk,2,positive_weights=21,6.904455973688195,8.639775550553686,0.8148603072843048,0.4609621389266396,507.7558196044746,0.09651317612706227,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Korea Strait,n_dry_bulk,2,rank=1,6.254860405178488,7.878100144709164,0.7381953757410326,0.30157147477748913,332.18492022257675,0.06314102266158084,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Korea Strait,n_dry_bulk,2,lambda_fraction=0.35;iterations=14;retained_rank=45,6.170422145320286,7.731517404270478,0.7282300161765987,0.27415407776798956,301.98429914251176,0.05740055106301307,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Korea Strait,n_general_cargo,2,positive_weights=24,10.990083101049375,14.65170449634917,0.8323131844849102,-0.29089752460703205,-499.34140628676283,-0.06202998835860408,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Korea Strait,n_general_cargo,2,rank=1,10.021991943882137,13.739353600380246,0.7589966293246849,-0.17396844904562309,-298.62629499277807,-0.03709643416059355,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Korea Strait,n_general_cargo,2,lambda_fraction=0.35;iterations=14;retained_rank=45,10.132450566984181,13.941827153357217,0.7673620044999738,-0.2578369439629103,-442.59112333473786,-0.05498026376829042,130
synthetic_control,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Korea Strait,n_roro,2,positive_weights=19,2.518907997950049,3.1624746237805184,0.8208185183817505,0.03862382300171498,15.408620887465467,0.013306235654115256,130
interactive_fixed_effects,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Korea Strait,n_roro,2,rank=1,2.192974286502202,2.7830460043609726,0.714608832939086,0.05222237751094193,20.833639820493104,0.01799105338557263,130
nuclear_norm_mc,contemporaneous_spatial_donors,composition_28x5,fold_01,130,2023-01-01,Korea Strait,n_roro,2,lambda_fraction=0.35;iterations=14;retained_rank=45,2.1956678887132295,2.772683998573768,0.7154865778101828,0.04244304992156792,16.93226653198397,0.014621991823820355,130
